identifier,MolWt,HeavyAtomCount,TotalAtomCount,RotatableBonds,RingCount,FractionCSP3,HBD,HBA,TPSA,FormalCharge,LogP,MolarRefractivity,HeteroatomCount,StereocenterCount,DoubleBondCount,TripleBondCount,BridgeheadAtomCount,RadiusOfGyration,Asphericity,Eccentricity,SpherocityIndex,InertialShapeFactor,PMI1,PMI2,PMI3,PMI_Ratio1,PMI_Ratio2,BoundingBoxVolume,CovalentRadiusSum,ShapeIndex,Max_EState,Min_EState,Avg_EState,partial_charge_max,partial_charge_min,total_partial_charge,Hydroxyl,Carbonyl,Amine,Halogen,Sulfonyl,Ester,Ether,Thiol,Phenol,Carboxylic_Acid,Imine,Alkyne,Nitrile,Aldehyde,Ketone,Lactone,Lactam,Halogenated_Aromatics,Quaternary_Carbons,SSSR_count,Largest_ring_size,Macrocycle_count,Fraction_aromatic_rings,Aromatic_ring_count,Fused_ring_count,Bridged_ring_count,Spiro_atom_count,WienerIndex,ZagrebIndex,BalabanIndex,BertzCTIndex,Chi0,Chi1,Chi2,Chi3,Chi4,AtomInformationContent,BondInformationContent,TopologicalDiameter,TopologicalRadius,TotalPathCount,FragmentComplexityScore,PathComplexityIndex,GraphDistanceDistributionEntropy,Score
CNP0000337.0,135.126,10,10,1,2,0.0,2,3,65.67,0,1.15357,36.2454,4,0,1,0,0,2.22039580076092,0.6141421487775863,0.9884415196397546,6.7607804999836405e-09,0.008400261594633,100.99654009131652,565.1959248286537,666.1924630229792,0.1516026459276121,0.8483973569198999,73.82759844120001,8.9,0.008400261594633,6.89660336356765,0.6930555555555558,2.500000000000001,0.14245906,-0.21622145,4.842877388000488e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,1.0,2,2,2,0,112.0,52.0,1.9367952205427108,331.08718865792105,6.974691494688164,4.898178147766922,1.97273863369229,1.3194205263874272,0.8571827295676524,1.295461844238322,0.8658566174572235,6.0,3.0,46,1,4.6,2.2420549704494093,-5.791
CNP0000344.0,135.12599999999998,10,10,0,2,0.0,1,4,50.42,0,-0.4359000000000004,35.3918,4,0,1,0,0,2.026343179861735,0.3822015342481658,0.9570029571344756,3.3185949403856467e-10,0.004410934228086,160.94591337709517,393.8904532076541,554.8363665137454,0.2900781619423786,0.709921838185594,46.03235336817,8.9,0.004410934228086,9.057222222222222,0.0948148148148151,2.6000000000000005,0.18215972,-0.16713122,-9.313225746154785e-08,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5,0,1.0,2,2,2,0,104.0,54.0,2.0917705580984776,405.7105035985509,7.137828201504695,4.787693700234703,2.024712729281497,1.3860095154412495,0.8804538269570809,1.295461844238322,0.8658566174572235,5.0,3.0,49,1,4.9,2.0100100232607643,-5.7
CNP0000352.0,135.12599999999998,10,10,0,2,0.0,1,3,50.16,0,-0.8482000000000001,36.5527,4,0,2,0,0,1.9514022701186868,0.279137964387892,0.9158821690428058,7.27216094064015e-10,0.0028976205011942,206.56700994601428,307.9888551695521,514.555864883608,0.4014471975608314,0.5985528028899619,30.689181971760004,8.9,0.0028976205011942,10.888055555555557,-0.1828703703703702,2.6500000000000004,0.19353417,-0.30703193,2.2351741790771484e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,1.0,2,2,2,0,103.0,54.0,2.112704047936232,413.2340202321469,7.137828201504695,4.787693700234703,2.028530107806092,1.40877285994483,0.941655059428568,1.295461844238322,0.6840384356390417,4.0,2.0,49,1,4.9,1.923340367040984,-5.7
CNP0000390.0,135.12599999999998,10,10,1,2,0.0,1,3,49.63,0,1.6653,37.20270000000001,4,0,1,0,0,2.042163730765993,0.3187889864254118,0.9372817720041584,5.905857461165794e-06,0.0033163238609405,196.43201776978972,367.103229722304,563.5325314282685,0.3485726321281479,0.6514321875826475,13.290791668384998,8.899999999999999,0.0033163238609405,10.096203703703704,0.4490740740740746,2.583333333333333,0.15106583,-0.2261528,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,1.0,2,2,2,0,108.0,52.0,2.011567439049135,359.58718865792105,6.974691494688164,4.915014900172529,2.013395170699146,1.4499027186359232,0.9799569225235424,1.295461844238322,0.8658566174572235,5.0,3.0,47,1,4.7,2.1091724396968914,-5.5
CNP0000396.0,135.126,10,10,1,2,0.0,0,4,43.33,0,0.9652999999999998,35.344,4,0,1,0,0,2.017236145212971,0.3116229464150897,0.9342270995845682,5.015876176287978e-09,0.0032801844916861,196.1234985242137,353.7368514041232,549.8603486708782,0.3566787439725072,0.6433212583143619,25.65557882328,8.9,0.0032801844916861,4.764212962962963,0.7036111111111112,2.3833333333333337,0.063701354,-0.12668355,-7.82310962677002e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,1.0,2,2,2,0,108.0,52.0,2.011567439049135,359.58718865792105,6.974691494688164,4.915014900172529,1.878198825621844,1.31633698920384,0.8380523652667335,1.295461844238322,0.8658566174572235,5.0,3.0,47,1,4.7,2.1091724396968914,-5.4
CNP0000413.0,135.12599999999998,10,10,0,2,0.0,1,3,54.71,0,-0.6769000000000003,35.5647,4,0,2,0,0,2.114536362475523,0.6015514047215549,0.9874904532098444,3.5135292488079387e-08,0.0088416882086717,95.26701231239524,508.9170174526305,604.1840163925178,0.157678802695276,0.8423212194378945,18.383298036672,8.9,0.0088416882086717,5.008425925925926,0.462962962962963,2.466666666666667,0.15552104,-0.19754611,5.960464477539065e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,1.0,2,2,2,0,109.0,54.0,1.9957534648175363,341.93102027996014,7.137828201504695,4.754020195423489,1.9438323337512533,1.1517342961011376,0.7988935916900225,1.295461844238322,1.0957952550009336,6.0,3.0,47,1,4.7,2.183349335700325,-5.5
CNP0000463.0,135.126,10,10,1,2,0.0,0,4,43.85,0,1.1248,36.181,4,0,1,0,0,2.0255503398191625,0.3183939888263827,0.937119019900623,7.642355426080374e-10,0.0033644303897607,193.49190769251584,360.9103662858265,554.4022736430139,0.3490099461913598,0.6509900544134869,25.119474861312003,8.9,0.0033644303897607,4.478796296296296,0.7037037037037039,2.3833333333333333,0.07301119,-0.11134958,2.9802322387695312e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,1.0,2,2,2,0,108.0,52.0,2.011567439049135,359.58718865792105,6.974691494688164,4.915014900172529,1.878653191972639,1.329837927233419,0.8438598053505321,1.295461844238322,0.8658566174572235,5.0,3.0,47,1,4.7,2.1091724396968914,-5.2
CNP0000483.0,135.126,10,10,1,2,0.0,2,3,65.14,0,2.37497,34.4884,4,0,1,0,0,2.2505345086162127,0.6227920565769614,0.9890637308322306,1.0936574323980524e-05,0.0084457052946212,100.9410260513406,583.4617743448281,684.3980609161505,0.1474887668679521,0.8525181581663063,48.092907261366,8.899999999999999,0.0084457052946212,6.695427059712774,0.6500462962962963,2.5000000000000004,0.15702137,-0.120988965,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,1.0,2,2,2,0,112.0,52.0,1.9367952205427108,296.3064302854257,6.974691494688164,4.898178147766922,2.0321253587514048,1.39048415310482,0.91682792797449,1.295461844238322,1.0957952550009336,6.0,3.0,46,1,4.6,2.2420549704494093,-6.2
CNP0000501.0,135.12599999999998,10,10,1,2,0.0,1,3,50.15,0,1.4505,36.59770000000001,4,0,1,0,0,2.0307569002174586,0.3129970584725833,0.934833471416862,8.843715177106784e-06,0.0032592608560899,197.8733474651085,359.3847407122953,557.2540218675385,0.3550864411924223,0.64492085585651,12.900428375625005,8.899999999999999,0.0032592608560899,10.06125,0.8148148148148151,2.583333333333334,0.1458692,-0.24604663,4.0978193283081055e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,1.0,2,2,2,0,108.0,52.0,2.011567439049135,321.8064302854256,6.974691494688164,4.915014900172529,2.033255704509414,1.4778162077123198,1.007252133665128,1.295461844238322,1.0957952550009336,5.0,3.0,47,1,4.7,2.1091724396968914,-5.7
CNP0000538.0,135.12599999999998,10,10,1,2,0.0,1,4,54.81,0,1.08447,36.18070000000001,4,0,1,0,0,2.203868967609956,0.6241583782735677,0.9891597662858148,1.5105909743309592e-05,0.008852595130114,96.3746242249348,559.940449725617,656.3092748593267,0.1468433068321208,0.853165529080226,32.18281749888,8.899999999999999,0.008852595130114,6.848724489795918,0.5726851851851853,2.4833333333333334,0.11138454,-0.22793315,-1.1920928955078125e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,1.0,2,2,2,0,112.0,52.0,1.9367952205427108,331.08718865792105,6.974691494688164,4.898178147766922,1.91930512194534,1.2841433664349216,0.8330430146903114,1.295461844238322,0.8658566174572235,6.0,3.0,46,1,4.6,2.2420549704494093,-5.88
CNP0000569.0,135.126,10,10,1,2,0.0,0,4,43.33,0,0.9652999999999998,35.344,4,0,1,0,0,2.1954138853206024,0.6067154387269691,0.9878871944334936,2.7274415169681043e-09,0.0083594446772892,101.062485520382,550.2235023221006,651.2859868955344,0.1551737447969878,0.844826256656979,63.06156827596799,8.9,0.0083594446772892,4.708148148148148,0.7927314814814816,2.3833333333333337,0.12160873,-0.12621959,7.82310962677002e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,1.0,2,2,2,0,112.0,52.0,1.9367952205427108,331.08718865792105,6.974691494688164,4.898178147766922,1.887287934672593,1.2415338988476443,0.772241221418762,1.295461844238322,0.8658566174572235,6.0,3.0,46,1,4.6,2.2420549704494093,-5.258
CNP0000588.0,135.12599999999998,10,10,1,2,0.0,2,3,65.14,0,2.42337,35.372400000000006,4,0,1,0,0,2.122784005660904,0.454374024117388,0.9710213753759148,4.087037655647989e-06,0.0052294494701805,145.5239510615569,463.3832960731447,608.9055406390744,0.2389926537847279,0.7610101487774321,37.61820181526401,8.899999999999999,0.0052294494701805,6.733287037037037,0.5451388888888893,2.5,0.147834,-0.14246395,3.3527612686157227e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,1.0,2,2,2,0,108.0,52.0,2.011567439049135,359.58718865792105,6.974691494688164,4.915014900172529,1.947611796278104,1.4020803382661322,0.9325439784236432,1.295461844238322,0.8658566174572235,5.0,3.0,47,1,4.7,2.1091724396968914,-6.1
CNP0000591.0,135.12599999999998,10,10,0,2,0.0,0,4,43.33,0,-0.8571000000000002,35.547,4,0,2,0,0,1.9467219489864,0.2789430663881263,0.9157373866165676,2.4783726987062995e-09,0.0029075730329458,205.74638880119065,306.34417388448765,512.0905619533412,0.4017773497257641,0.5982226517043289,14.7243825212,8.9,0.0029075730329458,4.945092592592593,0.5046296296296298,2.45,0.11618176,-0.12331953,1.1175870895385742e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,1.0,2,2,2,0,103.0,54.0,2.112704047936232,413.2340202321469,7.137828201504695,4.787693700234703,1.9392776560078369,1.3048755093861866,0.8520250275851713,1.295461844238322,0.6840384356390417,4.0,2.0,49,1,4.9,1.923340367040984,-5.6
CNP0000599.0,135.12599999999998,10,10,0,2,0.0,0,4,43.33,0,-0.8571,35.547,4,0,2,0,0,1.9448514545642768,0.2750048275290098,0.9126669518761809,3.304519768566286e-09,0.002830636456887,208.89150496790884,302.2154531448302,511.1069572633143,0.408704092165764,0.5912959094961674,7.22381778576,8.9,0.002830636456887,4.735092592592593,0.4560185185185188,2.45,0.12264052,-0.15132469,-2.60770320892334e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,1.0,2,2,2,0,103.0,54.0,2.112704047936232,413.2340202321469,7.137828201504695,4.787693700234703,1.96125928854447,1.2983239559538653,0.8466017627474806,1.295461844238322,0.6840384356390417,4.0,2.0,49,1,4.9,1.923340367040984,-5.6
CNP0000601.0,135.12599999999998,10,10,0,2,0.0,1,4,50.42,0,-0.4359000000000002,35.3918,4,0,1,0,0,2.027956254275144,0.3899833451905389,0.9588277870017404,9.48879087796906e-10,0.0045369488747671,157.81792144240617,397.9021540701044,555.7200750414326,0.2839881597414666,0.7160118411062227,14.463413749784998,8.9,0.0045369488747671,9.068703703703704,0.1348148148148151,2.6,0.1796335,-0.21186715,-1.1175870895385742e-08,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5,0,1.0,2,2,2,0,104.0,54.0,2.091420960689091,405.7105035985509,7.137828201504695,4.787693700234703,2.006313796695009,1.3912776003574223,0.8709234788546766,1.295461844238322,0.8658566174572235,5.0,3.0,49,1,4.9,2.0100100232607643,-5.7
CNP0000604.0,135.126,10,10,1,2,0.0,2,3,65.67,0,1.15357,36.2454,4,0,1,0,0,2.2041602852899365,0.6033456569628082,0.9876293690184302,6.590991231287463e-10,0.0081910284657843,102.94112151209498,553.5445732987567,656.4856945524286,0.156806343788309,0.8431936566053371,29.696581152899995,8.9,0.0081910284657843,6.889233749055178,0.6236111111111113,2.5,0.1702936,-0.22183363,7.450580596923828e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,1.0,2,2,2,0,112.0,52.0,1.9367952205427108,331.08718865792105,6.974691494688164,4.898178147766922,1.935741322544485,1.3005766455222842,0.84337498256,1.295461844238322,0.8658566174572235,6.0,3.0,46,1,4.6,2.2420549704494093,-5.792
CNP0000616.0,135.12599999999998,10,10,1,2,0.0,1,4,54.290000000000006,0,0.92497,35.343700000000005,4,0,1,0,0,2.091524496284189,0.4262867396862637,0.9662541366662474,1.2433991012375418e-06,0.0048758356727476,152.26313859298983,438.8423372184302,591.1050658280009,0.2575906507918428,0.7424100427962228,12.92531693332,8.9,0.0048758356727476,6.912870370370371,0.5138888888888891,2.4833333333333334,0.10761589,-0.21536292,9.313225746154785e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,1.0,2,2,2,0,108.0,52.0,2.011567439049135,359.58718865792105,6.974691494688164,4.915014900172529,1.8881371734091688,1.3058476421563303,0.8518988378158401,1.295461844238322,0.8658566174572235,5.0,3.0,47,1,4.7,2.1091724396968914,-5.4
CNP0000625.0,135.12599999999998,10,10,1,2,0.0,1,4,53.760000000000005,0,2.194769999999999,34.47070000000001,4,0,1,0,0,2.0217661476572726,0.3142309363108577,0.9353676206268,1.519098310121208e-06,0.0033085890968767,195.3472839389921,356.98566839028206,552.3324634058814,0.353676991452594,0.6463238937450454,2.44124205094,8.899999999999999,0.0033085890968767,6.725370370370371,0.5138888888888893,2.4833333333333334,0.105735525,-0.112335384,-2.2351741790771484e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,1.0,2,2,2,0,108.0,52.0,2.011567439049135,359.58718865792105,6.974691494688164,4.915014900172529,1.922132460525212,1.3578239176501126,0.9005898128283473,1.295461844238322,0.8658566174572235,5.0,3.0,47,1,4.7,2.1091724396968914,-5.9
CNP0000658.0,388.5070000000002,29,29,4,6,0.4230769230769231,2,2,57.53,0,6.086800000000005,114.61560000000006,3,0,2,0,4,4.976492510357295,0.6346058049101053,0.9899031884630588,0.1296241390431026,0.0006967034975198,1322.2057861881633,8592.865193535117,9328.05191424861,0.1417451144507989,0.9211853956783308,548.425571351343,30.41999999999997,0.0006967034975198,11.025273020535508,-0.8954443128333127,2.166666666666667,0.20898312,-0.28797817,-1.5459954738616946e-07,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,6,0,0.3333333333333333,2,4,4,0,2378.0,164.0,1.1805510507580732,941.948002258316,20.12059138570063,13.974366886035764,9.484611059107284,7.577911753872827,6.517616877290005,0.4798320236161285,1.234388884083241,15.0,8.0,149,1,5.137931034482759,3.672978446731336,-10.6
CNP0000664.0,495.45700000000033,32,32,6,6,0.4642857142857143,0,3,35.53,0,7.200800000000006,131.753,4,0,2,0,4,5.427278520580963,0.6040341563830257,0.9876319473819654,0.1104352425625557,0.0004299667213112,2183.6826199453817,13076.611821078875,13927.42636939156,0.1567901033563876,0.938910856482248,748.4593472548801,34.07,0.0004299667213112,11.840228901803204,-0.3407037364581213,2.0026041666666665,0.19862609,-0.27168208,-7.916241884231567e-08,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0.3333333333333333,2,4,4,0,3179.0,176.0,1.163923336265286,995.4730477203852,22.241911729260263,15.550376490957335,9.747988108228864,7.823393291963473,6.78450956949676,0.6449742087569881,1.194173734256912,17.0,9.0,160,1,5.0,3.811821120925949,-10.2
CNP0000694.0,308.424,20,20,5,2,0.2,3,5,60.69,0,3.6454000000000018,83.67840000000002,5,1,0,0,0,4.044753923223754,0.5694568153419487,0.9841287683908476,0.2165746052199001,0.0012015514750363,825.5112169392373,4614.217869428617,4651.925351169372,0.1774558176716497,0.9918942203723718,397.723001384688,20.43999999999998,0.0012015514750363,10.140382653061224,-0.6931368102796676,2.4416666666666664,0.15992074,-0.2218384,2.011656761169434e-07,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,6,0,1.0,2,0,0,0,906.0,98.0,1.7292908364152328,587.081351013394,14.535169427003234,9.613392202930196,4.22581293087461,2.849643538657757,1.7584413170219773,1.0540157730728,0.9852281360342516,12.0,6.0,84,1,4.2,3.3359297257726004,-8.0
CNP0000745.0,1015.2659999999992,69,69,41,2,0.96,9,17,288.66,0,6.574700000000005,258.561699999999,19,14,3,0,0,11.42996515063431,0.3555318475286561,0.9505671047979704,0.0146202487428891,1.7028733173265033e-05,40945.84463398722,91941.9133646688,131862.5174294091,0.3105192091900342,0.6972558628261342,4521.20412271002,79.78000000000017,1.7028733173265033e-05,13.42650149991756,-5.37154342858983,2.4851046698872783,0.5469698,-0.3970853,-4.218891263008118e-07,9,2,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0.0,0,0,0,0,31592.0,318.0,1.9347359941642737,1360.8493387787582,51.03031172293316,33.05898750693373,19.70382249093365,13.456022301250044,8.950761100369643,0.9309670725071856,0.2552421131901918,37.0,19.0,263,1,3.811594202898551,4.888491607552604,-8.573
