identifier,MolWt,HeavyAtomCount,TotalAtomCount,RotatableBonds,RingCount,FractionCSP3,HBD,HBA,TPSA,FormalCharge,LogP,MolarRefractivity,HeteroatomCount,StereocenterCount,DoubleBondCount,TripleBondCount,BridgeheadAtomCount,RadiusOfGyration,Asphericity,Eccentricity,SpherocityIndex,InertialShapeFactor,PMI1,PMI2,PMI3,PMI_Ratio1,PMI_Ratio2,BoundingBoxVolume,CovalentRadiusSum,ShapeIndex,Max_EState,Min_EState,Avg_EState,partial_charge_max,partial_charge_min,total_partial_charge,Hydroxyl,Carbonyl,Amine,Halogen,Sulfonyl,Ester,Ether,Thiol,Phenol,Carboxylic_Acid,Imine,Alkyne,Nitrile,Aldehyde,Ketone,Lactone,Lactam,Halogenated_Aromatics,Quaternary_Carbons,SSSR_count,Largest_ring_size,Macrocycle_count,Fraction_aromatic_rings,Aromatic_ring_count,Fused_ring_count,Bridged_ring_count,Spiro_atom_count,WienerIndex,ZagrebIndex,BalabanIndex,BertzCTIndex,Chi0,Chi1,Chi2,Chi3,Chi4,AtomInformationContent,BondInformationContent,TopologicalDiameter,TopologicalRadius,TotalPathCount,FragmentComplexityScore,PathComplexityIndex,GraphDistanceDistributionEntropy,Score
CNP0045315.1,744.0729999999999,51,51,13,4,0.6341463414634146,7,9,164.47000000000003,0,6.143800000000007,207.9921999999994,10,8,2,0,0,5.873158938113311,0.2338106397029722,0.9102968935177316,0.1845871138081147,6.791310456702884e-05,10114.51852133502,16783.782227300617,24433.80129233005,0.4139559948254978,0.6869083539845751,2305.8257375178,57.50000000000016,6.791310456702884e-05,12.692569080466916,-1.0004809607729723,2.2908496732026147,0.21774283,-0.27142975,-1.9650906324386602e-07,6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,14,1,0.5,2,2,2,0,10132.0,252.0,1.5604976556348749,1350.805910684551,36.75213712988116,24.603794503572125,14.953342801962334,11.447495912742696,8.469441735483551,0.9408348195451296,0.9790231724570172,19.0,10.0,217,1,4.254901960784314,3.9640537518346153,-8.4
CNP0045491.0,305.377,23,23,4,3,0.2,0,3,37.38,0,3.9954000000000014,93.08300000000004,3,0,3,0,0,4.313139239040668,0.6669999509018125,0.9918307170187312,0.16783788116342,0.0013538183391745,698.9012453429001,5184.105589946912,5478.953713126972,0.1275610786176947,0.9461853232171618,483.4389694428,23.119999999999976,0.0013538183391745,12.381973174332485,-0.1820190329218105,2.289855072463768,0.14092644,-0.25376755,1.0896474123001101e-07,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,6,0,0.6666666666666666,2,2,2,0,1267.0,120.0,1.521741618490318,746.5439021563146,16.396976746569035,11.151397005390978,5.52566709321978,4.23824907653458,2.940286534777275,0.6784070909375675,1.404107451387086,12.0,6.0,109,1,4.739130434782608,3.406494470610955,-8.7
CNP0045666.1,794.108,55,55,40,0,0.7333333333333333,2,8,134.38000000000002,0,12.497099999999984,228.71269999999907,10,2,8,0,0,13.273433674846236,0.3117854440470786,0.9345441767838748,0.0060622716700134,1.3043583590235246e-05,49497.16735416914,89803.68267528829,139096.71554731112,0.3558471324028756,0.6456204398639683,4009.7458905696,64.82000000000016,1.3043583590235246e-05,12.575303370578908,-4.388499514506233,2.1722222222222225,0.5372561,-0.4022308,1.555308699607849e-07,1,2,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,21464.0,226.0,4.027026214516297,1086.7507219358522,40.34474917977694,26.84086569637248,14.203232158635196,8.876082528344346,5.611015028346784,0.851661725618562,0.6051865766334206,43.0,22.0,171,1,3.109090909090909,5.080908412451993,-5.8
CNP0045771.1,965.1050000000006,65,65,39,1,0.7446808510638298,7,13,256.04,0,9.061899999999998,250.28959999999915,18,8,9,0,0,12.595138186035156,0.2896177128841755,0.924419778727038,0.0115929637931227,1.0753574436935195e-05,58091.30367262715,95152.69780710991,152320.0724084869,0.3813765497487411,0.6246891581822032,6170.581749073501,73.22000000000014,1.0753574436935195e-05,12.981902033282196,-5.368801452398974,2.535042735042735,0.54334235,-0.4101103,2.253800630569458e-07,7,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0.0,0,0,0,0,29542.0,290.0,2.5228295380378905,1493.8524146193704,48.18753045135504,31.11320996346543,16.44034984094057,10.575343430732287,6.892982103055842,0.9905881818153937,0.5801954953637369,41.0,21.0,230,1,3.5384615384615383,5.001961635970929,-7.412
CNP0045804.1,409.5310000000004,29,29,6,2,0.8,3,4,124.84,0,0.5776000000000031,108.73280000000008,9,2,4,0,0,4.7110692479857965,0.369163058667565,0.9575003144969744,0.2078974399423825,0.0003440853682525,2457.123563988415,7202.386457945589,8518.894080001439,0.2884322238207709,0.845460266357059,1040.024103327,32.23999999999997,0.0003440853682525,12.98870307382212,-0.8403999223146055,2.5,0.19215602,-0.31431788,-2.896413207054138e-07,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0.0,0,0,0,0,2332.0,142.0,2.019478772440862,617.9928146702146,21.55167728494828,13.684448305750031,8.481697568125425,5.740561533415744,4.177229819777348,1.201146430569501,0.5665095065529053,14.0,7.0,120,1,4.137931034482759,3.5585509233632626,-8.6
CNP0045911.2,465.6380000000001,34,34,5,4,0.6785714285714286,3,4,102.22,0,4.174880000000004,130.69970000000006,6,7,2,1,0,5.254967071933826,0.5256080904939895,0.9806137903314616,0.2143140963632968,0.0003845245381871,2384.87879009189,11161.185587951872,12170.823354478349,0.1959504891848056,0.9170444153924088,1028.4231617478715,37.480000000000025,0.0003845245381871,12.978304280301398,-0.5623220719008961,2.2573529411764706,0.17162193,-0.29747525,3.725290298461914e-08,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,6,0,0.25,1,2,2,0,3667.0,182.0,1.3688885795281818,933.209879390147,24.457454678884098,16.230201152279594,11.318480152471617,9.23774098079379,7.042610436766858,0.848765405310932,1.0982178839548995,18.0,9.0,164,1,4.823529411764706,3.845765328325685,-9.6
CNP0045969.2,280.32,20,20,4,2,0.5333333333333333,3,5,90.29,0,0.2597,72.98140000000004,5,4,4,0,0,3.5590884149527184,0.4824423859739875,0.9758503079267874,0.158970950495222,0.0011585058060756,745.1893090993873,2945.0903839515067,3411.4090510225506,0.2184403271357977,0.8633061412171409,308.8311487508,20.89999999999998,0.0011585058060756,12.496585411942554,-1.4446116780045353,2.695833333333333,0.15320921,-0.23504157,-1.0337680578231813e-07,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,6,0,0.0,0,2,2,0,756.0,106.0,2.1928245378905453,512.3569145468805,15.07698579026012,9.395118488351589,5.386382600854962,3.705205425419751,2.719992157021686,0.8112781244591328,0.7024665512903903,10.0,5.0,98,1,4.9,2.9771641870797554,-8.4
CNP0046037.1,565.6700000000001,42,42,7,8,0.3823529411764705,1,7,90.39,0,2.813500000000001,157.54179999999968,8,3,3,0,2,5.9478354573044285,0.662932227506167,0.9913967024769528,0.1848779755735192,0.0003954114029631,2480.691109098358,18590.16338869913,18952.27403138264,0.1308914753443643,0.980893551766722,1195.3175290355248,42.1200000000001,0.0003954114029631,14.16686538035231,-1.2144121294289354,2.2638888888888884,0.18726167,-0.26818705,4.5634806156158454e-08,1,3,2,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,8,6,0,0.375,3,6,6,0,6152.0,242.0,1.051392584155502,1531.1019271111904,29.172633149578413,20.37228302247187,11.920234407366936,9.925132450830256,8.2385437358967,0.8842635042284789,1.247556248918266,17.0,9.0,234,1,5.571428571428571,3.9297177828930727,-12.1
CNP0046037.6,565.6700000000001,42,42,7,8,0.3823529411764705,1,7,90.39,0,2.813500000000001,157.54179999999968,8,3,3,0,2,5.93234189957317,0.6626874164219687,0.9914195243310416,0.1833148822750053,0.0003947401340259,2471.102701706004,18439.783292581888,18904.001064643748,0.1307185020385827,0.9754434116632542,1161.4851086958358,42.1200000000001,0.0003947401340259,14.16686538035231,-1.2144121294289354,2.2638888888888884,0.18726167,-0.26818705,4.5634806156158454e-08,1,3,2,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,8,6,0,0.375,3,6,6,0,6152.0,242.0,1.051392584155502,1531.1019271111904,29.172633149578413,20.37228302247187,11.920234407366936,9.925132450830256,8.2385437358967,0.8842635042284789,1.247556248918266,17.0,9.0,234,1,5.571428571428571,3.9297177828930727,-11.7
CNP0046080.0,346.8,11,11,0,1,0.0,2,2,40.46,0,3.3853000000000004,52.87160000000001,5,0,0,0,0,2.880622934311352,0.408764629755859,0.9628734523112756,1.130644963748204e-09,0.0009397457446353,776.8556898963462,2100.88671880503,2877.7424077410524,0.2699531715578936,0.7300468287758137,25.221422864300003,10.41,0.0009397457446353,9.276712962962964,0.0645138888888889,2.78030303030303,0.15996423,-0.18757594,8.195638656616212e-08,2,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,1,6,0,1.0,1,0,0,0,140.0,54.0,2.625358332036857,272.11913671997195,8.593858127134677,5.036581260209188,1.8540868797702983,1.115156583889556,0.5729902426574749,1.4353713907745331,0.9940302114769564,5.0,3.0,47,1,4.2727272727272725,2.107360784083808,-6.3
CNP0046088.1,1411.542000000001,98,98,16,11,0.9393939393939394,18,31,509.0400000000002,0,-4.239400000000003,325.7983999999999,32,39,3,0,0,9.26380145735157,0.6439515050599408,0.9905293574427412,0.0975268080847173,5.6232545067937975e-05,16227.760311469196,107852.66787530784,118191.04376327852,0.1373010999375833,0.9125282630663868,3599.941225362716,104.14000000000016,5.6232545067937975e-05,14.898996838351422,-2.1722479610653327,2.666666666666668,0.22957435,-0.27417493,5.243346095085144e-07,18,2,0,0,0,1,12,0,0,1,0,0,0,0,0,0,0,0,6,11,6,0,0.0,0,5,5,0,62295.0,562.0,0.8146789418794783,2820.0576936575894,71.74673627086632,45.85586223058421,31.785964342022663,25.82812530255986,19.27354882455104,0.9113423759758416,0.1831220683013727,34.0,17.0,532,1,5.428571428571429,4.858917368967916,-9.0
CNP0046093.2,301.386,22,22,3,3,0.5,0,4,42.68000000000001,0,2.9646000000000017,87.14800000000004,4,2,1,0,0,3.5759399330699857,0.272440413804744,0.9255870912786184,0.167090905544575,0.0004833573118054,1414.735568871252,2555.719074596788,3737.3997237211447,0.3785347229229924,0.6838227814851401,368.730251185584,23.499999999999968,0.0004833573118054,11.819193672839509,-0.2767547713529854,2.136363636363636,0.19794348,-0.28315973,-9.592622518539429e-08,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0.6666666666666666,2,2,2,0,1037.0,116.0,1.6415921332355916,711.8343160600339,15.689869965382488,10.546045193307766,6.226138640997196,4.189991360995883,3.280052867181097,0.8315435491770657,1.206908425151817,10.0,5.0,101,1,4.590909090909091,3.1511637849829377,-8.423
CNP0046095.1,631.6310000000003,45,45,12,4,0.4516129032258064,7,13,225.45,0,0.5925999999999998,157.3104999999998,14,7,3,0,0,6.115734111358395,0.3630776960364951,0.9550724336465684,0.1071487375671129,0.0001115888341748,6809.95999917295,17461.115654410645,22977.707023203064,0.2963724793033613,0.759915497084991,1678.0335960748116,44.32000000000011,0.0001115888341748,13.1536113779629,-2.621165427737328,2.7907407407407416,0.22498487,-0.27545178,-2.1886080503463745e-07,6,2,1,0,0,1,3,0,1,1,0,0,0,0,0,0,0,0,1,4,6,0,0.75,3,2,2,0,7834.0,236.0,1.4295605863443153,1555.3213463288348,33.051312806018764,21.27001906234731,11.3449781834627,7.652257347984273,5.160803354795113,1.009946386155734,1.2339688836163196,21.0,11.0,212,1,4.711111111111111,4.098583214696705,-10.2
CNP0046362.1,777.9769999999997,54,54,35,0,0.5952380952380952,3,9,171.67999999999998,0,9.9419,216.6134999999992,12,3,11,0,0,12.381407310779643,0.521648297378272,0.9800574968472376,0.0131311093317659,3.461202952661376e-05,23322.72321679706,94745.1192442098,117368.22127908935,0.1987141234878056,0.8072467846208201,6695.142732164498,58.28000000000013,3.461202952661376e-05,12.53703175448165,-4.733252626167983,2.4068930041152266,0.5385522,-0.39609662,-2.421438694000244e-07,2,3,1,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,19412.0,226.0,4.213451914761172,1237.330016526642,39.96391581222346,26.107391346552006,12.673636488660785,7.640694861879792,4.5397306602561285,0.945690970578625,0.7367680100024783,39.0,20.0,172,1,3.185185185185185,4.970239206044829,-6.9
CNP0046365.0,160.26000000000002,12,12,3,1,0.3333333333333333,0,0,0.0,0,3.5854000000000026,54.19400000000004,0,0,1,0,0,2.864434861868598,0.478246607043466,0.974992739795584,0.2818274422452401,0.0033513743160536,273.3297510154809,1126.629037018162,1229.9036701710777,0.2222367146668171,0.9160303073666328,179.52312493258,14.080000000000007,0.0033513743160536,2.2847222222222223,1.15875,1.861111111111111,0.038046174,-0.08302635,-3.632158041000366e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,1.0,1,0,0,0,233.0,52.0,1.976774803192876,240.0006372810444,8.811554787871634,5.787693700234704,3.3057481086698592,1.828423221730978,1.1721878227525404,-0.0,1.3250112108241772,8.0,4.0,40,1,3.333333333333333,2.8430475116961222,-5.8
CNP0046471.1,675.9730000000004,46,46,37,0,0.918918918918919,2,7,117.31,0,11.093299999999994,191.76269999999937,9,2,3,0,0,10.306195612738236,0.488518234385053,0.9760505566346288,0.0167206700092544,5.12486153026226e-05,15386.565233239437,55772.32668979973,70728.58092010515,0.2175438137323873,0.7885401624669952,3356.1189417600003,54.98000000000017,5.12486153026226e-05,12.304053619503952,-4.253387799811627,2.093599033816425,0.5376462,-0.40112373,-1.8533319234848025e-07,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,12550.0,188.0,4.002976011859955,721.8344708206454,33.817651442281495,22.44701884625513,12.86951268370076,8.302109370153108,5.3923906715052405,0.9061432825206136,0.3533593350214213,35.0,18.0,142,1,3.0869565217391304,4.800452046285342,-6.0
CNP0046569.1,459.50600000000014,34,34,4,5,0.28,2,6,105.56,0,3.155400000000002,127.32590000000005,9,2,3,0,2,5.975167527710698,0.7415540278600294,0.9953901584462648,0.1434890448297831,0.0006377229172946,1522.532847619342,15413.755084925166,15874.85469746678,0.0959084587944165,0.9709540892607228,857.4799824792,32.93999999999999,0.0006377229172946,13.14510448898852,-0.4207113549678685,2.36764705882353,0.1998106,-0.31077516,-3.241002559661865e-07,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0.6,3,3,3,0,3903.0,184.0,1.1298483574718048,1272.7135464323287,23.65612529163336,16.51237168849655,8.619022114561535,6.378487251353503,4.767102281381242,1.096108570109018,1.318969465301984,20.0,10.0,165,1,4.852941176470588,3.980098181423736,-11.2
CNP0046604.1,416.5210000000002,31,31,4,5,0.3461538461538461,1,5,54.7,0,5.3574000000000055,122.37730000000003,5,1,2,0,0,3.969979623662644,0.2413603745076629,0.92080456649839,0.3622444608904886,0.0003657374240216,2296.405623884436,4945.098485326757,5887.852772636759,0.390024294519857,0.8398814773882656,714.6891418864801,31.83999999999997,0.0003657374240216,13.138259952129,-0.1284516460905347,2.123655913978495,0.13228536,-0.27618858,1.2852251529693606e-07,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,5,6,0,0.6,3,4,4,0,2686.0,172.0,1.2585893127781238,1190.825393878553,21.534804948073724,15.062881945713375,8.582585686364519,6.664676265693935,4.83830394749383,0.7939924338116537,1.2582296369090873,14.0,7.0,159,1,5.129032258064516,3.597323881692519,-9.7
CNP0046725.0,439.5110000000002,33,33,5,5,0.1785714285714285,0,5,49.690000000000005,0,5.9989400000000055,129.09650000000002,5,0,2,0,0,5.582060128902074,0.7043756222705366,0.9938382699957452,0.0829995427601093,0.0006300578331906,1483.9490399660713,12517.629516137413,13388.215404066896,0.1108399435756984,0.9349737166863158,835.0444464811752,32.37999999999999,0.0006300578331906,12.974276379067597,-0.1333538984030504,2.151515151515151,0.12378741,-0.2778098,8.98726284503937e-08,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,5,6,0,0.8,4,4,4,0,3549.0,182.0,1.1317999319935237,1427.6092246923222,23.11215521726335,15.923055291019514,8.394780265526766,6.054427381003454,4.158737530428892,0.7230020642792743,1.2036908806058488,17.0,9.0,165,1,5.0,3.8753885082451056,-10.7
CNP0046745.0,310.305,23,23,3,3,0.1111111111111111,0,5,65.74000000000001,0,3.393900000000001,85.78100000000003,5,0,2,0,0,4.402992011211736,0.7465469119252262,0.9956579546406292,0.0218256599540858,0.0016487187578492,556.8644639362717,5492.3139740200495,5982.177192113167,0.0930872567048725,0.9181128872713856,310.41378722112,21.31999999999998,0.0016487187578492,12.251514392794157,-0.4669184618291762,2.514492753623188,0.23220746,-0.2636606,5.8673322200775146e-08,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,1.0,3,2,2,0,1244.0,120.0,1.567699540394802,939.5399644106502,16.396976746569035,11.062881945713372,4.972764212468354,3.349758647450708,2.3128384275556466,0.7553754125614287,1.1639904575514164,13.0,7.0,105,1,4.565217391304348,3.4072093114900115,-9.0
CNP0046972.2,160.21599999999998,12,12,1,2,0.2727272727272727,0,1,9.23,0,2.7910000000000013,49.84300000000003,1,1,1,0,0,2.3936870468015936,0.2339956345327325,0.8925530516949843,0.1266749679918264,0.0014592820699841,405.3553907146415,531.7286712775833,898.9072416529201,0.4509424019871836,0.5915278536413112,165.012377494752,12.740000000000004,0.0014592820699841,5.26912037037037,0.496435185185185,1.986111111111111,0.06707706,-0.13076746,4.0046870708465576e-08,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0.5,1,2,2,0,179.0,62.0,2.05287371363878,325.5309268541539,8.55204176387779,5.825698502695488,3.1109671652539186,2.338099728112274,1.703080920131557,0.4138168503036337,1.3143204867061788,6.0,3.0,56,1,4.666666666666667,2.29772101108357,-6.2
CNP0047142.0,736.777,55,55,6,11,0.25,0,11,97.39,0,8.561600000000004,206.7699999999996,11,2,1,0,0,5.547699787889443,0.1088242286209949,0.8167297536162633,0.4619252249552777,6.127593906988264e-05,11476.307667965342,13986.31144343508,19888.91246714254,0.5770203718742674,0.7032215294094714,2083.92770861388,51.96000000000008,6.127593906988264e-05,14.88152671799768,-0.3666234061219635,2.112121212121212,0.16805297,-0.23980616,-3.0174851417541504e-07,0,1,2,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,11,6,0,0.5454545454545454,6,11,11,0,11470.0,330.0,0.8858912860932181,2656.263245811986,37.11142625940431,26.89371308385785,14.53202620776518,11.852852734883784,9.287862930888954,0.8587357820151706,1.0965146673243455,18.0,9.0,318,1,5.781818181818182,3.957777364597917,-10.9
CNP0047267.1,441.55400000000026,30,30,6,4,0.8421052631578947,3,9,137.65,0,-1.074799999999997,107.96210000000004,11,4,3,0,0,5.460458143873716,0.6539334943401345,0.9911225890925056,0.121058107040252,0.0005439344606828,1700.9343406159712,11836.669236850752,12793.677189172637,0.1329511691959433,0.9251968032199684,655.5329761307361,31.94999999999997,0.0005439344606828,12.377536405647668,-2.9137544036376064,2.4972222222222222,0.5103028,-0.33952028,1.4994293451309204e-07,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0.25,1,0,0,0,2889.0,162.0,1.20448352043595,839.2515169299319,21.302754140504845,14.30446356951057,8.933314403200523,6.68575423082184,4.8152294709952965,1.4425604721317935,1.03042646114729,17.0,9.0,141,1,4.7,3.881307668258658,-9.9
CNP0047513.1,434.6020000000004,30,30,7,3,0.6086956521739131,1,4,75.71000000000001,0,3.0684000000000013,117.32850000000008,7,3,4,0,0,4.763102404907198,0.5188373455970701,0.9793805697163144,0.3416151602422812,0.0005202853049186,1843.4190637333147,8751.585226168922,9124.752475140613,0.202024007638071,0.9591038496673367,767.061990775584,33.129999999999974,0.0005202853049186,12.735479694448538,-3.5251918290840307,2.2916666666666665,0.53227925,-0.32345572,1.955777406692505e-07,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0.3333333333333333,1,0,0,0,2659.0,154.0,1.5462185053584443,845.2138962086481,21.725403871315216,14.27569413038242,8.777269758100866,6.431221851955827,4.549296693604312,1.1054930959648086,1.1994602933016414,16.0,8.0,133,1,4.433333333333334,3.717814064669449,-9.1
CNP0047610.0,174.156,12,12,6,0,0.5,3,4,98.99,0,-0.4904000000000006,40.9783,6,1,3,0,0,2.8725362719271,0.3780091196647618,0.9584107361394102,0.1917473801621652,0.0019286274605018,399.1171657735388,1076.4817033063052,1398.4852803566414,0.2853924681078917,0.769748325868529,151.9032782911,11.720000000000004,0.0019286274605018,10.35874149659864,-1.1355092592592586,3.5138888888888893,0.21947345,-0.27251348,1.788139343261719e-07,2,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,223.0,48.0,3.6313070871302338,191.98710676103488,9.560477932315068,5.574586062669972,2.1104505314503013,1.1920977954415504,0.6212509609953072,1.4591479170272446,0.8453509366224364,7.0,4.0,36,1,3.0,2.6791891593920067,-5.3
CNP0047689.0,428.4880000000002,32,32,7,4,0.1538461538461538,1,6,73.7,0,5.845940000000005,122.44880000000002,6,0,0,0,0,5.288387988641009,0.5816725224904474,0.9859398084091012,0.1936829698240648,0.0004788780040447,1919.5845904766425,10559.92270410002,11487.581219553818,0.1671008503695436,0.9192468372824416,1543.72182945822,31.25999999999998,0.0004788780040447,10.711330834803055,0.0342970783992611,2.208333333333333,0.10600066,-0.20602724,-3.5390257835388184e-08,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,4,6,0,1.0,4,0,0,0,3262.0,166.0,1.2820841145660564,1240.1821711066243,22.50142475325412,15.546045193307767,7.3860884349431775,5.090963956595546,3.333730118011108,0.8683927290103626,0.898058793450166,16.0,8.0,146,1,4.5625,3.829375153847183,-9.7
CNP0047724.0,277.32300000000004,21,21,2,3,0.1111111111111111,0,3,38.66,0,3.647940000000002,82.96400000000004,3,0,3,0,0,4.03969828885778,0.7475210082349367,0.9956635788944544,0.1035340333733699,0.0023257097416933,410.9753948344648,4222.578812946949,4417.803865852025,0.0930270802674494,0.9558094793627908,383.001690979248,20.35999999999997,0.0023257097416933,11.935520439657344,-0.4084925359032498,2.246031746031746,0.19838458,-0.26033646,2.160668373107911e-07,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,3,6,0,0.6666666666666666,2,0,0,0,980.0,110.0,1.513626666412216,758.0427234732091,14.819626477379408,10.131030293135234,5.062121236233256,3.358769919016271,2.248224544821922,0.7228578977329688,1.402934238195389,12.0,6.0,96,1,4.571428571428571,3.301805390751702,-9.3
CNP0047817.1,404.55800000000016,30,30,7,4,0.44,2,4,58.95,0,4.212300000000003,121.40140000000004,5,2,1,0,0,4.596212723830414,0.3207704168954636,0.946033003939989,0.206325855880382,0.0003059074765931,2609.8442658877407,6429.542248302052,8053.327670477684,0.3240702940046815,0.7983708736789401,1004.695122348296,32.41999999999997,0.0003059074765931,12.92183977066237,-0.2151154782900819,2.016666666666667,0.16124272,-0.31360972,-1.983717083930969e-07,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0.75,3,3,3,0,2358.0,158.0,1.5154125496541109,1008.6654601258424,21.08721119088102,14.562881945713375,8.775605874101291,5.893834099788521,4.54744800279487,0.7703437707962479,1.1656062405705747,14.0,7.0,141,1,4.7,3.475713347266244,-8.6
CNP0047925.3,406.4720000000001,28,28,5,2,0.8947368421052632,7,9,160.07,0,-1.7334999999999985,97.97960000000003,9,10,1,0,0,4.351608986326016,0.4804304493076576,0.9750721295300868,0.2364582373399986,0.0005879514516952,1585.6664347339542,6662.405520779889,7146.242726350047,0.2218881299521483,0.9322948822062642,648.09456141528,30.919999999999963,0.0005879514516952,11.219156562316286,-1.5759493234022004,2.8035714285714293,0.16296373,-0.2385865,-3.725290298461914e-08,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,6,0,0.0,0,0,0,0,1991.0,148.0,2.1559146212117946,549.5223901184353,21.43879310982592,12.852078614542332,8.664150636842061,6.169230421346453,4.129871627830369,0.9059282160429992,0.2163969324512646,13.0,7.0,134,1,4.785714285714286,3.46122757048665,-9.4
CNP0047962.0,256.35,18,18,6,1,0.8333333333333334,4,2,96.25,0,1.066799999999999,70.22750000000002,6,0,2,0,0,4.194998851300357,0.6661860010072065,0.9917744905585448,0.177142001245935,0.0017051052701973,556.1923433257191,4120.9725637809015,4345.337569201666,0.1279974994964324,0.9483664958481038,312.61796912862,20.71999999999998,0.0017051052701973,11.540229250650878,-0.5018511794370657,2.4259259259259256,0.19496621,-0.33500952,-9.313225746154783e-10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0.0,0,0,0,0,811.0,78.0,1.9089633197272715,264.803025134135,13.217332181807452,8.681540550352056,4.733306520448413,3.1287315876570174,2.1468602381315947,1.224394445405986,0.5032583347756457,13.0,7.0,60,1,3.333333333333333,3.528826010756444,-7.1
CNP0047976.1,348.4870000000002,25,25,7,2,0.65,2,4,61.8,0,2.3617000000000004,99.25850000000008,5,3,1,0,0,3.778578373060753,0.2227387569076675,0.9127820613472774,0.3443910985397832,0.0004351867967757,1839.8696496093487,3606.7344437404654,4504.549889022239,0.4084469469620443,0.8006869792984679,705.1933144171999,28.51999999999996,0.0004351867967757,12.182955430629043,-0.9600791288737716,2.2033333333333336,0.16812867,-0.2911638,8.475035429000854e-08,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,6,0,0.5,1,0,0,0,1422.0,124.0,2.191468746409268,543.1320644402932,18.44938298937633,11.847372437654416,7.659381963277777,5.010969505402351,3.5244714599953526,0.916118213778296,0.9996551889197436,11.0,6.0,106,1,4.24,3.182770246765439,-7.194
CNP0048046.3,262.309,19,19,2,3,0.5,4,4,81.59,0,0.7617999999999994,71.26100000000004,5,4,1,0,0,3.106500563251138,0.1980316234395612,0.894954115990779,0.3673068227380937,0.0006780778965485,1047.4683501748054,1667.525704719108,2347.751031506597,0.4461581897389795,0.7102651355876626,341.8192662695999,19.619999999999987,0.0006780778965485,11.294070609725372,-0.8587906273620554,2.486842105263158,0.20631525,-0.29158318,1.1175870895385745e-07,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,6,0,0.3333333333333333,1,3,3,0,616.0,106.0,1.8530235368631705,519.1674701935315,13.62095586463014,9.048660601927535,5.662196158337176,4.38020839027737,3.3730454952215534,1.086987702339905,1.115520093581932,8.0,4.0,98,1,5.157894736842105,2.757076724063554,-9.3
CNP0048216.0,242.168,15,15,2,1,1.0,6,6,159.26,0,-2.755599999999999,49.498500000000014,9,4,1,0,0,2.687496295452237,0.2265825555211273,0.9075419050430622,0.5649366879765172,0.0016096376028308,611.1754232240467,1431.6945075121018,1455.312862699082,0.4199615346562223,0.9837709431474572,219.66217188305603,15.660000000000007,0.0016096376028308,10.572286470143611,-4.79304012345679,3.431481481481481,0.54246944,-0.40341184,-1.2479722499847412e-07,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0.0,0,0,0,0,342.0,76.0,2.734422957796894,256.3477340423012,11.800964908321223,6.721032672076698,3.605198277662831,2.3539058628727623,1.5656718976351731,1.70558726169826,0.3533593350214213,6.0,3.0,63,1,4.2,2.528725559541129,-7.5
