identifier,Score,BalabanIndex_div_PathComplexityIndex,SSSR_count_div_PMI_Ratio1,Max_EState_div_BalabanIndex,BalabanIndex_div_ZagrebIndex,Largest_ring_size_div_BalabanIndex,TotalPathCount_div_Largest_ring_size,RingCount_div_AtomInformationContent,Fused_ring_count_div_PMI_Ratio1,PMI2_div_Largest_ring_size,SSSR_count_div_SpherocityIndex,SSSR_count_div_partial_charge_max,BalabanIndex_div_partial_charge_max,SSSR_count_div_FractionCSP3,ZagrebIndex_div_Chi0,TPSA_div_BalabanIndex,MolarRefractivity_div_TotalPathCount,GraphDistanceDistributionEntropy_div_TotalPathCount,PMI2_div_Fused_ring_count,RingCount_div_BondInformationContent,Fused_ring_count_cube,AtomInformationContent_div_BalabanIndex,TotalPathCount_div_RadiusOfGyration,GraphDistanceDistributionEntropy_div_BertzCTIndex,Fused_ring_count_div_InertialShapeFactor,StereocenterCount_div_BalabanIndex,BalabanIndex_div_Asphericity,RadiusOfGyration_div_Largest_ring_size,ZagrebIndex_div_CovalentRadiusSum,MolarRefractivity_div_BertzCTIndex,PMI1_div_Largest_ring_size,BalabanIndex_div_HBA,RingCount_div_Fused_ring_count,Fused_ring_count_div_FractionCSP3,Largest_ring_size_div_PMI_Ratio1,Chi4_div_FractionCSP3,PMI1_div_WienerIndex,SSSR_count_div_DoubleBondCount,SSSR_count_div_RingCount,Chi4_div_RadiusOfGyration,Fused_ring_count_div_Bridged_ring_count,HBD_div_BalabanIndex,BalabanIndex_div_TopologicalRadius,TopologicalDiameter_div_BertzCTIndex,HeteroatomCount_div_Largest_ring_size,WienerIndex_div_RingCount,Chi2_div_Chi4,Chi4_div_Bridged_ring_count,Fused_ring_count_div_BondInformationContent,TotalPathCount_div_FractionCSP3,StereocenterCount_div_PMI_Ratio1,partial_charge_max_div_BertzCTIndex,PMI1_div_Bridged_ring_count,Fused_ring_count_div_DoubleBondCount,SSSR_count_div_Min_EState,Asphericity_div_Largest_ring_size,PathComplexityIndex_div_Largest_ring_size,WienerIndex_div_RotatableBonds,SSSR_count_div_RotatableBonds,Bridged_ring_count_div_Fused_ring_count,RotatableBonds_div_WienerIndex,StereocenterCount_div_Fused_ring_count,BondInformationContent_div_BalabanIndex,Avg_EState_div_PathComplexityIndex,SSSR_count_div_Asphericity,BertzCTIndex_div_PMI_Ratio1,Max_EState_div_Largest_ring_size,BalabanIndex_div_BondInformationContent,WienerIndex_div_PMI3,SSSR_count_div_ZagrebIndex,TPSA_div_Fused_ring_count,RotatableBonds_div_BertzCTIndex,Asphericity_div_Bridged_ring_count,RotatableBonds_div_Chi4,HBD_div_Fused_ring_count,Min_EState_div_BalabanIndex,Fused_ring_count_div_Min_EState,BertzCTIndex_div_Max_EState,LogP_div_Chi4,TotalPathCount_log,FractionCSP3_div_Chi3
CNP0000043.1,-7.1,0.6093828139660252,4.582195203188206,5.416374745640392,0.0134791466052155,2.7477286301423596,21.5,1.3085502525608568,0.0,2629.420895951569,3.0580706875509227,4.323223561499239,9.440284999196416,1.5555555555555554,6.016919916630103,53.21434447042371,1.0570178294573649,0.0335548551496956,0.0,0.8911753063881112,0,0.3499711003029249,21.847561451632934,0.0050253349879029,0.0,0.4579547716903933,4.422038671472057,0.9840915219576162,4.092976250631627,0.158304026571175,583.6976731150947,0.3119459642921319,0.0,0.0,27.49317121912924,6.573462672305062,0.6124844418836252,0.25,1.0,0.7156850316438543,0.0,0.4579547716903933,0.1985110681859021,0.0255412777102602,1.3333333333333333,5718.0,2.1997707530054957,0.0,0.0,200.66666666666663,4.582195203188206,0.0002685420154967,0.0,0.0,-0.8434408450202615,0.0823007181481,0.5972222222222222,317.6666666666667,0.0555555555555555,0.0,0.0031479538300104,0.0,0.5138773128111696,0.7028423772609819,2.025093710200076,3946.8775060397456,1.9712189501624,1.945989782132028,0.3563127411448254,0.0061728395061728,0.0,0.0208974090356674,0.0,4.259551076172989,0.0,-0.5429601546975024,-0.0,72.82725580951752,1.5170391157790115,4.859812404361672,0.1106390440222507
CNP0000196.0,-8.7,0.3135668123355405,9.700235306413568,10.191314049230431,0.0065672061666394,4.229770936518705,31.666666666666668,5.2833294464339104,0.0,1355.1969090298858,11.329573357022849,30.998184312352087,8.794287381774394,165.00000000000003,7.396690557278419,76.81968982540721,0.8743978947368405,0.0187866146462891,0.0,4.459597320098456,0,0.6671567899565165,41.64510256307341,0.0024173707665821,0.0,0.0,10.736755081056726,0.7603935329179716,5.3175775480058975,0.1125132946459496,857.4262458639055,0.2026452188563017,0.0,0.0,11.64028236769628,135.5964067397311,0.9217985083647076,2.5,1.0,0.9006261987018053,0.0,3.524809113765587,0.2026452188563017,0.0094813280539709,1.5,1116.2,2.2473490989476113,0.0,0.0,6270.000000000001,0.0,0.0001092382881714,0.0,0.0,-1.767853478620022,0.0220196344439431,0.753968253968254,507.3636363636364,0.4545454545454545,0.0,0.0019709729439168,0.0,0.7903873064682371,0.5100877192982453,37.84501216197772,2864.647094093807,2.409424576929537,1.2652025049192597,0.5591801340806648,0.0231481481481481,0.0,0.0074496148995486,0.0,2.677062089829239,0.0,-1.9938355505101228,-0.0,102.13962896477464,1.3171875589802546,5.247024072160486,0.0048524474280006
CNP0000210.0,-9.0,0.3445662297008239,22.32935632577858,7.250817857045006,0.0160015276950847,3.6761195888711256,15.0,3.1479079645897943,22.32935632577858,467.6679575561753,49.0857224757482,16.912638442630133,9.201353782847807,22.500000000000004,7.608866705315654,38.48897209548068,0.8250522222222224,0.0339809998436091,935.3359151123506,2.932445070733929,27,0.5838988353889443,25.48069968707459,0.0036000705131101,1358.5128244333357,0.0,2.5093672625293992,0.5886808519472855,5.71108622620381,0.0874090283001727,68.86316059925099,0.5440519416328798,1.0,22.500000000000004,44.65871265155716,16.25353006745156,0.5988100921673999,1.5,1.0,0.6135575088941783,1.0,0.6126865981451876,0.3264311649797279,0.0117715145708181,0.6666666666666666,230.0,2.1262709221328335,0.722379114108958,2.932445070733929,675.0000000000001,0.0,0.0002088056445612,137.72632119850198,1.5,-10.220211569194529,0.1084042080561146,0.7894736842105262,345.0,1.5,1.0,0.0028985507246376,0.0,0.6268010994577762,0.5185185185185186,4.612367074728118,6322.9916001728525,1.9724107667758464,1.595402434464562,0.2243654286132267,0.0294117647058823,20.94,0.0023543029141636,0.2168084161122293,0.922876442086768,0.3333333333333333,-0.1798455718838336,-10.220211569194529,71.78257618382085,1.0187633044195834,4.499809670330265,0.0437714127962258
CNP0000212.0,-8.9,0.3424088859175527,22.735583321412435,7.391212259589382,0.0151822807906839,3.728278666775714,15.666666666666666,2.8462572161078965,22.735583321412435,564.1839646493128,27.67074574591784,13.468702775360894,7.225158835570025,22.500000000000004,7.511061262050579,44.770412990198366,0.8041457446808513,0.0335638350836718,1128.3679292986255,2.7377377172503308,27,0.6549440868654054,25.10177282136705,0.003635855368243,1563.4726549710986,0.0,2.4526293109776596,0.6241259044991013,5.723542116630673,0.0871103559935562,80.41310618470776,0.4023304409531244,1.0,22.500000000000004,45.47116664282487,16.051650673993475,0.5956526384052426,1.5,1.0,0.5715246647184785,1.0,0.6213797777959524,0.2682202939687496,0.0126765143389789,0.8333333333333334,270.0,2.094195193530949,0.7134066966219321,2.7377377172503308,705.0000000000001,0.0,0.0002566862778858,160.82621236941552,1.5,-6.208551836513,0.1093603068218378,0.7833333333333333,405.0,1.5,1.0,0.0024691358024691,0.0,0.6809050120623391,0.5336879432624113,4.5720427688134135,6576.240383013692,1.98247312505249,1.4686336306604344,0.2215246625382389,0.0283018867924528,24.016666666666666,0.0023048207889052,0.2187206136436757,0.9344833316303516,0.3333333333333333,-0.3002534862356631,-6.208551836513,72.9515080687592,0.837203616807632,4.543294782270004,0.0420717233078813
CNP0000225.0,-9.6,0.2420278480986286,107.6768243421724,12.143317234228434,0.0049393438387475,5.784458321628704,30.0,3.2756452136371657,53.8384121710862,8085.357583334981,78.07199920501098,18.432355788704378,4.779796507423307,11.272727272727272,7.023701250721689,92.67666307636122,0.9294133333333312,0.025150056213855,24256.072750004943,3.048936209202405,8,1.177265941896851,19.998397084362207,0.0032546248174781,3735.825861029431,0.0,1.1616740518402395,1.5001202283086263,4.8951048951048834,0.120273755042159,305.78852303965147,0.1481803151624256,2.0,5.636363636363636,161.5152365132586,13.106443833717648,0.2126238426512816,1.0,1.0,0.5167000985047198,1.0,1.9281527738762347,0.0740901575812128,0.0194112378306643,1.8333333333333333,2157.25,2.086063394230709,2.32533680920797,1.5244681046012023,507.27272727272725,0.0,0.0001560158110467,917.3655691189545,0.5,-10.61957038787759,0.1488171609603434,0.7142857142857143,663.7692307692307,0.3076923076923077,1.0,0.0015065476880287,0.0,1.2648036177710882,0.5327160493827161,4.479770090791606,37443.18474948008,2.0993006706994985,0.7906365746820516,0.174713228880613,0.019047619047619,48.065,0.0093461515480976,0.4464514828810303,2.79529398677259,1.0,-0.3631319730367345,-5.309785193938795,110.42938119671574,1.137168598341964,5.19295685089021,0.0521569218413345
CNP0000263.1,-7.9,0.3144254324573337,10.589355338241122,4.400691761464351,0.0082431785275313,3.9993108067387504,27.833333333333332,6.051782056729877,5.294677669120561,1138.0727714374527,45.78670037008496,52.430281161315,19.664743637692947,12.88888888888889,7.29487614608133,36.91363874619867,0.8229999999999995,0.0216652626162619,3414.218314312358,3.4820877613486423,8,0.4405656349649188,35.368229381527165,0.0029752217797351,12122.718074123022,0.6665518011231251,5.2982195393669365,0.7869586298224669,5.066815144766144,0.1130199789447334,659.0063977965444,0.2500430820017844,2.0,6.444444444444445,15.884033007361682,14.914936052980428,1.0916726633846678,4.0,1.0,0.980308469088084,1.0,0.0,0.1875323115013383,0.0123347449754513,1.0,905.5,1.781170857798991,2.314386628910756,1.7410438806743211,538.1111111111111,2.6473388345602804,6.273598489137908e-05,1977.0191933896333,2.0,-71.95844643912795,0.0471937940932627,0.7952380952380952,452.75,0.5,1.0,0.0022087244616234,0.5,0.7656921327737747,0.441117764471058,14.126151106843064,3219.3679397049136,1.100362530976408,1.3060079334724628,0.3460174763058852,0.0219780219780219,27.690000000000005,0.006578530653574,0.1415813822797881,1.72831969820123,0.0,-0.0370520395649165,-35.97922321956398,184.19338973651193,1.3555902720871538,5.117993812416755,0.0483802977960672
CNP0000285.1,-8.1,0.3628131989011615,30.220582521253753,8.681284589646829,0.0077212756341949,3.8091846605795783,29.666666666666668,3.66691947783696,20.14705501416917,4162.23845343696,39.84415641649892,15.449200171733308,8.111552234058752,7.071428571428572,6.801589625625694,84.53850490046283,0.8800623595505604,0.0235017451026902,12486.71536031088,2.4368054833096333,8,0.5193984601519718,25.69177203250317,0.0032538311067071,5587.364581321211,1.269728220193193,2.152069780230031,1.1547146934487345,4.730983302411863,0.1218451765532878,438.6171134454141,0.1968925286719718,1.5,4.714285714285714,60.44116504250751,11.524296413564109,0.3975381692858737,0.375,1.0,0.7056714926952606,1.0,2.539456440386386,0.1312616857813145,0.0178896864479446,1.3333333333333333,2206.6666666666665,2.2132411105985863,2.444547724089356,1.624536988873089,419.5714285714286,20.14705501416917,0.0001510393636458,1315.8513403362422,0.25,-1.727352689721669,0.1219864587915771,0.7235772357723578,441.3333333333333,0.2,1.0,0.0022658610271903,1.0,0.7815939119207005,0.571629213483146,4.098815597674549,12951.10081091244,2.2790400999687805,1.2794367826414936,0.249712101710361,0.0147058823529411,66.58000000000003,0.0116671868138769,0.3659593763747314,3.068052190633302,2.0,-1.1026076733621084,-1.151568459814446,94.02035575868264,1.1481060370975242,5.181783550292085,0.0560174390859929
CNP0000292.1,-10.6,0.3645094359381405,45.026024685103415,7.272125743673569,0.0070113203826397,3.9988734856549386,29.5,5.478623662276227,0.0,9200.015234357032,26.70017179536514,12.80778549418392,9.608545161627877,4.0,6.600034184635709,40.4486053073997,1.040798870056494,0.0257601705467247,0.0,2.2732010751967224,0,0.2433015864422117,17.95616887388148,0.0035050496292551,0.0,2.6659156571032923,1.7183130359311212,1.6428894274273529,4.302372336147957,0.1416159759891216,414.4020891133107,0.5001408539616348,0.0,0.0,135.07807405531025,13.040672722836817,0.2583017384874158,0.2222222222222222,1.0,0.6614704001137789,0.0,1.9994367428274693,0.107173040134636,0.0207556307340314,0.5,4813.0,2.1901880334578423,0.0,0.0,354.0,90.05204937020683,0.0001200405900883,0.0,0.0,-2.1871904374719673,0.1455325204148899,0.686046511627907,1203.25,0.25,0.0,0.0008310824849366,0.0,0.5863792002809484,0.5127118644067795,2.290438813146734,29286.09306255621,1.8185435897786435,1.7053810904630926,0.1719646029802889,0.0093457943925233,0.0,0.006149816513787,0.0,1.2269305686953411,0.0,-0.6094383944419245,-0.0,119.22102816775909,1.387244384127497,5.176149732573829,0.0588028418917427
CNP0000314.0,-6.1,0.4279930721381138,8.024339432064078,3.352876421694899,0.0386839892124833,2.4856238488148787,9.4,1.543850950836701,8.024339432064078,92.54953528486186,2675563.825057263,13.57050412930085,13.648992118991712,0.0,7.455526891705896,32.38270750236024,0.7526042553191491,0.044876009355253,231.37383821215465,2.3098512613710054,8,0.6440061710536957,22.006214694504266,0.00586553833458,409.2551502896053,0.0,4.5859283164183084,0.4271520627465075,5.842696629213484,0.098369466754418,30.72518809047681,0.670522479683045,1.0,0.0,20.060848580160194,0.0,1.4224624115961486,2.0,1.0,0.432423929287727,1.0,0.9942495395259514,0.670522479683045,0.0139048335360928,0.8,54.0,2.149148315833534,0.4617769334405063,2.3098512613710054,0.0,0.0,0.0004098545906211,76.81297022619202,2.0,3.2542372881355925,0.0877278186772969,0.94,108.0,2.0,1.0,0.0092592592592592,0.0,0.4304387716011711,0.5319148936170213,4.559557116897925,1442.7248286064105,1.3489074074074074,2.323210793210244,0.1752184787384151,0.0384615384615384,32.57,0.0027809667072185,0.2193195466932423,1.082773875851073,1.0,0.3055245980834956,3.2542372881355925,53.31532567517672,2.623961727521215,3.8501476017100584,0.0
CNP0000330.0,-5.778,0.4210424392484154,13.30031283608842,3.5608324981487445,0.0372460619335136,2.5815842309849084,9.2,1.543850950836701,13.30031283608842,113.71562210555028,4077822.083578093,12.472883172427943,12.078710257373023,0.0,7.455526891705896,33.906527289755786,0.7879434782608695,0.0487403254445523,284.2890552638757,2.3098512613710054,8,0.6688687737856559,20.67029002144897,0.0067717962133711,236.88129402342472,0.0,3.1404857933321932,0.4450832567154801,5.842696629213483,0.1094738825350584,20.126095030622295,0.6455984068475703,1.0,0.0,33.25078209022105,0.0,0.8984863852956382,2.0,1.0,0.3852922587524585,1.0,1.0326336923939634,0.6455984068475703,0.0181221146741476,0.8,56.0,2.3083698901997263,0.4287178332820192,2.3098512613710054,0.0,0.0,0.0004843070209088,50.31523757655574,2.0,3.2071269487750547,0.1233436702471235,0.92,112.0,2.0,1.0,0.0089285714285714,0.0,0.4470563579843,0.5434782608695653,3.2429714406794083,2201.7815925856876,1.37932067271353,2.2368544415939575,0.1673619159116212,0.0384615384615384,32.835,0.0030203524456912,0.3083591756178088,1.1662682566113127,1.0,0.3219809221422845,3.2071269487750547,48.00728289043549,1.345372072779112,3.828641396489095,0.0
