identifier,Score,BalabanIndex_cuberoot,RingCount_log,PathComplexityIndex_log,Fused_ring_count_sqrt,StereocenterCount_log,BertzCTIndex_cuberoot,TotalPathCount_cuberoot,Largest_ring_size_cuberoot,Ester_log,HBD
CNP0494869.2,-6.408,1.619056481199445,,1.1251390430015382,0.0,0.0,9.819291874953215,5.758965220492401,0.0,1.0986122886681098,0
CNP0494893.1,-10.9,1.1073302144306922,1.6094379124341005,1.6739764335716716,1.7320508075688772,2.0794415416798357,10.38502543344822,5.768998281229633,1.8171205928321397,,2
CNP0494908.1,-6.3,1.6214422218027638,,1.1292492581299995,0.0,0.6931471805599453,10.527799320405263,6.144633651371694,0.0,1.0986122886681098,0
CNP0494921.1,-6.2,1.622802107334422,,1.1134273744532504,0.0,0.0,11.04203747305526,5.886765316883336,0.0,1.0986122886681098,0
CNP0494949.1,-9.1,1.1216844395023833,1.3862943611198906,1.5564453822935902,0.0,1.0986122886681098,10.09273628697752,5.277632087904077,1.8171205928321397,,2
CNP0495026.0,-8.8,1.1128531219988065,1.3862943611198906,1.493925025312256,1.4142135623730951,,10.222121045432406,5.277632087904077,1.8171205928321397,,0
CNP0495030.1,-5.2,1.6206109788052483,,1.1373983137032662,0.0,0.6931471805599453,9.710714650490242,5.687733959703131,0.0,1.0986122886681098,0
CNP0495180.2,-6.2,1.6144912262630464,,1.1295745142720766,0.0,0.0,9.317339051411311,5.473703674798428,0.0,1.0986122886681098,0
CNP0495190.1,-9.383,1.0141584908351169,2.302585092994046,1.5764678931965306,2.6457513110645907,1.9459101490553132,14.394158054215918,7.100588458797541,2.5198420997897464,0.6931471805599453,4
CNP0495197.7,-8.6,1.2788121881320154,0.6931471805599453,1.488077055429833,0.0,2.302585092994046,8.03397115324847,4.986630952238646,1.8171205928321397,,7
CNP0495359.1,-9.5,1.1342665906187614,1.0986122886681098,1.492516574375198,0.0,0.6931471805599453,9.673070055603922,5.052774347208561,1.8171205928321397,,3
CNP0495429.0,-6.4,1.6788307467462142,,1.3029127521808397,0.0,,7.704126990978128,4.514357435474001,0.0,,4
CNP0495609.1,-6.5,1.6215605344912285,,1.1125985306428496,0.0,0.0,11.098529338023932,6.0,0.0,1.0986122886681098,0
CNP0495619.0,-9.455,1.1377020381980472,1.0986122886681098,1.414732296440424,1.7320508075688772,,8.977631408718304,4.7474593985234,2.7144176165949068,,2
CNP0495699.2,-6.2,1.6233589987983947,,1.132845460310352,0.0,0.6931471805599453,10.132239962882224,5.924992136814741,0.0,1.0986122886681098,0
CNP0495757.5,-10.1,1.1170238684661309,1.3862943611198906,1.56754697072494,1.4142135623730951,1.9459101490553132,10.83136425916023,5.718479064871316,1.8171205928321397,,8
CNP0495933.1,-10.1,1.126478206946958,1.3862943611198906,1.5960148921019597,1.7320508075688772,0.6931471805599453,10.699217093070947,5.289572472694208,1.8171205928321397,,1
CNP0495988.0,-9.5,1.0854160365853556,1.0986122886681098,1.4816045409242156,1.4142135623730951,,9.727841628067418,4.791419857062784,1.8171205928321397,,2
CNP0496068.1,-9.8,1.1032231739645162,1.9459101490553132,1.8813716279177424,2.6457513110645907,2.302585092994046,9.797950410950392,5.94392195276313,1.9129311827723892,,1
CNP0496072.1,-6.7,1.4950227915509295,,1.1051269696893034,0.0,0.0,8.911696450223127,5.360108410965363,0.0,0.6931471805599453,1
CNP0496111.1,-6.4,1.612057801020357,,1.1134273744532504,0.0,0.0,11.282487619582618,5.886765316883336,0.0,1.0986122886681098,0
CNP0496115.1,-6.7,1.6238686375712232,,1.1234582872546406,0.0,0.0,9.267338888187782,5.462555571281398,0.0,1.0986122886681098,0
CNP0496130.1,-10.4,1.0724859061546743,1.791759469228055,1.6486586255873816,1.7320508075688772,1.9459101490553132,11.02560470605542,5.924992136814741,1.8171205928321397,,2
CNP0496153.0,-7.9,1.2396956868676026,0.6931471805599453,1.4712875739532831,1.4142135623730951,,9.22856595880601,5.129927840030091,1.8171205928321397,0.0,1
CNP0496302.1,-8.787,0.9577975175066528,2.3978952727983707,1.6169099272728014,3.0,2.70805020110221,14.364245843973537,7.386437295302746,2.2239800905693157,,8
CNP0496420.2,-6.8,1.623773147446248,,1.126469243171076,0.0,0.0,9.656522677331308,5.667051108097064,0.0,1.0986122886681098,0
CNP0496483.3,-9.8,1.063582629392297,1.791759469228055,1.637608789400797,1.7320508075688772,2.1972245773362196,10.74382531985425,6.0,1.8171205928321397,,2
CNP0496483.4,-10.3,1.063582629392297,1.791759469228055,1.637608789400797,1.7320508075688772,2.1972245773362196,10.74382531985425,6.0,1.8171205928321397,,2
CNP0496498.1,-6.8,1.6227151778291922,,1.1138797607988982,0.0,0.0,10.57105792279459,5.8284766832514565,0.0,1.0986122886681098,0
CNP0496580.1,-5.6,1.6212789214608132,,1.1295745142720766,0.0,0.0,9.317339051411311,5.473703674798428,0.0,1.0986122886681098,0
CNP0496607.1,-10.6,0.98691995693209,2.5649493574615367,1.652923024373839,3.1622776601683795,2.70805020110221,15.370978108606051,7.774980097342587,2.4662120743304703,,12
CNP0496638.0,-8.9,0.9420626261063224,2.0794415416798357,1.5478387899720871,2.6457513110645907,,14.68554511803326,7.126935967201603,1.8171205928321397,0.0,4
CNP0496654.1,-5.8,1.6143824372276676,,1.1234582872546406,0.0,0.0,9.267338888187782,5.462555571281398,0.0,1.0986122886681098,0
CNP0496654.2,-6.2,1.6143824372276676,,1.1234582872546406,0.0,0.0,9.267338888187782,5.462555571281398,0.0,1.0986122886681098,0
CNP0496665.1,-10.0,1.047767827335581,1.9459101490553132,1.6770965609079151,2.23606797749979,1.0986122886681098,11.663103049605166,5.981424029720886,1.8171205928321397,,1
CNP0496729.1,-7.6,1.329005042957993,0.6931471805599453,1.5459245067117746,0.0,2.3978952727983707,9.687819271120771,5.677411370845433,1.709975946676697,0.0,2
CNP0496784.1,-8.556,1.1184591510161206,1.3862943611198906,1.575536360758419,0.0,1.0986122886681098,8.802153813518874,4.876998961073314,1.8171205928321397,,2
CNP0496816.1,-9.1,1.1393044971616937,1.0986122886681098,1.499953679592412,1.4142135623730951,0.6931471805599453,9.968252021145824,4.946087443248701,1.8171205928321397,0.0,0
CNP0496816.2,-8.9,1.1393044971616937,1.0986122886681098,1.499953679592412,1.4142135623730951,0.6931471805599453,9.968252021145824,4.946087443248701,1.8171205928321397,0.0,0
CNP0496841.1,-5.274,1.6233063405005996,,1.1247234326717954,0.0,0.0,9.872614556554195,5.788960372062404,0.0,1.0986122886681098,0
CNP0496841.2,-5.7,1.6233063405005996,,1.1247234326717954,0.0,0.0,9.872614556554195,5.788960372062404,0.0,1.0986122886681098,0
CNP0496853.2,-6.7,1.632605263704799,,1.1402849850686776,0.0,0.6931471805599453,8.965809122813386,5.277632087904077,0.0,1.0986122886681098,0
CNP0496871.1,-9.5,1.0657401021860706,1.9459101490553132,1.553348445783057,1.7320508075688772,2.302585092994046,13.218768975576127,6.782422886028334,2.2894284851066637,,7
CNP0496917.1,-7.062,1.1953911317284862,0.6931471805599453,1.4321038971511848,0.0,0.0,7.209009193319001,4.0615481004456795,1.709975946676697,,2
CNP0496930.1,-8.2,1.2844722389919876,0.6931471805599453,1.5314763709643886,0.0,2.302585092994046,7.349280030895033,4.805895533705333,1.8171205928321397,,7
CNP0496986.1,-6.0,1.619143018420352,,1.1585104302491789,0.0,1.0986122886681098,9.640120995964011,5.5612977665212355,0.0,,2
CNP0496989.0,-5.8,1.6226633447014875,,1.1130010261202097,0.0,,11.057777841155712,5.94392195276313,0.0,1.0986122886681098,0
CNP0497041.1,-7.8,1.2734311615127976,0.6931471805599453,1.4894785973551214,1.4142135623730951,1.0986122886681098,8.326716740044828,4.67232872835526,1.8171205928321397,,2
CNP0497042.1,-9.6,1.2493256597007605,1.0986122886681098,1.4575573811413811,1.4142135623730951,1.791759469228055,11.11241192434202,5.738793548317167,2.4662120743304703,,7
CNP0497056.2,-11.8,1.071348931251598,1.6094379124341005,1.6787726058351644,2.0,1.791759469228055,10.911320425461309,5.934472140399942,1.8171205928321397,,3
CNP0497063.1,-6.7,1.6194438391693142,,1.1138797607988982,0.0,0.0,11.074663694992037,5.8284766832514565,0.0,1.0986122886681098,0
CNP0497108.2,-9.1,1.1319452596522368,1.0986122886681098,1.5339303599259553,1.4142135623730951,0.6931471805599453,8.696806054757815,4.67232872835526,1.8171205928321397,,2
CNP0497121.1,-7.1,1.621945006039896,,1.1134273744532504,0.0,0.0,11.282487619582618,5.886765316883336,0.0,1.0986122886681098,0
CNP0497154.1,-6.816,1.628793984384309,,1.1451323043030026,0.0,1.0986122886681098,9.55228388863582,5.6040786613107745,0.0,1.0986122886681098,0
CNP0497168.1,-10.8,0.9132116037095585,2.995732273553991,1.7352472589647128,4.47213595499958,2.4849066497880004,16.02857823570258,8.020779314116801,2.6207413942088964,,2
CNP0497186.1,-8.4,1.2588425420713152,1.0986122886681098,1.7650912221458936,1.7320508075688772,1.791759469228055,7.980551527608934,4.805895533705333,1.8171205928321397,,2
CNP0497292.1,-6.162,1.6196336843182884,,1.1289176381634387,0.0,0.0,10.02283299622259,5.857766002650653,0.0,1.0986122886681098,0
CNP0497332.2,-5.6,1.6227693679116544,,1.1280261738744028,0.0,0.6931471805599453,10.08806130548019,5.915481699700717,0.0,1.0986122886681098,0
CNP0497378.2,-5.3,1.6136372434051856,,1.114612630014551,0.0,0.0,9.726427054305622,5.738793548317167,0.0,1.0986122886681098,0
CNP0497382.1,-5.9,1.6254826157025828,,1.1536720658511372,0.0,0.6931471805599453,9.585888725873566,5.5178483527622415,0.0,0.6931471805599453,0
CNP0497445.2,-10.9,1.0690901036928475,1.791759469228055,1.6447060512715583,1.7320508075688772,1.6094379124341005,10.988391651464632,5.8674643084426155,1.8171205928321397,,2
CNP0497517.4,-8.2,1.1762239635884375,1.6094379124341005,1.8115620965242347,2.23606797749979,1.791759469228055,9.23692145488554,5.348481241239363,1.8171205928321397,,2
CNP0497518.1,-6.4,1.6183647449293512,,1.1141164752040749,0.0,0.0,10.653117930782036,5.798889997648997,0.0,1.0986122886681098,0
CNP0497598.0,-11.2,1.1003653823647106,1.6094379124341005,1.6264354888026713,1.4142135623730951,0.0,11.413741301669225,5.625226328341856,1.8171205928321397,,3
CNP0497658.2,-6.8,1.618713664334858,,1.1308731508863312,0.0,0.0,9.811859936489617,5.738793548317167,0.0,1.0986122886681098,0
CNP0497710.2,-6.219,1.6311925141438606,,1.1451323043030026,0.0,1.0986122886681098,9.55228388863582,5.6040786613107745,0.0,1.0986122886681098,0
CNP0497724.0,-10.6,1.1934545458421837,0.6931471805599453,1.4619317753255106,0.0,1.6094379124341005,9.98762684044116,5.325074021614987,1.8171205928321397,0.0,4
CNP0497757.2,-6.7,1.6218836088591448,,1.1225655296906023,0.0,0.0,9.383433088509635,5.528774813678872,0.0,1.0986122886681098,0
CNP0497766.1,-6.4,1.623588331229997,,1.127599825541362,0.0,0.0,10.176583653080796,5.94392195276313,0.0,1.0986122886681098,0
CNP0497766.2,-6.3,1.623588331229997,,1.127599825541362,0.0,0.0,10.176583653080796,5.94392195276313,0.0,1.0986122886681098,0
CNP0497776.1,-8.3,1.250973295923372,1.0986122886681098,1.6094379124341005,1.7320508075688772,1.3862943611198906,9.272020765507108,5.065797019100886,1.9129311827723892,0.6931471805599453,1
CNP0497782.1,-8.7,1.0910239206081698,1.6094379124341005,1.624144059823796,0.0,1.3862943611198906,8.765448251790927,5.1551367354757724,1.709975946676697,,3
CNP0497849.1,-6.9,1.6199989574381386,,1.114612630014551,0.0,0.0,10.291534753662752,5.738793548317167,0.0,1.0986122886681098,0
CNP0497897.1,-5.6,1.6196663063308108,,1.11365016603265,0.0,0.0,9.939946507747042,5.857766002650653,0.0,1.0986122886681098,0
CNP0497905.1,-7.7,1.7224389355152467,,1.318853080324358,0.0,2.0794415416798357,9.851638795365275,5.5612977665212355,0.0,,7
CNP0497914.1,-6.4,1.604063218239574,,1.119231575870845,0.0,0.0,8.913756334948518,5.277632087904077,0.0,1.0986122886681098,0
CNP0497922.0,-6.8,1.2350003072026796,0.6931471805599453,1.4799798451972137,1.4142135623730951,,8.978761151273211,4.973189833268591,1.8171205928321397,0.0,1
CNP0497939.1,-10.6,1.077221031157162,1.791759469228055,1.6687544895905198,1.7320508075688772,1.6094379124341005,10.205923845194272,5.758965220492401,1.8171205928321397,,2
CNP0498185.3,-8.2,1.2718636235272016,0.6931471805599453,1.3705460041517514,0.0,1.6094379124341005,11.13184600237471,5.738793548317167,1.8171205928321397,1.0986122886681098,4
CNP0498354.0,-8.563,1.1830602565316344,1.0986122886681098,1.55814461804655,1.4142135623730951,,9.254730054140738,4.562902635386966,1.8171205928321397,,0
CNP0498371.1,-9.9,1.0488312991119335,1.9459101490553132,1.6171007851796697,2.449489742783178,2.5649493574615367,11.634917027782222,6.398827910357771,2.6207413942088964,,8
CNP0498511.1,-6.809,1.368794218247997,0.0,1.4000876832522264,0.0,0.0,7.607937021795081,4.179339196381232,1.8171205928321397,,0
CNP0498576.1,-9.3,1.2273589500354662,1.3862943611198906,1.4738137391364472,1.7320508075688772,2.3978952727983707,13.496613404894273,7.100588458797541,3.107232505953859,0.6931471805599453,5
CNP0498593.0,-5.6,1.6230476139497896,,1.11487280953989,0.0,,9.65708616025861,5.708267473384861,0.0,1.0986122886681098,0
CNP0498637.1,-9.1,0.9649090412597402,2.6390573296152584,1.723969726019379,3.7416573867739418,2.6390573296152584,15.726732020745436,7.931710391518468,2.154434690031884,0.0,9
CNP0498746.1,-7.3,1.6211812120773663,,1.1130010261202097,0.0,0.0,11.009271788351846,5.94392195276313,0.0,1.0986122886681098,0
CNP0498747.1,-9.8,1.187376312472002,1.6094379124341005,1.7976942047478697,2.23606797749979,2.1972245773362196,9.336422546779929,5.528774813678872,1.8171205928321397,0.0,0
CNP0498756.0,-5.8,1.615094889956263,,1.1416958748044217,0.0,0.6931471805599453,9.800199557760417,5.495864660095013,0.0,0.6931471805599453,1
CNP0498772.1,-8.9,0.9161507203838118,2.6390573296152584,1.6718189354316504,3.4641016151377544,2.302585092994046,15.589030517914706,7.736187676690784,2.4662120743304703,,2
CNP0498774.1,-11.1,1.113721929249568,1.9459101490553132,1.7562527807711452,2.449489742783178,2.3978952727983707,11.395098515187213,6.291194551556288,2.0,0.0,6
CNP0498793.1,-9.2,1.1611913710469592,1.3862943611198906,1.6739764335716716,2.0,1.9459101490553132,9.55630313277967,5.4288352331898135,2.0,,2
CNP0498847.1,-10.4,1.0608364524087055,1.791759469228055,1.634130525024472,1.7320508075688772,1.6094379124341005,10.934196241266928,5.896368539970367,1.8171205928321397,,2
CNP0498968.0,-10.7,1.1788756838407628,1.0986122886681098,1.540445040947149,0.0,2.0794415416798357,10.39658723007005,5.5178483527622415,1.8171205928321397,,9
CNP0498981.1,-9.1,0.9635858794116012,2.5649493574615367,1.6975451799443673,2.8284271247461903,2.6390573296152584,13.687921710842076,7.459035925891642,2.3513346877207577,0.0,3
CNP0499029.2,-7.177,1.620858514803396,,1.1138797607988982,0.0,0.0,10.30545678768425,5.8284766832514565,0.0,1.0986122886681098,0
CNP0499067.1,-6.4,1.6091206048661817,,1.1263918527751853,0.0,0.6931471805599453,10.29009538851002,6.027650160149741,0.0,1.0986122886681098,0
CNP0499125.1,-8.783,1.0805048841406757,1.791759469228055,1.5971174280460598,2.23606797749979,1.9459101490553132,12.092384002138465,6.231679684369752,1.8171205928321397,,7
CNP0499156.0,-9.7,1.060281198978516,1.3862943611198906,1.5353299402803786,1.4142135623730951,,10.246252523048527,5.065797019100886,1.8171205928321397,,0
CNP0499160.1,-10.1,0.9620173977341848,2.302585092994046,1.7145574352000506,2.449489742783178,3.295836866004329,13.71637895998951,7.725032379779305,1.8171205928321397,1.0986122886681098,12
CNP0499221.1,-8.5,1.0232089278252388,2.302585092994046,1.7232557148944103,2.8284271247461903,2.9444389791664403,13.078141333742096,7.422914120436216,1.9129311827723892,,12
CNP0499272.1,-9.8,1.0649390083013393,1.791759469228055,1.6319107682861589,1.7320508075688772,1.9459101490553132,11.344722539667217,6.0822019955734,1.8171205928321397,,2
CNP0499276.1,-8.5,1.1465262522990134,1.0986122886681098,1.4954936530848826,0.0,0.6931471805599453,9.47993066398734,4.876998961073314,1.8171205928321397,,2
CNP0499291.1,-7.9,1.3008879221996288,1.0986122886681098,1.4574706395877857,1.4142135623730951,2.3978952727983707,11.939115608020805,6.398827910357771,2.668401648721945,0.0,9
CNP0499379.0,-7.0,1.176092006869245,0.6931471805599453,1.33500106673234,0.0,1.0986122886681098,11.654160134708302,6.109114744289606,1.709975946676697,0.6931471805599453,3
CNP0499411.1,-9.4,1.1571904573033789,1.0986122886681098,1.4891517465595985,1.4142135623730951,0.0,9.925560435008975,5.104468722001463,1.8171205928321397,,3
CNP0499602.2,-6.0,1.6228093578473433,,1.125280535750271,0.0,0.0,10.47356089153626,6.109114744289606,0.0,1.0986122886681098,0
CNP0499663.1,-8.0,1.185080287112202,1.0986122886681098,1.5841201044498106,1.7320508075688772,0.6931471805599453,7.189977844047318,4.272658681697917,1.8171205928321397,,1
CNP0499677.2,-11.1,1.0718210499139356,1.3862943611198906,1.5007047122976347,0.0,0.0,10.397324966959602,5.289572472694208,1.8171205928321397,,1
CNP0499705.1,-8.8,1.2109141971240036,0.6931471805599453,1.4176168322489318,0.0,2.302585092994046,11.109483627186233,6.100170200393062,1.8171205928321397,,8
CNP0499766.1,-6.7,1.6207005650441226,,1.115419406984491,0.0,0.0,10.277504049547389,5.646216173286171,0.0,1.0986122886681098,0
CNP0499793.0,-8.365,1.2189551557918574,1.0986122886681098,1.5069223489085053,0.0,,11.31449570095254,5.6040786613107745,1.8171205928321397,,1
CNP0499800.1,-6.4,1.6245828883488618,,1.1387322824575352,0.0,1.0986122886681098,9.560175318086776,5.625226328341856,0.0,1.0986122886681098,0
CNP0499817.0,-8.1,1.2378549556216203,1.0986122886681098,1.547562508716013,1.7320508075688772,2.1972245773362196,8.785239908646778,5.204827863394201,2.154434690031884,1.0986122886681098,1
CNP0499829.1,-7.9,1.333869875862703,0.6931471805599453,1.4223993657620069,0.0,1.6094379124341005,9.765129490241932,5.204827863394201,1.8171205928321397,1.3862943611198906,1
CNP0499884.0,-8.5,1.1869416435824145,1.3862943611198906,1.6322525902002716,2.0,,9.63159670222282,5.104468722001463,1.8171205928321397,,0
CNP0499885.1,-10.34,1.0003655468425998,2.5649493574615367,1.6966943574313285,3.1622776601683795,2.1972245773362196,13.435085353066462,7.185516150653191,2.5198420997897464,0.6931471805599453,4
CNP0499906.1,-5.3,1.6221799845918126,,1.114612630014551,0.0,0.0,10.814582530354231,5.738793548317167,0.0,1.0986122886681098,0
CNP0499929.2,-8.2,1.3060990009023912,0.6931471805599453,1.4412101187160054,0.0,0.0,10.08153838369496,5.078753078132701,1.8171205928321397,,3
CNP0499934.1,-10.4,1.0161332010112385,1.6094379124341005,1.5270669150009728,2.0,0.6931471805599453,11.384137048138388,5.8284766832514565,1.8171205928321397,,5
CNP0499939.2,-6.3,1.603004073273269,,1.1176604836388042,0.0,0.0,9.15758082858136,5.417501514977181,0.0,1.0986122886681098,0
CNP0499964.1,-5.7,1.6024359016985597,,1.1247234326717954,0.0,0.0,9.872614556554195,5.788960372062404,0.0,1.0986122886681098,0
CNP0499978.0,-7.952,1.172972646051465,1.0986122886681098,1.573505903208037,1.4142135623730951,,8.687648179868098,4.344481485768612,1.8171205928321397,,2
CNP0500015.1,-8.3,1.370253879725003,0.6931471805599453,1.3969516555938786,0.0,2.302585092994046,13.048994288629482,6.565414427346138,2.924017738212866,,11
CNP0500159.1,-5.3,1.4335901264586213,,1.0216512475319812,0.0,0.0,5.861942782147599,3.684031498640387,0.0,,2
CNP0500187.2,-6.3,1.6156164944733398,,1.1239300966523995,0.0,0.0,9.977921084936566,5.848035476425732,0.0,1.0986122886681098,0
CNP0500306.2,-6.481,1.6204339438816664,,1.1217347060889638,0.0,0.0,9.497312770500615,5.593444710406984,0.0,1.0986122886681098,0
CNP0500340.0,-7.8,1.1459305146750645,1.3862943611198906,1.580450375560848,2.0,,10.372131964953171,5.14256318131647,1.8171205928321397,,1
CNP0500389.2,-6.2,1.6160100239157087,,1.1263918527751853,0.0,0.6931471805599453,10.29009538851002,6.027650160149741,0.0,1.0986122886681098,0
CNP0500409.1,-9.2,1.1522640813446434,1.791759469228055,1.7657839828247943,2.449489742783178,1.791759469228055,9.256861909047917,5.33680329744389,1.8171205928321397,0.0,1
CNP0500449.1,-6.04,1.6185823162967117,,1.1507980418386798,0.0,0.6931471805599453,10.038569742453191,5.614672408001491,0.0,0.6931471805599453,0
CNP0500553.1,-6.4,1.6164759804878182,,1.115419406984491,0.0,0.0,9.710714650490242,5.646216173286171,0.0,1.0986122886681098,0
CNP0500562.1,-8.2,1.406849307899532,0.0,1.3217558399823195,0.0,1.0986122886681098,8.845806243775614,4.717693980316533,1.8171205928321397,,5
CNP0500595.0,-5.9,1.50281661954209,,1.074514737089049,0.0,,6.214129910660087,3.4482172403827303,0.0,,1
CNP0500663.1,-9.6,1.101098660272297,1.6094379124341005,1.6201907042103625,1.7320508075688772,1.6094379124341005,10.275380609242475,5.718479064871316,1.8171205928321397,,2
CNP0500730.1,-7.8,0.992739217929646,2.302585092994046,1.5539964639502415,2.8284271247461903,2.4849066497880004,15.361175434305013,7.494811225859052,2.924017738212866,,10
CNP0500827.2,-6.349,1.6265028930549417,,1.143563676530376,0.0,1.0986122886681098,9.663109452755098,5.667051108097064,0.0,1.0986122886681098,0
CNP0500884.1,-6.7,1.6201961830789566,,1.1118575154181305,0.0,0.0,11.506672585801065,6.109114744289606,0.0,1.0986122886681098,0
CNP0500906.1,-9.4,1.1466420853591204,1.6094379124341005,1.6802069833223074,2.0,0.6931471805599453,9.79716463613931,5.440121825414797,1.8171205928321397,,0
CNP0500949.4,-9.8,1.1016230710604893,1.6094379124341005,1.6041608553332567,1.7320508075688772,1.6094379124341005,10.216978251353456,5.738793548317167,1.8171205928321397,,2
CNP0500957.1,-9.8,1.0780317430340645,1.3862943611198906,1.5743465926228302,1.4142135623730951,1.3862943611198906,9.64289882450936,5.192494101851104,1.8171205928321397,0.0,1
CNP0500997.1,-8.0,1.0926924763113626,1.0986122886681098,1.452252328911688,0.0,0.0,8.275415043891305,4.546835943776344,1.8171205928321397,,0
CNP0501063.1,-9.1,0.9852178956086796,2.3978952727983707,1.6708068588103926,2.8284271247461903,2.302585092994046,14.309801936836454,7.488872387218507,2.571281590658235,0.0,7
CNP0501100.1,-9.2,1.1767663160013335,1.0986122886681098,1.4786676812509056,1.4142135623730951,1.0986122886681098,9.270699397122922,5.14256318131647,1.8171205928321397,,3
CNP0501108.1,-5.659,1.3476748092195596,0.0,1.3862943611198906,0.0,0.0,6.557158888143286,3.6342411856642793,1.709975946676697,0.0,1
CNP0501124.1,-13.1,0.9269267451353518,2.3978952727983707,1.714441221444085,3.0,1.791759469228055,13.862716123282624,6.7751689522733125,2.080083823051904,0.0,4
CNP0501331.2,-9.7,1.0955571262818071,1.6094379124341005,1.614687268320244,1.7320508075688772,1.9459101490553132,10.24265326091678,5.758965220492401,1.8171205928321397,,2
CNP0501390.1,-8.7,1.1780013992051157,1.0986122886681098,1.4786676812509056,1.7320508075688772,1.9459101490553132,9.395605349541317,5.14256318131647,2.2894284851066637,,3
CNP0501440.1,-9.1,1.2776578865341282,0.6931471805599453,1.4395388756387029,1.4142135623730951,2.1972245773362196,12.165092108874507,6.463304070095651,1.8171205928321397,0.0,13
CNP0501441.1,-10.0,0.9468627365862352,2.6390573296152584,1.7104853426285689,3.1622776601683795,2.833213344056216,13.917908668362935,7.588579337781815,2.3513346877207577,0.0,3
CNP0501466.0,-11.45,1.0612238681190456,1.6094379124341005,1.6361061595162616,2.0,1.9459101490553132,10.431310350380803,5.748897078944831,1.8171205928321397,0.0,0
CNP0501500.1,-6.4,1.6155763683688962,,1.1490431422950018,0.0,0.6931471805599453,10.927310058469834,5.677411370845433,0.0,0.6931471805599453,0
CNP0501539.1,-7.9,1.184158225513011,0.6931471805599453,1.366091653802371,0.0,0.6931471805599453,8.623115357135923,4.610436292058447,1.8171205928321397,,3
CNP0501559.0,-10.4,1.0375924692920329,1.3862943611198906,1.4786676812509056,0.0,,10.45947054699012,5.14256318131647,1.8171205928321397,,2
CNP0501598.1,-8.412,1.2080034071405306,0.6931471805599453,1.3862943611198906,0.0,0.0,9.136771894768318,4.641588833612779,1.8171205928321397,0.0,2
CNP0501609.1,-10.4,0.9591877550871688,2.5649493574615367,1.8283936024078355,3.605551275463989,2.70805020110221,13.65170157582378,7.470999115478002,1.9129311827723892,,8
CNP0501777.1,-9.7,1.2142447101655207,1.791759469228055,1.8228040909100152,2.449489742783178,2.1972245773362196,10.608696765757792,6.118033172636621,1.9129311827723892,1.0986122886681098,1
CNP0501779.2,-5.9,1.6283826442531566,,1.1349799328389845,0.0,0.6931471805599453,9.382795986530091,5.5178483527622415,0.0,1.0986122886681098,0
CNP0501824.0,-9.9,1.1925319126302971,1.0986122886681098,1.591088773765904,1.4142135623730951,,9.579269976849494,4.762203155904598,1.8171205928321397,,5
CNP0501825.1,-10.07,1.0301865258673844,2.1972245773362196,1.6216084480543556,2.8284271247461903,1.3862943611198906,12.852951915036458,6.282761304782786,2.6207413942088964,,3
CNP0501887.1,-6.66,1.624389172786487,,1.128465251817791,0.0,0.0,9.43253841156608,5.539658256754464,0.0,1.0986122886681098,0
CNP0501915.0,-8.0,1.0956538557335764,1.0986122886681098,1.4816045409242156,1.4142135623730951,,8.89080528072061,4.447960181138631,1.8171205928321397,,2
CNP0501987.1,-8.6,1.0840281919549917,1.3862943611198906,1.4619317753255106,0.0,0.6931471805599453,10.48633349990743,5.325074021614987,1.8171205928321397,,1
CNP0502004.0,-8.3,1.1805510981714875,1.3862943611198906,1.6486586255873816,2.0,,9.575393316213082,5.065797019100886,1.8171205928321397,,0
CNP0502039.0,-8.6,1.158069513454524,1.0986122886681098,1.5141277326297755,1.4142135623730951,,9.046214852293218,4.641588833612779,1.8171205928321397,0.0,0
CNP0502072.1,-5.765,1.6138451788990094,,1.116630794170788,0.0,0.0,9.33397313741798,5.5178483527622415,0.0,1.0986122886681098,0
CNP0502130.2,-6.7,1.5815909721441996,,1.1837700970084166,0.0,0.0,6.393353973548033,3.6593057100229713,0.0,,2
CNP0502133.1,-8.4,1.191461054118538,1.3862943611198906,1.6094379124341005,1.7320508075688772,0.0,10.627480820210588,5.484806552432619,1.8171205928321397,0.6931471805599453,2
CNP0502200.1,-7.7,1.3366298699713188,0.6931471805599453,1.551808799597464,1.4142135623730951,1.3862943611198906,8.195147002334208,4.904868131524017,2.2239800905693157,,4
CNP0502314.2,-8.0,1.332984444696493,0.6931471805599453,1.4144652380865868,0.0,1.6094379124341005,9.820635966158822,5.241482788417793,1.8171205928321397,1.3862943611198906,1
CNP0502394.2,-6.407,1.6231901033276397,,1.1217347060889638,0.0,0.0,9.497312770500615,5.593444710406984,0.0,1.0986122886681098,0
CNP0502424.1,-7.9,1.154965253010086,1.6094379124341005,1.7323360487572543,2.23606797749979,0.0,10.132251890661536,5.277632087904077,1.8171205928321397,,1
CNP0502563.0,-8.2,1.296786867297188,0.6931471805599453,1.5686159179138452,1.4142135623730951,,8.13816981865415,4.160167646103808,1.8171205928321397,,5
CNP0502609.4,-7.1,1.262648518424748,1.3862943611198906,1.7619065060783738,2.0,1.791759469228055,7.239829686488576,4.626065009182742,1.8171205928321397,,0
CNP0502641.1,-8.8,1.1176710184877026,1.3862943611198906,1.5288574257747611,0.0,1.0986122886681098,9.636264187722263,5.229321531755984,1.8171205928321397,,1
