identifier,Score,BalabanIndex_cuberoot,RingCount_log,PathComplexityIndex_log,Fused_ring_count_sqrt,StereocenterCount_log,BertzCTIndex_cuberoot,TotalPathCount_cuberoot,Largest_ring_size_cuberoot,Ester_log,HBD
CNP0001673.1,-9.7,1.1818559555992925,0.6931471805599453,1.4284947156102672,1.4142135623730951,0.0,9.296817998619815,4.946087443248701,1.8171205928321397,,2
CNP0001692.1,-6.1,1.6158406241989582,,1.1544927470625663,0.0,1.0986122886681098,11.16594467354031,5.687733959703131,0.0,0.6931471805599453,3
CNP0001702.1,-7.1,1.6178041941214485,,1.1564318595569358,0.0,1.0986122886681098,10.829578280145803,5.625226328341856,0.0,0.6931471805599453,3
CNP0001937.1,-7.7,1.4937929879640952,,1.126011262856224,0.0,0.6931471805599453,9.010825690011613,4.805895533705333,0.0,0.0,3
CNP0001947.1,-6.1,1.511896386506815,,1.132513840343791,0.0,0.6931471805599453,7.588884811113751,4.481404746557165,0.0,0.0,3
CNP0002314.1,-10.7,1.1064375106076818,1.0986122886681098,1.415853163361435,1.4142135623730951,1.3862943611198906,11.849360894578703,5.905940583624489,1.8171205928321397,,12
CNP0002319.1,-10.3,1.1867328280456315,1.0986122886681098,1.553348445783057,0.0,2.6390573296152584,8.478099941142503,5.383212612087284,1.8171205928321397,,9
CNP0002338.1,-9.2,1.140521822652024,1.3862943611198906,1.552005863348225,0.0,1.791759469228055,11.116619215661942,5.8771306592107395,1.709975946676697,,6
CNP0002570.0,-6.6,1.240721730701693,0.6931471805599453,1.5040773967762742,1.4142135623730951,,7.6233253003044545,4.160167646103808,1.709975946676697,,0
CNP0002589.0,-8.5,1.1435521913017062,1.0986122886681098,1.5151272329628591,1.4142135623730951,,9.207334385246725,4.497941445275415,1.8171205928321397,0.0,1
CNP0002628.0,-6.4,1.270927405281216,0.6931471805599453,1.540445040947149,1.4142135623730951,0.0,6.233594388196189,3.8258623655447783,1.8171205928321397,,1
CNP0002669.0,-5.8,1.49607912666209,,1.0799201556559572,0.0,0.0,6.209986640130529,3.756285754221072,0.0,0.0,0
CNP0002683.0,-9.9,1.1139583552514738,1.791759469228055,1.791759469228055,2.449489742783178,1.3862943611198906,10.36858261661474,5.582770171658424,1.8171205928321397,,1
CNP0002815.2,-10.08,1.096342567180117,1.791759469228055,1.5903897174634058,1.4142135623730951,2.302585092994046,12.61602954654392,6.382504298859907,1.8171205928321397,0.0,10
CNP0002838.0,-5.6,1.4950515607961548,,1.07880966137193,0.0,0.0,6.10085376257439,3.684031498640387,0.0,0.0,0
CNP0002844.0,-7.085,1.2932919718821654,0.0,1.3437347467010947,0.0,0.0,7.448786830871826,4.101565929702348,1.8171205928321397,,4
CNP0002935.0,-6.5,1.1518207916762904,0.6931471805599453,1.33500106673234,0.0,,6.987038319945195,3.848501131276805,1.8171205928321397,,0
