Feature,MeanAbsSHAP
ZagrebIndex_div_Chi0,1.0047977247652855
RotatableBonds_div_Chi4,0.6493157636604361
Avg_EState_div_PathComplexityIndex,0.570531357411443
SSSR_count_div_ZagrebIndex,0.5453257813547061
RotatableBonds_div_BertzCTIndex,0.4932147180382575
Max_EState_div_BalabanIndex,0.48860468081411984
Chi4_div_FractionCSP3,0.47385789565343106
RingCount_div_FractionCSP3,0.46979344739907464
GraphDistanceDistributionEntropy_div_TotalPathCount,0.4586777665108484
TotalPathCount_div_RadiusOfGyration,0.43923564917363
FragmentComplexityScore_div_TotalPathCount,0.35133663968356355
RingCount_div_SSSR_count,0.29901635553647066
BalabanIndex_div_TopologicalRadius,0.28008798804091023
MolarRefractivity_div_TotalPathCount,0.2750144248413171
Chi4_div_RadiusOfGyration,0.26084191385252187
BalabanIndex_div_ZagrebIndex,0.25124083099311384
Max_EState_div_Largest_ring_size,0.21874914771768925
RadiusOfGyration_div_Largest_ring_size,0.21357527076196398
BalabanIndex_div_PathComplexityIndex,0.20357042596280306
TPSA_div_BalabanIndex,0.19159389347563063
TopologicalDiameter_div_BertzCTIndex,0.19048124009850817
GraphDistanceDistributionEntropy_div_BertzCTIndex,0.1310307100147568
Chi2_div_Chi4,0.12156831708091272
BondInformationContent_div_BalabanIndex,0.11658986628049577
Asphericity_div_Largest_ring_size,0.11035001511987635
RingCount_div_PMI_Ratio1,0.10437435244168607
PMI2_div_Largest_ring_size,0.1013280808288242
RotatableBonds_div_WienerIndex,0.09604789238302193
HeteroatomCount_div_Largest_ring_size,0.09152830048506536
HBD_div_BalabanIndex,0.09141628172989434
Fused_ring_count_div_FragmentComplexityScore,0.08273811203881826
StereocenterCount_div_BalabanIndex,0.0704697854640048
HBD_div_Fused_ring_count,0.06341813518592404
TPSA_div_Fused_ring_count,0.05941998631814349
BalabanIndex_div_BondInformationContent,0.05655117555409165
PMI1_div_WienerIndex,0.05235085329342588
StereocenterCount_div_Fused_ring_count,0.04603929316787739
PMI1_div_Largest_ring_size,0.044372495724539086
LogP_div_Chi4,0.042328993397204515
Fused_ring_count_div_Bridged_ring_count,0.03911194388744876
PMI_Ratio1_div_BertzCTIndex,0.03780326099029811
SSSR_count_div_AtomInformationContent,0.037331856531251664
partial_charge_max_div_BertzCTIndex,0.03713370671005516
ZagrebIndex_div_CovalentRadiusSum,0.03394684892732329
PMI1_div_Bridged_ring_count,0.03386820505650433
Largest_ring_size_div_BalabanIndex,0.03371662054610839
Fused_ring_count_div_BondInformationContent,0.03293947853219717
WienerIndex_div_PMI3,0.030705436078621886
BalabanIndex_div_partial_charge_max,0.030508147433220188
SSSR_count_div_BondInformationContent,0.028497368968606527
SSSR_count_div_DoubleBondCount,0.02800258025611711
BertzCTIndex_div_Max_EState,0.0255181198572995
PathComplexityIndex_div_Largest_ring_size,0.0245682884939783
Min_EState_div_BalabanIndex,0.02139637263752798
TotalPathCount_div_FractionCSP3,0.02138302682145256
SSSR_count_div_Min_EState,0.01820286209543019
AtomInformationContent_div_BalabanIndex,0.017723447411425033
Fused_ring_count_div_Min_EState,0.017330393123666903
Asphericity_div_Bridged_ring_count,0.017299902299380446
Fused_ring_count_div_PMI_Ratio1,0.016780849861414922
MolarRefractivity_div_BertzCTIndex,0.0164212267795425
TotalPathCount_div_Largest_ring_size,0.01551507285356146
Bridged_ring_count_div_Fused_ring_count,0.015512618944290672
PMI2_div_Fused_ring_count,0.013186097955211131
RingCount_div_RotatableBonds,0.01285247033189757
Largest_ring_size_div_PMI_Ratio1,0.011197625581149461
Chi4_div_Bridged_ring_count,0.010574424288064016
BalabanIndex_div_HBA,0.009645224207966496
FractionCSP3_div_Chi3,0.00952305185685253
BalabanIndex_div_Asphericity,0.008904094008633128
WienerIndex_div_RingCount,0.00879283472884774
StereocenterCount_div_PMI_Ratio1,0.008789066003282713
Fused_ring_count_div_InertialShapeFactor,0.007316476985721745
SSSR_count_div_partial_charge_max,0.00514177742013167
RingCount_div_Fused_ring_count,0.005050603965263475
RingCount_div_Asphericity,0.004646885212141763
WienerIndex_div_RotatableBonds,0.004263624119009959
Fused_ring_count_div_DoubleBondCount,0.0027200575356591287
Fused_ring_count_div_FractionCSP3,0.0017871608630315304
SSSR_count_div_SpherocityIndex,0.0009706530277727815
