Ligand,Score
minimized_CNP0301761.1.pdbqt,FAILED
minimized_CNP0236881.0.pdbqt,-8.2
minimized_CNP0323043.0.pdbqt,-7.5
minimized_CNP0039649.0.pdbqt,-8.8
minimized_CNP0130575.0.pdbqt,-8.5
minimized_CNP0186833.0.pdbqt,-7.3
minimized_CNP0389816.1.pdbqt,-11.2
minimized_CNP0284361.1.pdbqt,-14.9
minimized_CNP0525094.0.pdbqt,-10.4
minimized_CNP0387639.1.pdbqt,-10.4
minimized_CNP0200286.0.pdbqt,-7.7
minimized_CNP0486878.0.pdbqt,-11.4
minimized_CNP0393262.0.pdbqt,-8.7
minimized_CNP0591210.1.pdbqt,-10.6
minimized_CNP0266218.1.pdbqt,-11.0
minimized_CNP0366116.0.pdbqt,-10.9
minimized_CNP0311387.1.pdbqt,-10.5
minimized_CNP0568861.0.pdbqt,-9.2
minimized_CNP0179112.2.pdbqt,-14.0
minimized_CNP0219507.0.pdbqt,-10.5
minimized_CNP0576438.0.pdbqt,-9.5
minimized_CNP0152662.1.pdbqt,-11.3
minimized_CNP0391011.1.pdbqt,-9.7
minimized_CNP0278776.3.pdbqt,-12.5
minimized_CNP0426086.0.pdbqt,-8.6
minimized_CNP0192230.3.pdbqt,-12.0
minimized_CNP0192230.4.pdbqt,-11.3
minimized_CNP0487689.1.pdbqt,-10.9
minimized_CNP0295854.1.pdbqt,-12.1
minimized_CNP0513162.1.pdbqt,-10.9
minimized_CNP0128876.1.pdbqt,-13.0
minimized_CNP0099679.1.pdbqt,-10.3
minimized_CNP0416118.1.pdbqt,-11.3
minimized_CNP0280475.1.pdbqt,-13.1
minimized_CNP0421400.1.pdbqt,-11.1
