Ligand,Score
minimized_CNP0176208.1.pdbqt,FAILED
minimized_CNP0197830.1.pdbqt,-6.9
minimized_CNP0548192.0.pdbqt,-5.8
minimized_CNP0280810.0.pdbqt,-9.4
minimized_CNP0354972.0.pdbqt,-7.5
minimized_CNP0341775.2.pdbqt,-6.6
minimized_CNP0268066.0.pdbqt,-5.9
minimized_CNP0159551.1.pdbqt,-6.6
minimized_CNP0174775.2.pdbqt,-8.1
minimized_CNP0075713.1.pdbqt,-8.0
minimized_CNP0520451.0.pdbqt,FAILED
minimized_CNP0111156.4.pdbqt,-10.1
minimized_CNP0482864.1.pdbqt,-7.6
minimized_CNP0283477.7.pdbqt,-8.3
minimized_CNP0336726.2.pdbqt,-6.8
minimized_CNP0560915.2.pdbqt,-9.3
minimized_CNP0080595.1.pdbqt,-6.1
minimized_CNP0536195.1.pdbqt,-8.1
minimized_CNP0255612.2.pdbqt,-6.9
minimized_CNP0333282.0.pdbqt,-7.9
minimized_CNP0239716.1.pdbqt,-7.4
minimized_CNP0428060.1.pdbqt,-6.4
minimized_CNP0253032.1.pdbqt,-8.9
minimized_CNP0274400.0.pdbqt,-8.0
minimized_CNP0280135.2.pdbqt,-10.3
minimized_CNP0318599.0.pdbqt,-5.7
minimized_CNP0457280.0.pdbqt,-7.6
minimized_CNP0193023.0.pdbqt,-9.8
minimized_CNP0546574.0.pdbqt,-6.6
minimized_CNP0525670.1.pdbqt,-7.9
minimized_CNP0036986.0.pdbqt,-8.6
minimized_CNP0145402.2.pdbqt,-7.6
minimized_CNP0586732.0.pdbqt,-8.6
minimized_CNP0163646.6.pdbqt,-9.1
minimized_CNP0432932.1.pdbqt,-7.6
