Ligand,Score
minimized_CNP0285763.0.pdbqt,-3.8
minimized_CNP0253916.0.pdbqt,-4.8
minimized_CNP0491637.0.pdbqt,-4.0
minimized_CNP0202100.0.pdbqt,-5.8
minimized_CNP0557297.0.pdbqt,-5.7
minimized_CNP0194148.6.pdbqt,-10.1
minimized_CNP0361459.3.pdbqt,-9.6
minimized_CNP0117493.0.pdbqt,-8.9
minimized_CNP0001365.0.pdbqt,-10.0
minimized_CNP0255138.1.pdbqt,-11.1
minimized_CNP0313749.1.pdbqt,-10.1
minimized_CNP0123755.0.pdbqt,-9.5
minimized_CNP0347219.12.pdbqt,-9.1
minimized_CNP0158686.4.pdbqt,-10.3
minimized_CNP0597463.1.pdbqt,-10.6
minimized_CNP0361459.4.pdbqt,-8.9
minimized_CNP0193013.1.pdbqt,-11.8
minimized_CNP0397095.0.pdbqt,-5.0
minimized_CNP0043525.0.pdbqt,-5.4
minimized_CNP0248691.2.pdbqt,-10.5
minimized_CNP0596239.1.pdbqt,-10.7
minimized_CNP0350540.1.pdbqt,-8.8
minimized_CNP0237295.9.pdbqt,-8.7
minimized_CNP0135643.2.pdbqt,-9.4
minimized_CNP0316120.1.pdbqt,-11.8
minimized_CNP0135643.1.pdbqt,-10.0
minimized_CNP0410700.2.pdbqt,-9.9
minimized_CNP0272448.2.pdbqt,-10.8
minimized_CNP0188410.1.pdbqt,-9.4
minimized_CNP0313193.1.pdbqt,-9.6
minimized_CNP0236133.1.pdbqt,-9.0
minimized_CNP0204265.1.pdbqt,-9.7
minimized_CNP0543659.1.pdbqt,-8.6
minimized_CNP0226208.1.pdbqt,-10.9
minimized_CNP0375601.2.pdbqt,-8.6
