Ligand,Score
minimized_CNP0262174.4.pdbqt,FAILED
minimized_CNP0109444.1.pdbqt,-9.5
minimized_CNP0449108.1.pdbqt,-8.9
minimized_CNP0141682.2.pdbqt,-8.2
minimized_CNP0485851.4.pdbqt,-8.8
minimized_CNP0571331.4.pdbqt,-9.4
minimized_CNP0018805.1.pdbqt,-9.5
minimized_CNP0598176.1.pdbqt,-8.7
minimized_CNP0413283.1.pdbqt,-10.6
minimized_CNP0337841.1.pdbqt,-8.1
minimized_CNP0192264.1.pdbqt,-9.2
minimized_CNP0025850.1.pdbqt,-11.2
minimized_CNP0155248.1.pdbqt,-10.3
minimized_CNP0430217.1.pdbqt,-6.8
minimized_CNP0183649.3.pdbqt,-9.3
minimized_CNP0006854.1.pdbqt,-9.4
minimized_CNP0211709.9.pdbqt,-8.6
minimized_CNP0071482.1.pdbqt,-10.6
minimized_CNP0141682.1.pdbqt,-9.0
minimized_CNP0071481.1.pdbqt,-10.6
minimized_CNP0251143.2.pdbqt,-7.1
minimized_CNP0191528.2.pdbqt,-8.5
minimized_CNP0167448.1.pdbqt,-9.3
minimized_CNP0233250.1.pdbqt,-7.7
minimized_CNP0403973.1.pdbqt,-12.7
minimized_CNP0046569.1.pdbqt,-11.2
minimized_CNP0203345.1.pdbqt,-10.9
minimized_CNP0086865.1.pdbqt,-6.2
minimized_CNP0559905.1.pdbqt,-10.3
minimized_CNP0023706.1.pdbqt,-10.2
minimized_CNP0086764.0.pdbqt,-6.3
minimized_CNP0482547.1.pdbqt,-10.2
minimized_CNP0304336.0.pdbqt,-6.3
minimized_CNP0277334.1.pdbqt,-6.2
minimized_CNP0355855.0.pdbqt,-6.4
