Ligand,Score
minimized_CNP0359229.1.pdbqt,-7.4
minimized_CNP0435287.0.pdbqt,-7.9
minimized_CNP0202030.1.pdbqt,-8.8
minimized_CNP0300777.3.pdbqt,-9.1
minimized_CNP0209216.1.pdbqt,-8.0
minimized_CNP0110665.2.pdbqt,-10.1
minimized_CNP0110665.1.pdbqt,-9.5
minimized_CNP0154513.2.pdbqt,-9.0
minimized_CNP0455288.1.pdbqt,-5.7
minimized_CNP0262023.1.pdbqt,-7.0
minimized_CNP0004348.1.pdbqt,-8.0
minimized_CNP0497108.2.pdbqt,-9.1
minimized_CNP0261093.6.pdbqt,-7.6
minimized_CNP0215519.1.pdbqt,-9.1
minimized_CNP0119892.1.pdbqt,-8.9
minimized_CNP0005174.1.pdbqt,-7.9
minimized_CNP0214018.0.pdbqt,-7.6
minimized_CNP0384165.2.pdbqt,-7.7
minimized_CNP0435569.1.pdbqt,-9.5
minimized_CNP0220853.1.pdbqt,-6.9
minimized_CNP0512922.1.pdbqt,-8.6
minimized_CNP0557124.0.pdbqt,-8.1
minimized_CNP0160831.1.pdbqt,-8.1
minimized_CNP0087289.1.pdbqt,-7.4
minimized_CNP0367156.1.pdbqt,-7.4
minimized_CNP0565391.1.pdbqt,-8.5
minimized_CNP0348206.4.pdbqt,-7.8
minimized_CNP0497905.1.pdbqt,-7.7
minimized_CNP0348210.4.pdbqt,-7.6
minimized_CNP0252987.2.pdbqt,-8.9
minimized_CNP0348210.2.pdbqt,-7.6
minimized_CNP0086970.3.pdbqt,-7.5
minimized_CNP0119400.0.pdbqt,-6.4
minimized_CNP0266666.1.pdbqt,-8.0
minimized_CNP0569096.1.pdbqt,-7.3
