Ligand,Score
minimized_CNP0525053.1.pdbqt,FAILED
minimized_CNP0536692.1.pdbqt,-4.8
minimized_CNP0290431.1.pdbqt,-4.6
minimized_CNP0136196.0.pdbqt,-5.2
minimized_CNP0171250.2.pdbqt,-5.1
minimized_CNP0129385.2.pdbqt,-5.9
minimized_CNP0100556.0.pdbqt,-4.2
minimized_CNP0084096.0.pdbqt,-6.1
minimized_CNP0427035.2.pdbqt,-6.3
minimized_CNP0132711.2.pdbqt,-6.8
minimized_CNP0124090.1.pdbqt,-6.7
minimized_CNP0114637.1.pdbqt,-5.8
minimized_CNP0247387.1.pdbqt,-5.6
minimized_CNP0164156.1.pdbqt,-6.8
minimized_CNP0362813.4.pdbqt,-7.7
minimized_CNP0598516.0.pdbqt,-5.1
minimized_CNP0229135.1.pdbqt,-6.8
minimized_CNP0592160.1.pdbqt,-6.7
minimized_CNP0338466.1.pdbqt,-6.1
minimized_CNP0131142.0.pdbqt,-6.1
minimized_CNP0287815.0.pdbqt,-6.2
minimized_CNP0179328.2.pdbqt,-6.8
minimized_CNP0069800.4.pdbqt,-7.0
minimized_CNP0286039.1.pdbqt,-6.3
minimized_CNP0279928.2.pdbqt,-6.1
minimized_CNP0434949.1.pdbqt,-5.8
minimized_CNP0152529.0.pdbqt,-7.2
minimized_CNP0178504.2.pdbqt,-5.4
minimized_CNP0433166.0.pdbqt,-6.2
minimized_CNP0314525.1.pdbqt,-6.5
minimized_CNP0303534.0.pdbqt,-7.4
minimized_CNP0123517.1.pdbqt,-6.1
minimized_CNP0006521.1.pdbqt,-5.8
minimized_CNP0271115.2.pdbqt,-6.2
minimized_CNP0203048.1.pdbqt,-7.2
