Ligand,Score
minimized_CNP0071200.1.pdbqt,-8.5
minimized_CNP0369291.1.pdbqt,-8.6
minimized_CNP0018999.1.pdbqt,-7.8
minimized_CNP0285128.2.pdbqt,-8.7
minimized_CNP0578540.1.pdbqt,-7.3
minimized_CNP0307229.1.pdbqt,-8.0
minimized_CNP0198627.9.pdbqt,-8.3
minimized_CNP0178277.2.pdbqt,-9.8
minimized_CNP0539642.5.pdbqt,-8.4
minimized_CNP0513234.1.pdbqt,-8.8
minimized_CNP0266204.1.pdbqt,-8.2
minimized_CNP0269703.3.pdbqt,-8.6
minimized_CNP0363534.3.pdbqt,-8.6
minimized_CNP0232105.2.pdbqt,-10.1
minimized_CNP0539642.3.pdbqt,-8.7
minimized_CNP0385941.2.pdbqt,-13.3
minimized_CNP0257171.4.pdbqt,-8.6
minimized_CNP0102364.3.pdbqt,-8.2
minimized_CNP0420307.1.pdbqt,-10.5
minimized_CNP0235704.2.pdbqt,-9.0
minimized_CNP0567488.3.pdbqt,-7.7
minimized_CNP0257937.1.pdbqt,-9.1
minimized_CNP0471232.1.pdbqt,-8.2
minimized_CNP0272912.2.pdbqt,-8.1
minimized_CNP0586153.1.pdbqt,-9.1
minimized_CNP0492622.3.pdbqt,-9.4
minimized_CNP0107701.2.pdbqt,-10.2
minimized_CNP0124825.5.pdbqt,-11.0
minimized_CNP0109578.1.pdbqt,-10.3
minimized_CNP0256237.2.pdbqt,-8.7
minimized_CNP0291241.4.pdbqt,-10.6
minimized_CNP0213562.3.pdbqt,-10.4
minimized_CNP0160793.3.pdbqt,-9.8
minimized_CNP0279196.1.pdbqt,-9.3
minimized_CNP0258297.1.pdbqt,-9.1
