Ligand,Score
minimized_CNP0591521.1.pdbqt,-5.7
minimized_CNP0283940.1.pdbqt,-10.3
minimized_CNP0557900.2.pdbqt,-6.5
minimized_CNP0171209.4.pdbqt,-6.9
minimized_CNP0084588.1.pdbqt,-6.7
minimized_CNP0520644.1.pdbqt,-7.1
minimized_CNP0022181.1.pdbqt,-6.8
minimized_CNP0082446.2.pdbqt,-7.3
minimized_CNP0390157.1.pdbqt,-10.3
minimized_CNP0565918.1.pdbqt,-7.0
minimized_CNP0481673.1.pdbqt,-7.4
minimized_CNP0582578.2.pdbqt,-6.6
minimized_CNP0082446.1.pdbqt,-5.8
minimized_CNP0521552.1.pdbqt,-7.2
minimized_CNP0487892.1.pdbqt,-6.7
minimized_CNP0186893.2.pdbqt,-11.3
minimized_CNP0594139.1.pdbqt,-6.7
minimized_CNP0517166.2.pdbqt,-6.2
minimized_CNP0263501.1.pdbqt,-8.9
minimized_CNP0541797.0.pdbqt,-6.5
minimized_CNP0295818.1.pdbqt,-10.4
minimized_CNP0554069.1.pdbqt,-6.4
minimized_CNP0548448.1.pdbqt,-6.8
minimized_CNP0496072.1.pdbqt,-6.7
minimized_CNP0588737.2.pdbqt,-6.8
minimized_CNP0365781.1.pdbqt,-7.0
minimized_CNP0052487.1.pdbqt,-7.6
minimized_CNP0084595.1.pdbqt,-7.4
minimized_CNP0154621.1.pdbqt,-6.7
minimized_CNP0176856.1.pdbqt,-6.5
minimized_CNP0084980.1.pdbqt,-6.9
minimized_CNP0576509.2.pdbqt,-6.7
minimized_CNP0554058.1.pdbqt,-11.6
minimized_CNP0186893.1.pdbqt,-11.0
minimized_CNP0527598.1.pdbqt,-6.7
