Ligand,Score
minimized_CNP0308491.0.pdbqt,FAILED
minimized_CNP0339123.1.pdbqt,-10.5
minimized_CNP0363149.5.pdbqt,-10.8
minimized_CNP0367810.1.pdbqt,-10.4
minimized_CNP0381448.1.pdbqt,-9.8
minimized_CNP0370584.3.pdbqt,-9.8
minimized_CNP0011277.1.pdbqt,-8.5
minimized_CNP0255789.2.pdbqt,-9.6
minimized_CNP0281396.1.pdbqt,-9.1
minimized_CNP0192013.1.pdbqt,-9.3
minimized_CNP0350439.1.pdbqt,-12.1
minimized_CNP0224561.1.pdbqt,-9.8
minimized_CNP0136005.1.pdbqt,-9.0
minimized_CNP0373184.1.pdbqt,-11.3
minimized_CNP0131815.1.pdbqt,-9.7
minimized_CNP0355223.4.pdbqt,-10.9
minimized_CNP0171154.2.pdbqt,-10.9
minimized_CNP0539856.2.pdbqt,-9.1
minimized_CNP0388385.1.pdbqt,-6.8
minimized_CNP0194434.1.pdbqt,-9.4
minimized_CNP0244466.2.pdbqt,-7.6
minimized_CNP0385854.1.pdbqt,-9.3
minimized_CNP0489278.5.pdbqt,-11.2
minimized_CNP0406938.0.pdbqt,-9.5
minimized_CNP0485715.2.pdbqt,-9.2
minimized_CNP0492424.0.pdbqt,-7.6
minimized_CNP0228372.1.pdbqt,-10.2
minimized_CNP0390437.1.pdbqt,-10.5
minimized_CNP0524020.0.pdbqt,-7.8
minimized_CNP0387603.1.pdbqt,-8.5
minimized_CNP0011943.2.pdbqt,-10.9
minimized_CNP0173434.1.pdbqt,-8.0
minimized_CNP0275710.0.pdbqt,-9.8
minimized_CNP0602331.2.pdbqt,-9.4
minimized_CNP0141832.1.pdbqt,-8.4
