Ligand,Score
minimized_CNP0467842.0.pdbqt,-7.906
minimized_CNP0482713.2.pdbqt,-6.09
minimized_CNP0522472.2.pdbqt,-5.704
minimized_CNP0541306.0.pdbqt,-9.85
minimized_CNP0560358.2.pdbqt,-5.271
minimized_CNP0543504.1.pdbqt,-5.462
minimized_CNP0210751.0.pdbqt,-11.79
minimized_CNP0560358.1.pdbqt,-6.275
minimized_CNP0085484.1.pdbqt,-11.2
minimized_CNP0599609.2.pdbqt,-6.589
minimized_CNP0599609.1.pdbqt,-6.335
minimized_CNP0547547.0.pdbqt,-9.38
minimized_CNP0569748.2.pdbqt,-5.886
minimized_CNP0560698.1.pdbqt,FAILED
minimized_CNP0494772.2.pdbqt,-5.069
minimized_CNP0601617.1.pdbqt,-4.78
minimized_CNP0601617.2.pdbqt,-6.098
minimized_CNP0590820.1.pdbqt,FAILED
minimized_CNP0569920.1.pdbqt,-5.512
minimized_CNP0495619.0.pdbqt,-9.455
minimized_CNP0540422.2.pdbqt,-6.462
minimized_CNP0522472.1.pdbqt,-6.278
minimized_CNP0566087.2.pdbqt,-6.573
minimized_CNP0390880.0.pdbqt,-9.061
minimized_CNP0552786.2.pdbqt,-6.195
minimized_CNP0479420.2.pdbqt,-7.146
minimized_CNP0515133.2.pdbqt,-6.458
minimized_CNP0566087.1.pdbqt,-5.587
minimized_CNP0496841.1.pdbqt,-5.274
minimized_CNP0494869.2.pdbqt,-6.408
minimized_CNP0589862.2.pdbqt,-5.699
minimized_CNP0540422.1.pdbqt,-6.93
minimized_CNP0482713.1.pdbqt,-6.147
minimized_CNP0496841.2.pdbqt,-5.7
minimized_CNP0552786.1.pdbqt,-6.455
