Ligand,Score
minimized_CNP0191812.0.pdbqt,-4.4
minimized_CNP0052910.2.pdbqt,-6.2
minimized_CNP0213639.2.pdbqt,-7.2
minimized_CNP0491670.1.pdbqt,-7.0
minimized_CNP0558645.0.pdbqt,-6.8
minimized_CNP0159130.0.pdbqt,-6.4
minimized_CNP0553852.0.pdbqt,-6.0
minimized_CNP0156109.0.pdbqt,-6.5
minimized_CNP0242217.2.pdbqt,-7.0
minimized_CNP0373176.0.pdbqt,-5.5
minimized_CNP0421772.0.pdbqt,-5.2
minimized_CNP0425534.2.pdbqt,-6.9
minimized_CNP0280982.1.pdbqt,-7.6
minimized_CNP0538206.0.pdbqt,-6.6
minimized_CNP0164469.0.pdbqt,-5.6
minimized_CNP0135346.0.pdbqt,-6.6
minimized_CNP0154248.0.pdbqt,-4.5
minimized_CNP0600093.0.pdbqt,-3.9
minimized_CNP0551899.0.pdbqt,-6.4
minimized_CNP0230678.5.pdbqt,-6.8
minimized_CNP0110789.1.pdbqt,-7.1
minimized_CNP0240310.6.pdbqt,-11.6
minimized_CNP0306215.1.pdbqt,-11.0
minimized_CNP0220610.2.pdbqt,-9.6
minimized_CNP0251248.1.pdbqt,-11.2
minimized_CNP0226460.1.pdbqt,-10.3
minimized_CNP0289065.4.pdbqt,-11.0
minimized_CNP0151565.2.pdbqt,-9.2
minimized_CNP0122398.1.pdbqt,-11.9
minimized_CNP0306898.2.pdbqt,-10.8
minimized_CNP0245905.2.pdbqt,-12.4
minimized_CNP0003410.0.pdbqt,-10.2
minimized_CNP0200220.2.pdbqt,-9.1
minimized_CNP0370175.2.pdbqt,-9.6
minimized_CNP0262326.3.pdbqt,-10.1
