Ligand,Score
minimized_CNP0179874.1.pdbqt,FAILED
minimized_CNP0370662.1.pdbqt,-7.8
minimized_CNP0119849.2.pdbqt,-6.8
minimized_CNP0157693.1.pdbqt,-7.1
minimized_CNP0237846.4.pdbqt,-7.0
minimized_CNP0162376.4.pdbqt,-7.1
minimized_CNP0252376.2.pdbqt,-7.2
minimized_CNP0363987.2.pdbqt,FAILED
minimized_CNP0255160.1.pdbqt,-7.1
minimized_CNP0411077.1.pdbqt,-6.5
minimized_CNP0603833.1.pdbqt,-6.7
minimized_CNP0193443.1.pdbqt,-7.4
minimized_CNP0011110.1.pdbqt,-8.3
minimized_CNP0108097.3.pdbqt,-7.5
minimized_CNP0011364.1.pdbqt,-8.5
minimized_CNP0104411.1.pdbqt,-7.6
minimized_CNP0168704.2.pdbqt,-6.9
minimized_CNP0180096.1.pdbqt,-8.9
minimized_CNP0182079.1.pdbqt,-8.3
minimized_CNP0011408.1.pdbqt,-8.3
minimized_CNP0099022.2.pdbqt,-9.6
minimized_CNP0476922.2.pdbqt,-9.7
minimized_CNP0111278.2.pdbqt,-8.0
minimized_CNP0124757.1.pdbqt,-10.5
minimized_CNP0137469.1.pdbqt,-9.1
minimized_CNP0354851.1.pdbqt,-9.7
minimized_CNP0105867.3.pdbqt,-8.7
minimized_CNP0446557.1.pdbqt,-8.9
minimized_CNP0209299.1.pdbqt,-11.1
minimized_CNP0228726.2.pdbqt,-10.5
minimized_CNP0275151.7.pdbqt,-10.8
minimized_CNP0245096.7.pdbqt,-11.4
minimized_CNP0275151.3.pdbqt,-10.8
minimized_CNP0245096.1.pdbqt,-12.1
minimized_CNP0118242.1.pdbqt,-11.0
