Ligand,Score
minimized_CNP0583532.1.pdbqt,-8.2
minimized_CNP0158955.2.pdbqt,-8.3
minimized_CNP0124450.1.pdbqt,-8.2
minimized_CNP0249746.1.pdbqt,-8.5
minimized_CNP0274572.1.pdbqt,-8.0
minimized_CNP0304186.3.pdbqt,-8.3
minimized_CNP0271790.1.pdbqt,-8.2
minimized_CNP0332026.1.pdbqt,-7.6
minimized_CNP0391012.1.pdbqt,-8.4
minimized_CNP0166545.1.pdbqt,-8.2
minimized_CNP0277404.1.pdbqt,-8.7
minimized_CNP0364651.2.pdbqt,-8.2
minimized_CNP0182946.3.pdbqt,-8.6
minimized_CNP0280010.1.pdbqt,-8.9
minimized_CNP0209103.1.pdbqt,-8.2
minimized_CNP0109285.2.pdbqt,-7.8
minimized_CNP0407002.1.pdbqt,-8.0
minimized_CNP0108624.1.pdbqt,-7.7
minimized_CNP0422390.2.pdbqt,-8.0
minimized_CNP0182946.11.pdbqt,-7.8
minimized_CNP0424541.1.pdbqt,-7.9
minimized_CNP0252480.2.pdbqt,-9.4
minimized_CNP0422390.3.pdbqt,-7.7
minimized_CNP0421678.1.pdbqt,-9.3
minimized_CNP0294610.1.pdbqt,-8.5
minimized_CNP0184295.1.pdbqt,-7.1
minimized_CNP0110673.4.pdbqt,-7.6
minimized_CNP0115695.1.pdbqt,-8.0
minimized_CNP0179859.2.pdbqt,-7.6
minimized_CNP0197479.2.pdbqt,-8.0
minimized_CNP0250896.1.pdbqt,-8.3
minimized_CNP0171826.3.pdbqt,-7.9
minimized_CNP0109285.1.pdbqt,-8.2
minimized_CNP0143883.3.pdbqt,-8.0
minimized_CNP0313179.1.pdbqt,-8.0
