Ligand,Score
minimized_CNP0595835.1.pdbqt,-6.403
minimized_CNP0544691.1.pdbqt,-6.603
minimized_CNP0492585.0.pdbqt,-6.252
minimized_CNP0527290.1.pdbqt,-5.699
minimized_CNP0497710.2.pdbqt,-6.219
minimized_CNP0305751.1.pdbqt,-12.95
minimized_CNP0594093.0.pdbqt,-7.652
minimized_CNP0058809.1.pdbqt,-10.18
minimized_CNP0340124.3.pdbqt,-10.14
minimized_CNP0500827.2.pdbqt,-6.349
minimized_CNP0528459.11.pdbqt,-10.8
minimized_CNP0558383.0.pdbqt,-6.183
minimized_CNP0601178.0.pdbqt,-6.768
minimized_CNP0037019.0.pdbqt,-7.047
minimized_CNP0134883.1.pdbqt,-10.39
minimized_CNP0585899.0.pdbqt,-5.415
minimized_CNP0602932.0.pdbqt,-6.348
minimized_CNP0012583.1.pdbqt,-10.25
minimized_CNP0497154.1.pdbqt,-6.816
minimized_CNP0234495.2.pdbqt,-9.761
minimized_CNP0595835.2.pdbqt,-6.461
minimized_CNP0489876.1.pdbqt,-6.683
minimized_CNP0531559.0.pdbqt,FAILED
minimized_CNP0043820.0.pdbqt,-9.279
minimized_CNP0077009.0.pdbqt,-10.26
minimized_CNP0107983.1.pdbqt,-10.56
minimized_CNP0470166.2.pdbqt,-10.04
minimized_CNP0480970.2.pdbqt,-6.482
minimized_CNP0456943.0.pdbqt,-9.443
minimized_CNP0559277.1.pdbqt,-6.706
minimized_CNP0107983.2.pdbqt,-9.713
minimized_CNP0481690.0.pdbqt,-6.823
minimized_CNP0601772.1.pdbqt,-5.455
minimized_CNP0540469.1.pdbqt,-6.765
minimized_CNP0584928.1.pdbqt,-6.398
