Ligand,Score
minimized_CNP0179047.0.pdbqt,FAILED
minimized_CNP0074262.2.pdbqt,-10.7
minimized_CNP0548354.0.pdbqt,-9.2
minimized_CNP0257215.0.pdbqt,-11.5
minimized_CNP0296597.1.pdbqt,-9.7
minimized_CNP0555886.0.pdbqt,-9.3
minimized_CNP0556572.1.pdbqt,-8.1
minimized_CNP0296597.4.pdbqt,-9.7
minimized_CNP0517413.1.pdbqt,-8.9
minimized_CNP0243285.1.pdbqt,-10.6
minimized_CNP0008471.1.pdbqt,-9.9
minimized_CNP0048675.1.pdbqt,-9.6
minimized_CNP0238259.1.pdbqt,-9.7
minimized_CNP0274632.9.pdbqt,-9.8
minimized_CNP0215502.5.pdbqt,-9.9
minimized_CNP0200666.2.pdbqt,-9.4
minimized_CNP0264193.1.pdbqt,-9.9
minimized_CNP0352806.0.pdbqt,-11.6
minimized_CNP0498968.0.pdbqt,-10.7
minimized_CNP0284832.0.pdbqt,-10.3
minimized_CNP0407104.2.pdbqt,-10.2
minimized_CNP0323122.0.pdbqt,-11.3
minimized_CNP0415416.0.pdbqt,-8.9
minimized_CNP0536399.1.pdbqt,-10.5
minimized_CNP0120490.0.pdbqt,-9.1
minimized_CNP0463167.1.pdbqt,-8.0
minimized_CNP0547913.1.pdbqt,-10.4
minimized_CNP0495757.5.pdbqt,-10.1
minimized_CNP0432351.1.pdbqt,-9.9
minimized_CNP0570088.5.pdbqt,-10.3
minimized_CNP0523921.1.pdbqt,-10.1
minimized_CNP0473499.1.pdbqt,-8.3
minimized_CNP0545312.2.pdbqt,-10.2
minimized_CNP0467827.0.pdbqt,-8.4
minimized_CNP0566996.1.pdbqt,-7.5
