Ligand,Score
minimized_CNP0350270.2.pdbqt,-6.8
minimized_CNP0205668.2.pdbqt,-7.0
minimized_CNP0317561.1.pdbqt,-6.6
minimized_CNP0256635.3.pdbqt,-6.8
minimized_CNP0129444.1.pdbqt,-6.9
minimized_CNP0180732.3.pdbqt,-7.0
minimized_CNP0179381.2.pdbqt,-9.4
minimized_CNP0148386.2.pdbqt,-8.4
minimized_CNP0322361.1.pdbqt,-8.0
minimized_CNP0434833.1.pdbqt,-8.3
minimized_CNP0141697.1.pdbqt,-8.6
minimized_CNP0191157.3.pdbqt,-9.0
minimized_CNP0402491.5.pdbqt,-8.3
minimized_CNP0435088.1.pdbqt,-7.9
minimized_CNP0079735.1.pdbqt,-9.1
minimized_CNP0424559.2.pdbqt,-9.5
minimized_CNP0163193.1.pdbqt,-8.7
minimized_CNP0551698.1.pdbqt,-8.8
minimized_CNP0178158.1.pdbqt,-7.9
minimized_CNP0288522.2.pdbqt,-8.9
minimized_CNP0317051.1.pdbqt,-7.5
minimized_CNP0211232.1.pdbqt,-9.6
minimized_CNP0140435.3.pdbqt,-9.1
minimized_CNP0099288.0.pdbqt,-9.4
minimized_CNP0424214.1.pdbqt,-8.4
minimized_CNP0247252.1.pdbqt,-9.0
minimized_CNP0284944.1.pdbqt,-9.0
minimized_CNP0427937.1.pdbqt,-9.2
minimized_CNP0550296.1.pdbqt,-5.8
minimized_CNP0604215.2.pdbqt,-5.6
minimized_CNP0554495.1.pdbqt,-5.6
minimized_CNP0557701.2.pdbqt,-5.3
minimized_CNP0557701.1.pdbqt,-5.9
minimized_CNP0526301.1.pdbqt,-4.8
minimized_CNP0526301.2.pdbqt,-5.4
