Ligand,Score
minimized_CNP0220680.2.pdbqt,-10.04
minimized_CNP0120558.3.pdbqt,-7.602
minimized_CNP0140208.2.pdbqt,-8.288
minimized_CNP0315172.1.pdbqt,-9.547
minimized_CNP0171627.1.pdbqt,-7.928
minimized_CNP0535451.1.pdbqt,-9.646
minimized_CNP0437330.2.pdbqt,-9.289
minimized_CNP0415380.1.pdbqt,-8.968
minimized_CNP0208290.1.pdbqt,-7.913
minimized_CNP0562523.0.pdbqt,-7.95
minimized_CNP0270166.6.pdbqt,-7.958
minimized_CNP0454732.4.pdbqt,-8.119
minimized_CNP0385242.1.pdbqt,-9.718
minimized_CNP0426194.1.pdbqt,-8.856
minimized_CNP0195957.1.pdbqt,-9.424
minimized_CNP0159712.1.pdbqt,-8.861
minimized_CNP0018879.0.pdbqt,-9.22
minimized_CNP0159051.3.pdbqt,-11.18
minimized_CNP0151008.2.pdbqt,-11.63
minimized_CNP0240835.1.pdbqt,-7.311
minimized_CNP0485443.1.pdbqt,-8.546
minimized_CNP0335847.6.pdbqt,-8.461
minimized_CNP0309229.3.pdbqt,-8.594
minimized_CNP0235078.2.pdbqt,-9.848
minimized_CNP0345884.3.pdbqt,-8.349
minimized_CNP0283287.1.pdbqt,-9.847
minimized_CNP0172879.2.pdbqt,-7.473
minimized_CNP0222091.3.pdbqt,-10.42
minimized_CNP0278124.1.pdbqt,-8.483
minimized_CNP0318440.2.pdbqt,-8.428
minimized_CNP0145712.2.pdbqt,-8.946
minimized_CNP0219411.0.pdbqt,-8.182
minimized_CNP0419824.4.pdbqt,-10.88
minimized_CNP0225329.7.pdbqt,-11.23
minimized_CNP0196376.7.pdbqt,-11.04
