Ligand,Score
minimized_CNP0031512.1.pdbqt,-6.5
minimized_CNP0211773.2.pdbqt,-7.0
minimized_CNP0126187.3.pdbqt,-6.9
minimized_CNP0280843.8.pdbqt,-6.9
minimized_CNP0209699.1.pdbqt,-8.6
minimized_CNP0597003.1.pdbqt,-8.1
minimized_CNP0221838.1.pdbqt,-9.3
minimized_CNP0392651.1.pdbqt,-8.5
minimized_CNP0384946.4.pdbqt,-9.3
minimized_CNP0223291.0.pdbqt,-8.5
minimized_CNP0114553.1.pdbqt,-9.4
minimized_CNP0252620.1.pdbqt,-9.5
minimized_CNP0280843.6.pdbqt,-7.1
minimized_CNP0114553.3.pdbqt,-9.5
minimized_CNP0349710.0.pdbqt,-7.4
minimized_CNP0233876.5.pdbqt,-10.1
minimized_CNP0126187.4.pdbqt,-7.1
minimized_CNP0245269.1.pdbqt,-9.3
minimized_CNP0130819.1.pdbqt,-9.6
minimized_CNP0164443.1.pdbqt,-7.8
minimized_CNP0114306.1.pdbqt,-6.9
minimized_CNP0101819.1.pdbqt,-8.7
minimized_CNP0407326.1.pdbqt,-10.8
minimized_CNP0426503.1.pdbqt,-11.9
minimized_CNP0168278.1.pdbqt,-10.1
minimized_CNP0168278.3.pdbqt,-10.2
minimized_CNP0491713.0.pdbqt,-8.8
minimized_CNP0571544.1.pdbqt,-8.3
minimized_CNP0339050.1.pdbqt,-11.6
minimized_CNP0070312.2.pdbqt,-8.6
minimized_CNP0339050.2.pdbqt,-11.5
minimized_CNP0069961.2.pdbqt,-10.5
minimized_CNP0066002.1.pdbqt,-8.8
minimized_CNP0063560.2.pdbqt,-12.2
minimized_CNP0032351.1.pdbqt,-10.5
