Ligand,Score
minimized_CNP0370189.0.pdbqt,-9.6
minimized_CNP0467846.0.pdbqt,-9.3
minimized_CNP0480672.0.pdbqt,-9.5
minimized_CNP0046745.0.pdbqt,-9.0
minimized_CNP0270316.0.pdbqt,-10.8
minimized_CNP0569458.0.pdbqt,-7.8
minimized_CNP0366843.0.pdbqt,-9.0
minimized_CNP0413521.0.pdbqt,-9.2
minimized_CNP0551311.0.pdbqt,-8.7
minimized_CNP0500155.0.pdbqt,FAILED
minimized_CNP0124727.0.pdbqt,-11.6
minimized_CNP0572471.0.pdbqt,-9.7
minimized_CNP0366152.0.pdbqt,-9.8
minimized_CNP0337914.0.pdbqt,-9.8
minimized_CNP0486761.0.pdbqt,-9.2
minimized_CNP0322233.0.pdbqt,-10.3
minimized_CNP0399219.0.pdbqt,-9.4
minimized_CNP0391237.0.pdbqt,-9.4
minimized_CNP0512218.0.pdbqt,-9.9
minimized_CNP0372419.0.pdbqt,-10.2
minimized_CNP0407642.0.pdbqt,-9.1
minimized_CNP0501559.0.pdbqt,-10.4
minimized_CNP0585223.0.pdbqt,-8.7
minimized_CNP0517323.0.pdbqt,-11.3
minimized_CNP0046725.0.pdbqt,-10.7
minimized_CNP0278953.0.pdbqt,-9.5
minimized_CNP0409658.0.pdbqt,-10.1
minimized_CNP0478002.0.pdbqt,-9.1
minimized_CNP0009917.0.pdbqt,-7.9
minimized_CNP0009913.0.pdbqt,-9.0
minimized_CNP0500340.0.pdbqt,-7.8
minimized_CNP0237328.0.pdbqt,-9.2
minimized_CNP0548018.0.pdbqt,-10.6
minimized_CNP0434519.0.pdbqt,-8.4
minimized_CNP0410341.0.pdbqt,-8.9
