Ligand,Score
minimized_CNP0013606.1.pdbqt,FAILED
minimized_CNP0260373.1.pdbqt,-8.8
minimized_CNP0113107.3.pdbqt,-8.4
minimized_CNP0436983.1.pdbqt,-8.2
minimized_CNP0367851.2.pdbqt,-9.9
minimized_CNP0490588.1.pdbqt,-8.6
minimized_CNP0426425.1.pdbqt,-7.1
minimized_CNP0303439.1.pdbqt,-8.1
minimized_CNP0005481.1.pdbqt,-8.7
minimized_CNP0405584.1.pdbqt,-6.8
minimized_CNP0070925.1.pdbqt,-9.7
minimized_CNP0588840.1.pdbqt,-8.2
minimized_CNP0490751.4.pdbqt,-9.8
minimized_CNP0260097.1.pdbqt,-9.0
minimized_CNP0381894.2.pdbqt,-10.6
minimized_CNP0460874.2.pdbqt,-8.6
minimized_CNP0484220.1.pdbqt,-8.2
minimized_CNP0385763.2.pdbqt,-9.1
minimized_CNP0163155.1.pdbqt,-9.0
minimized_CNP0167996.1.pdbqt,-8.7
minimized_CNP0441660.2.pdbqt,-8.6
minimized_CNP0583137.1.pdbqt,-10.7
minimized_CNP0005698.1.pdbqt,-7.4
minimized_CNP0312711.1.pdbqt,-7.4
minimized_CNP0349551.1.pdbqt,-9.0
minimized_CNP0190962.2.pdbqt,-8.6
minimized_CNP0444836.1.pdbqt,-8.8
minimized_CNP0441821.2.pdbqt,-8.6
minimized_CNP0583863.3.pdbqt,-10.0
minimized_CNP0523283.1.pdbqt,-9.0
minimized_CNP0311045.2.pdbqt,-9.5
minimized_CNP0252966.1.pdbqt,-8.3
minimized_CNP0445642.2.pdbqt,-9.4
minimized_CNP0451276.1.pdbqt,-8.9
minimized_CNP0367306.2.pdbqt,-7.3
