Ligand,Score
minimized_CNP0412144.1.pdbqt,-8.8
minimized_CNP0110867.2.pdbqt,-9.6
minimized_CNP0299526.2.pdbqt,-9.7
minimized_CNP0299526.3.pdbqt,-9.8
minimized_CNP0117731.1.pdbqt,-8.4
minimized_CNP0079165.0.pdbqt,-8.7
minimized_CNP0351795.1.pdbqt,-9.4
minimized_CNP0229613.1.pdbqt,-8.9
minimized_CNP0212456.1.pdbqt,-9.1
minimized_CNP0055268.3.pdbqt,-8.9
minimized_CNP0564906.0.pdbqt,FAILED
minimized_CNP0159099.1.pdbqt,-8.3
minimized_CNP0325812.0.pdbqt,-7.6
minimized_CNP0433307.0.pdbqt,-8.1
minimized_CNP0152940.1.pdbqt,-10.1
minimized_CNP0231490.2.pdbqt,-7.5
minimized_CNP0087330.2.pdbqt,-9.4
minimized_CNP0209174.0.pdbqt,-7.2
minimized_CNP0001673.1.pdbqt,-9.7
minimized_CNP0038041.0.pdbqt,-7.3
minimized_CNP0491473.0.pdbqt,-7.8
minimized_CNP0291047.1.pdbqt,-9.5
minimized_CNP0558425.1.pdbqt,-8.2
minimized_CNP0555714.2.pdbqt,-8.4
minimized_CNP0160518.1.pdbqt,-9.0
minimized_CNP0356874.1.pdbqt,-8.5
minimized_CNP0554762.1.pdbqt,-7.7
minimized_CNP0238994.0.pdbqt,-10.1
minimized_CNP0331517.0.pdbqt,-7.5
minimized_CNP0348304.0.pdbqt,-9.0
minimized_CNP0139670.1.pdbqt,-7.0
minimized_CNP0171588.1.pdbqt,-8.6
minimized_CNP0038330.1.pdbqt,-7.3
minimized_CNP0392194.1.pdbqt,-8.1
minimized_CNP0515127.0.pdbqt,-6.6
