Ligand,Score
minimized_CNP0049064.1.pdbqt,-9.7
minimized_CNP0049064.2.pdbqt,-10.7
minimized_CNP0123172.1.pdbqt,-9.7
minimized_CNP0232191.7.pdbqt,-9.4
minimized_CNP0221504.1.pdbqt,-11.1
minimized_CNP0198240.18.pdbqt,-9.6
minimized_CNP0314729.1.pdbqt,-11.6
minimized_CNP0302263.9.pdbqt,-11.0
minimized_CNP0107756.1.pdbqt,-10.9
minimized_CNP0191050.1.pdbqt,-10.7
minimized_CNP0268715.33.pdbqt,-10.0
minimized_CNP0212622.8.pdbqt,-9.7
minimized_CNP0191750.1.pdbqt,-9.8
minimized_CNP0173184.2.pdbqt,-10.3
minimized_CNP0272930.17.pdbqt,-9.5
minimized_CNP0271656.2.pdbqt,-11.4
minimized_CNP0196730.5.pdbqt,-10.8
minimized_CNP0196931.4.pdbqt,-11.7
minimized_CNP0188525.5.pdbqt,-11.8
minimized_CNP0185742.1.pdbqt,-11.3
minimized_CNP0357681.1.pdbqt,-10.2
minimized_CNP0107290.3.pdbqt,-11.5
minimized_CNP0166762.1.pdbqt,-11.1
minimized_CNP0081477.1.pdbqt,-11.1
minimized_CNP0236837.2.pdbqt,-11.6
minimized_CNP0226341.1.pdbqt,-11.3
minimized_CNP0252610.9.pdbqt,-11.6
minimized_CNP0524751.1.pdbqt,-6.3
minimized_CNP0567935.1.pdbqt,-5.8
minimized_CNP0505068.2.pdbqt,-6.7
minimized_CNP0119976.1.pdbqt,-10.0
minimized_CNP0540238.1.pdbqt,-7.0
minimized_CNP0549121.1.pdbqt,-6.6
minimized_CNP0602258.1.pdbqt,-6.7
minimized_CNP0531830.1.pdbqt,-6.3
