Ligand,Score
minimized_CNP0524347.0.pdbqt,-7.8
minimized_CNP0055508.2.pdbqt,-9.9
minimized_CNP0249711.2.pdbqt,-7.2
minimized_CNP0185049.5.pdbqt,-7.4
minimized_CNP0160397.1.pdbqt,-7.8
minimized_CNP0078330.0.pdbqt,-7.6
minimized_CNP0188698.1.pdbqt,-7.2
minimized_CNP0227407.1.pdbqt,-10.6
minimized_CNP0362158.2.pdbqt,-6.8
minimized_CNP0265247.1.pdbqt,-10.2
minimized_CNP0178124.1.pdbqt,-10.4
minimized_CNP0280888.1.pdbqt,-6.4
minimized_CNP0185827.1.pdbqt,-8.4
minimized_CNP0255984.0.pdbqt,-10.3
minimized_CNP0147379.5.pdbqt,-9.6
minimized_CNP0008052.3.pdbqt,-9.3
minimized_CNP0426027.1.pdbqt,-9.3
minimized_CNP0218665.2.pdbqt,-6.3
minimized_CNP0192758.4.pdbqt,-6.5
minimized_CNP0225886.2.pdbqt,-11.6
minimized_CNP0420992.1.pdbqt,-9.6
minimized_CNP0365989.1.pdbqt,-8.0
minimized_CNP0090204.1.pdbqt,-10.6
minimized_CNP0372319.1.pdbqt,-8.5
minimized_CNP0425699.2.pdbqt,-8.5
minimized_CNP0156584.4.pdbqt,-9.3
minimized_CNP0140991.1.pdbqt,-9.8
minimized_CNP0210013.1.pdbqt,-9.2
minimized_CNP0530612.1.pdbqt,-6.8
minimized_CNP0596665.1.pdbqt,-7.4
minimized_CNP0531409.1.pdbqt,-6.4
minimized_CNP0480985.1.pdbqt,-6.2
minimized_CNP0553080.1.pdbqt,-6.4
minimized_CNP0547997.1.pdbqt,-6.6
minimized_CNP0511099.1.pdbqt,-6.7
