Ligand,Score
minimized_CNP0225309.0.pdbqt,-8.322
minimized_CNP0498354.0.pdbqt,-8.563
minimized_CNP0506628.0.pdbqt,-8.802
minimized_CNP0077963.0.pdbqt,-7.313
minimized_CNP0513046.0.pdbqt,-7.169
minimized_CNP0217956.0.pdbqt,-8.774
minimized_CNP0445729.0.pdbqt,-8.437
minimized_CNP0463950.6.pdbqt,-9.26
minimized_CNP0188942.1.pdbqt,-9.082
minimized_CNP0576314.0.pdbqt,-8.429
minimized_CNP0213699.0.pdbqt,-6.93
minimized_CNP0565244.0.pdbqt,-11.2
minimized_CNP0297118.0.pdbqt,-8.373
minimized_CNP0517921.0.pdbqt,-6.16
minimized_CNP0565949.0.pdbqt,-7.012
minimized_CNP0457473.4.pdbqt,-7.458
minimized_CNP0059557.0.pdbqt,-7.337
minimized_CNP0092313.0.pdbqt,-9.306
minimized_CNP0318896.1.pdbqt,-8.732
minimized_CNP0553652.0.pdbqt,-6.246
minimized_CNP0535860.0.pdbqt,-8.139
minimized_CNP0482226.4.pdbqt,-6.98
minimized_CNP0375802.0.pdbqt,-9.853
minimized_CNP0345788.0.pdbqt,-7.366
minimized_CNP0367610.0.pdbqt,-7.079
minimized_CNP0556945.0.pdbqt,-9.317
minimized_CNP0116712.0.pdbqt,-7.813
minimized_CNP0364409.0.pdbqt,FAILED
minimized_CNP0254960.0.pdbqt,-7.459
minimized_CNP0554766.0.pdbqt,-7.624
minimized_CNP0582081.1.pdbqt,-8.377
minimized_CNP0382329.0.pdbqt,-7.381
minimized_CNP0398680.0.pdbqt,-8.182
minimized_CNP0201677.0.pdbqt,-7.939
minimized_CNP0482226.3.pdbqt,-6.555
