Ligand,Score
minimized_CNP0017666.1.pdbqt,-8.6
minimized_CNP0088086.2.pdbqt,-8.2
minimized_CNP0577835.1.pdbqt,-8.6
minimized_CNP0334188.1.pdbqt,-7.8
minimized_CNP0329892.2.pdbqt,-10.7
minimized_CNP0306674.1.pdbqt,-8.6
minimized_CNP0303038.1.pdbqt,-7.8
minimized_CNP0287263.2.pdbqt,-10.3
minimized_CNP0146227.2.pdbqt,-7.4
minimized_CNP0137203.1.pdbqt,-8.8
minimized_CNP0507423.3.pdbqt,-10.2
minimized_CNP0215830.1.pdbqt,-8.8
minimized_CNP0086803.1.pdbqt,-10.4
minimized_CNP0503851.2.pdbqt,-10.7
minimized_CNP0141126.1.pdbqt,-9.1
minimized_CNP0171846.1.pdbqt,-10.0
minimized_CNP0490211.1.pdbqt,-10.6
minimized_CNP0320722.1.pdbqt,-9.9
minimized_CNP0519191.2.pdbqt,-9.8
minimized_CNP0208540.1.pdbqt,-10.7
minimized_CNP0582419.1.pdbqt,-9.4
minimized_CNP0133495.0.pdbqt,-9.9
minimized_CNP0272002.4.pdbqt,-9.7
minimized_CNP0169887.1.pdbqt,-8.6
minimized_CNP0496483.4.pdbqt,-10.3
minimized_CNP0496483.3.pdbqt,-9.8
minimized_CNP0192219.5.pdbqt,-10.1
minimized_CNP0582426.1.pdbqt,-9.8
minimized_CNP0272002.2.pdbqt,-9.9
minimized_CNP0131076.1.pdbqt,-10.3
minimized_CNP0573388.2.pdbqt,-10.3
minimized_CNP0436705.1.pdbqt,-11.8
minimized_CNP0196270.1.pdbqt,-9.9
minimized_CNP0325148.3.pdbqt,-11.1
minimized_CNP0241797.3.pdbqt,-10.4
