Ligand,Score
minimized_CNP0172710.3.pdbqt,FAILED
minimized_CNP0126578.1.pdbqt,-9.0
minimized_CNP0013415.3.pdbqt,-8.1
minimized_CNP0372373.2.pdbqt,-6.5
minimized_CNP0552309.0.pdbqt,-5.4
minimized_CNP0410814.1.pdbqt,-5.1
minimized_CNP0013450.2.pdbqt,-8.4
minimized_CNP0442846.1.pdbqt,-10.8
minimized_CNP0344789.2.pdbqt,-9.4
minimized_CNP0002838.0.pdbqt,-5.6
minimized_CNP0200529.1.pdbqt,-10.4
minimized_CNP0194558.5.pdbqt,-10.2
minimized_CNP0269231.1.pdbqt,-5.6
minimized_CNP0344512.10.pdbqt,-8.8
minimized_CNP0273840.0.pdbqt,-10.6
minimized_CNP0351974.0.pdbqt,-5.5
minimized_CNP0506925.1.pdbqt,-9.4
minimized_CNP0538554.0.pdbqt,-9.2
minimized_CNP0249996.1.pdbqt,-7.5
minimized_CNP0037338.1.pdbqt,-8.0
minimized_CNP0249238.4.pdbqt,-9.4
minimized_CNP0341843.2.pdbqt,-9.3
minimized_CNP0344512.11.pdbqt,-8.8
minimized_CNP0563328.1.pdbqt,-9.1
minimized_CNP0573127.1.pdbqt,-10.4
minimized_CNP0270784.3.pdbqt,-8.4
minimized_CNP0002669.0.pdbqt,-5.8
minimized_CNP0122956.0.pdbqt,-8.8
minimized_CNP0376732.2.pdbqt,-10.1
minimized_CNP0344512.6.pdbqt,-9.1
minimized_CNP0267956.0.pdbqt,-9.5
minimized_CNP0595914.1.pdbqt,-9.5
minimized_CNP0445975.2.pdbqt,-8.4
minimized_CNP0581626.0.pdbqt,-9.0
minimized_CNP0000196.0.pdbqt,-8.7
