Ligand,Score
minimized_CNP0112625.2.pdbqt,-6.7
minimized_CNP0257218.2.pdbqt,-6.8
minimized_CNP0266981.1.pdbqt,-6.0
minimized_CNP0247087.1.pdbqt,-7.2
minimized_CNP0369151.0.pdbqt,-8.9
minimized_CNP0220311.1.pdbqt,-7.5
minimized_CNP0115780.0.pdbqt,-6.3
minimized_CNP0231882.1.pdbqt,-6.8
minimized_CNP0147344.1.pdbqt,-6.8
minimized_CNP0515013.1.pdbqt,-7.3
minimized_CNP0128852.0.pdbqt,-8.1
minimized_CNP0561196.1.pdbqt,-6.6
minimized_CNP0351877.1.pdbqt,-7.7
minimized_CNP0536191.1.pdbqt,-6.3
minimized_CNP0602581.1.pdbqt,-6.3
minimized_CNP0484051.0.pdbqt,-6.8
minimized_CNP0128129.2.pdbqt,-7.0
minimized_CNP0551460.1.pdbqt,-6.2
minimized_CNP0555958.1.pdbqt,-5.9
minimized_CNP0579263.2.pdbqt,-6.9
minimized_CNP0512364.1.pdbqt,-6.6
minimized_CNP0550515.1.pdbqt,-6.0
minimized_CNP0238092.1.pdbqt,-7.8
minimized_CNP0540923.1.pdbqt,-6.7
minimized_CNP0541468.1.pdbqt,-6.2
minimized_CNP0266055.1.pdbqt,-7.4
minimized_CNP0346643.2.pdbqt,-6.5
minimized_CNP0084120.2.pdbqt,-6.8
minimized_CNP0512025.1.pdbqt,-6.1
minimized_CNP0515898.1.pdbqt,-6.7
minimized_CNP0084124.2.pdbqt,-6.9
minimized_CNP0207970.1.pdbqt,-6.8
minimized_CNP0600653.1.pdbqt,-6.5
minimized_CNP0336109.0.pdbqt,-6.4
minimized_CNP0194189.0.pdbqt,-7.0
