Ligand,Score
minimized_CNP0169613.1.pdbqt,-9.7
minimized_CNP0147524.1.pdbqt,-10.1
minimized_CNP0287611.7.pdbqt,-10.6
minimized_CNP0145825.1.pdbqt,-10.5
minimized_CNP0514108.1.pdbqt,-5.3
minimized_CNP0218689.1.pdbqt,-10.3
minimized_CNP0248330.6.pdbqt,-9.4
minimized_CNP0572897.1.pdbqt,-6.3
minimized_CNP0509851.1.pdbqt,-6.5
minimized_CNP0527962.2.pdbqt,-5.8
minimized_CNP0186252.2.pdbqt,-11.4
minimized_CNP0481212.1.pdbqt,-5.5
minimized_CNP0566157.2.pdbqt,-5.9
minimized_CNP0580314.1.pdbqt,-6.0
minimized_CNP0540168.2.pdbqt,-5.8
minimized_CNP0494908.1.pdbqt,-6.3
minimized_CNP0514108.2.pdbqt,-4.8
minimized_CNP0569269.1.pdbqt,-4.0
minimized_CNP0585023.1.pdbqt,-5.1
minimized_CNP0516897.2.pdbqt,-6.1
minimized_CNP0550552.2.pdbqt,-6.3
minimized_CNP0550260.2.pdbqt,-6.1
minimized_CNP0483003.2.pdbqt,-6.0
minimized_CNP0499067.1.pdbqt,-6.4
minimized_CNP0604058.2.pdbqt,-4.1
minimized_CNP0500389.2.pdbqt,-6.2
minimized_CNP0508196.2.pdbqt,-4.3
minimized_CNP0527962.1.pdbqt,-6.4
minimized_CNP0580314.2.pdbqt,-5.5
minimized_CNP0575915.1.pdbqt,-4.5
minimized_CNP0561559.2.pdbqt,-6.1
minimized_CNP0586125.1.pdbqt,-5.8
minimized_CNP0589559.2.pdbqt,-6.0
minimized_CNP0479668.2.pdbqt,-5.2
minimized_CNP0481212.2.pdbqt,-6.2
