Ligand,Score
minimized_CNP0405920.1.pdbqt,-10.0
minimized_CNP0594564.1.pdbqt,-9.9
minimized_CNP0106986.1.pdbqt,-10.2
minimized_CNP0245328.2.pdbqt,FAILED
minimized_CNP0385423.2.pdbqt,-9.9
minimized_CNP0126195.1.pdbqt,-8.7
minimized_CNP0605295.1.pdbqt,-9.4
minimized_CNP0137390.3.pdbqt,-9.8
minimized_CNP0341902.2.pdbqt,-9.2
minimized_CNP0387128.5.pdbqt,-9.3
minimized_CNP0264821.1.pdbqt,-9.2
minimized_CNP0521059.1.pdbqt,-9.4
minimized_CNP0140799.5.pdbqt,-10.5
minimized_CNP0536134.1.pdbqt,-9.6
minimized_CNP0346172.1.pdbqt,-9.5
minimized_CNP0371119.3.pdbqt,-10.7
minimized_CNP0381293.3.pdbqt,-8.5
minimized_CNP0532937.1.pdbqt,-8.7
minimized_CNP0483235.1.pdbqt,-10.1
minimized_CNP0323883.1.pdbqt,-9.8
minimized_CNP0537744.1.pdbqt,-10.0
minimized_CNP0381293.2.pdbqt,-9.4
minimized_CNP0080280.1.pdbqt,-9.5
minimized_CNP0528448.2.pdbqt,-9.2
minimized_CNP0388128.4.pdbqt,-11.2
minimized_CNP0156083.1.pdbqt,-10.9
minimized_CNP0589872.1.pdbqt,-10.3
minimized_CNP0334139.4.pdbqt,-9.1
minimized_CNP0367864.2.pdbqt,-8.8
minimized_CNP0604778.1.pdbqt,-10.2
minimized_CNP0413794.0.pdbqt,-9.3
minimized_CNP0545806.2.pdbqt,-9.6
minimized_CNP0475455.1.pdbqt,-9.2
minimized_CNP0313519.1.pdbqt,-9.8
minimized_CNP0223713.2.pdbqt,-9.9
