Ligand,Score
minimized_CNP0500356.1.pdbqt,FAILED
minimized_CNP0594888.1.pdbqt,-7.9
minimized_CNP0484662.1.pdbqt,-9.7
minimized_CNP0574826.1.pdbqt,-10.3
minimized_CNP0531152.1.pdbqt,-10.3
minimized_CNP0109269.4.pdbqt,-8.0
minimized_CNP0368321.1.pdbqt,-9.8
minimized_CNP0600878.3.pdbqt,-9.3
minimized_CNP0191529.0.pdbqt,-7.8
minimized_CNP0341611.4.pdbqt,-9.5
minimized_CNP0248247.3.pdbqt,-8.5
minimized_CNP0525032.2.pdbqt,-9.3
minimized_CNP0368146.2.pdbqt,-10.0
minimized_CNP0584169.1.pdbqt,-11.5
minimized_CNP0595668.1.pdbqt,-10.0
minimized_CNP0248247.2.pdbqt,-7.9
minimized_CNP0071439.1.pdbqt,-9.5
minimized_CNP0039804.1.pdbqt,-8.2
minimized_CNP0547689.1.pdbqt,-10.6
minimized_CNP0523812.1.pdbqt,-9.9
minimized_CNP0255438.1.pdbqt,-9.2
minimized_CNP0368146.1.pdbqt,-9.2
minimized_CNP0208404.1.pdbqt,-8.3
minimized_CNP0391109.1.pdbqt,-9.2
minimized_CNP0255438.3.pdbqt,-9.0
minimized_CNP0432256.1.pdbqt,-9.2
minimized_CNP0553170.1.pdbqt,-9.4
minimized_CNP0396395.1.pdbqt,-9.0
minimized_CNP0168406.1.pdbqt,-10.3
minimized_CNP0353670.1.pdbqt,-9.2
minimized_CNP0267463.1.pdbqt,-9.7
minimized_CNP0204144.1.pdbqt,-10.7
minimized_CNP0318108.0.pdbqt,-9.1
minimized_CNP0147519.0.pdbqt,-9.9
minimized_CNP0310862.1.pdbqt,-9.8
