Ligand,Score
minimized_CNP0079488.0.pdbqt,FAILED
minimized_CNP0463754.1.pdbqt,FAILED
minimized_CNP0172744.4.pdbqt,-9.0
minimized_CNP0261763.1.pdbqt,-10.6
minimized_CNP0112690.1.pdbqt,-6.4
minimized_CNP0086940.4.pdbqt,-9.5
minimized_CNP0318493.3.pdbqt,-6.4
minimized_CNP0276460.2.pdbqt,-9.1
minimized_CNP0285431.1.pdbqt,-7.0
minimized_CNP0315359.1.pdbqt,-5.8
minimized_CNP0318493.4.pdbqt,-6.4
minimized_CNP0313547.1.pdbqt,-9.5
minimized_CNP0326398.1.pdbqt,-9.5
minimized_CNP0196066.4.pdbqt,-8.0
minimized_CNP0193970.1.pdbqt,-8.3
minimized_CNP0159963.2.pdbqt,-8.7
minimized_CNP0221456.1.pdbqt,-8.2
minimized_CNP0224497.2.pdbqt,-8.9
minimized_CNP0548984.1.pdbqt,-8.8
minimized_CNP0544990.1.pdbqt,-7.4
minimized_CNP0083130.1.pdbqt,-6.9
minimized_CNP0320842.1.pdbqt,-8.2
minimized_CNP0141222.1.pdbqt,-8.3
minimized_CNP0350031.1.pdbqt,-8.7
minimized_CNP0152963.8.pdbqt,-9.2
minimized_CNP0222642.1.pdbqt,-8.1
minimized_CNP0453100.7.pdbqt,-8.7
minimized_CNP0237698.3.pdbqt,-10.1
minimized_CNP0276377.3.pdbqt,-8.7
minimized_CNP0262403.2.pdbqt,-8.9
minimized_CNP0160691.1.pdbqt,-9.1
minimized_CNP0152963.7.pdbqt,-8.2
minimized_CNP0216745.1.pdbqt,-7.9
minimized_CNP0301864.0.pdbqt,-7.3
minimized_CNP0306145.2.pdbqt,-8.3
