Ligand,Score
minimized_CNP0334491.1.pdbqt,FAILED
minimized_CNP0286650.1.pdbqt,FAILED
minimized_CNP0573835.1.pdbqt,-4.7
minimized_CNP0336900.0.pdbqt,-4.7
minimized_CNP0424948.1.pdbqt,-8.4
minimized_CNP0249508.1.pdbqt,-6.3
minimized_CNP0256802.1.pdbqt,-7.6
minimized_CNP0203269.2.pdbqt,-6.2
minimized_CNP0363971.1.pdbqt,-9.5
minimized_CNP0155702.2.pdbqt,-9.2
minimized_CNP0253819.1.pdbqt,-5.7
minimized_CNP0171857.1.pdbqt,FAILED
minimized_CNP0462417.3.pdbqt,-8.7
minimized_CNP0322346.1.pdbqt,-11.0
minimized_CNP0088578.1.pdbqt,-10.4
minimized_CNP0579466.0.pdbqt,-10.1
minimized_CNP0545122.1.pdbqt,-7.8
minimized_CNP0007076.1.pdbqt,-10.9
minimized_CNP0423749.1.pdbqt,-9.8
minimized_CNP0577617.1.pdbqt,-9.0
minimized_CNP0084659.1.pdbqt,-8.8
minimized_CNP0509475.2.pdbqt,-6.0
minimized_CNP0534493.2.pdbqt,-4.3
minimized_CNP0599825.2.pdbqt,-6.4
minimized_CNP0548109.2.pdbqt,-6.7
minimized_CNP0548109.1.pdbqt,-6.5
minimized_CNP0509914.2.pdbqt,-6.1
minimized_CNP0568330.1.pdbqt,-6.3
minimized_CNP0336435.1.pdbqt,-9.0
minimized_CNP0154273.1.pdbqt,-7.8
minimized_CNP0484825.1.pdbqt,-11.2
minimized_CNP0076638.1.pdbqt,-9.9
minimized_CNP0089192.1.pdbqt,-7.0
minimized_CNP0003409.0.pdbqt,-9.0
minimized_CNP0055536.1.pdbqt,-8.8
