Ligand,Score
minimized_CNP0070050.2.pdbqt,-8.0
minimized_CNP0315262.1.pdbqt,-9.5
minimized_CNP0070050.1.pdbqt,-7.8
minimized_CNP0341818.1.pdbqt,-9.2
minimized_CNP0364329.2.pdbqt,-10.3
minimized_CNP0038213.3.pdbqt,-10.6
minimized_CNP0290739.1.pdbqt,-12.3
minimized_CNP0333148.1.pdbqt,-9.8
minimized_CNP0130382.3.pdbqt,-11.5
minimized_CNP0410699.1.pdbqt,-11.0
minimized_CNP0099928.1.pdbqt,-12.2
minimized_CNP0048804.3.pdbqt,-7.8
minimized_CNP0271084.2.pdbqt,-10.0
minimized_CNP0235375.1.pdbqt,-9.7
minimized_CNP0193280.1.pdbqt,-11.4
minimized_CNP0360073.1.pdbqt,-11.7
minimized_CNP0212966.2.pdbqt,-10.8
minimized_CNP0170612.1.pdbqt,-11.4
minimized_CNP0327050.1.pdbqt,-12.2
minimized_CNP0602065.1.pdbqt,-9.0
minimized_CNP0179282.1.pdbqt,-11.6
minimized_CNP0490764.1.pdbqt,-10.0
minimized_CNP0288299.3.pdbqt,-11.3
minimized_CNP0060903.1.pdbqt,-10.7
minimized_CNP0201031.3.pdbqt,-9.8
minimized_CNP0335283.3.pdbqt,-10.6
minimized_CNP0035024.1.pdbqt,-12.5
minimized_CNP0202678.1.pdbqt,-10.9
minimized_CNP0172992.1.pdbqt,-11.5
minimized_CNP0196036.4.pdbqt,-11.2
minimized_CNP0312578.1.pdbqt,-9.6
minimized_CNP0173221.0.pdbqt,-10.1
minimized_CNP0093608.1.pdbqt,-10.9
minimized_CNP0190674.1.pdbqt,-8.7
minimized_CNP0190674.2.pdbqt,-10.0
