Ligand,Score
minimized_CNP0257736.2.pdbqt,-10.3
minimized_CNP0562028.2.pdbqt,-9.3
minimized_CNP0198036.2.pdbqt,-10.9
minimized_CNP0292412.1.pdbqt,-8.7
minimized_CNP0349622.1.pdbqt,-10.1
minimized_CNP0169910.1.pdbqt,-8.6
minimized_CNP0589057.1.pdbqt,-10.5
minimized_CNP0160556.1.pdbqt,-9.3
minimized_CNP0307292.1.pdbqt,-9.4
minimized_CNP0594323.2.pdbqt,-9.8
minimized_CNP0407007.1.pdbqt,-9.8
minimized_CNP0379554.1.pdbqt,-9.6
minimized_CNP0051560.1.pdbqt,-9.4
minimized_CNP0012274.1.pdbqt,-9.2
minimized_CNP0024396.2.pdbqt,-10.0
minimized_CNP0176279.2.pdbqt,-11.0
minimized_CNP0520844.1.pdbqt,-9.1
minimized_CNP0384832.2.pdbqt,-10.8
minimized_CNP0147689.1.pdbqt,-10.3
minimized_CNP0443756.1.pdbqt,-9.7
minimized_CNP0268593.1.pdbqt,-9.6
minimized_CNP0141166.0.pdbqt,-7.5
minimized_CNP0004306.1.pdbqt,-9.8
minimized_CNP0575234.2.pdbqt,-9.5
minimized_CNP0153781.1.pdbqt,-11.6
minimized_CNP0481584.1.pdbqt,-9.3
minimized_CNP0106157.1.pdbqt,-9.3
minimized_CNP0282454.1.pdbqt,-9.1
minimized_CNP0138676.4.pdbqt,-9.3
minimized_CNP0138676.6.pdbqt,-10.5
minimized_CNP0092985.1.pdbqt,-12.3
minimized_CNP0386799.1.pdbqt,-7.6
minimized_CNP0324648.1.pdbqt,-11.3
minimized_CNP0343761.0.pdbqt,-10.7
minimized_CNP0590356.1.pdbqt,-9.8
