Ligand,Score
minimized_CNP0592899.1.pdbqt,FAILED
minimized_CNP0256203.1.pdbqt,-8.8
minimized_CNP0135454.1.pdbqt,-8.8
minimized_CNP0287516.1.pdbqt,-8.0
minimized_CNP0142055.3.pdbqt,-7.5
minimized_CNP0124934.1.pdbqt,-10.5
minimized_CNP0292394.1.pdbqt,-8.3
minimized_CNP0415918.4.pdbqt,-7.5
minimized_CNP0330909.1.pdbqt,-7.6
minimized_CNP0339280.1.pdbqt,-8.5
minimized_CNP0466437.1.pdbqt,-7.4
minimized_CNP0123762.2.pdbqt,-7.9
minimized_CNP0254139.2.pdbqt,-7.2
minimized_CNP0266070.1.pdbqt,-8.3
minimized_CNP0003484.0.pdbqt,-8.4
minimized_CNP0526596.1.pdbqt,-7.2
minimized_CNP0087053.7.pdbqt,-9.2
minimized_CNP0139397.4.pdbqt,-8.3
minimized_CNP0190848.5.pdbqt,-8.6
minimized_CNP0165569.4.pdbqt,-7.0
minimized_CNP0587241.1.pdbqt,-8.2
minimized_CNP0352713.1.pdbqt,-7.8
minimized_CNP0147169.1.pdbqt,-6.8
minimized_CNP0421768.2.pdbqt,-8.2
minimized_CNP0163811.2.pdbqt,-8.6
minimized_CNP0110600.2.pdbqt,-8.6
minimized_CNP0353301.1.pdbqt,-9.3
minimized_CNP0139397.9.pdbqt,-8.2
minimized_CNP0280669.4.pdbqt,-7.5
minimized_CNP0539896.1.pdbqt,-5.7
minimized_CNP0557342.1.pdbqt,-6.6
minimized_CNP0328545.2.pdbqt,-7.3
minimized_CNP0300622.1.pdbqt,-8.4
minimized_CNP0559400.1.pdbqt,-6.1
minimized_CNP0592365.1.pdbqt,-5.9
