Ligand,Score
minimized_CNP0578113.2.pdbqt,-9.5
minimized_CNP0220184.1.pdbqt,-9.1
minimized_CNP0531701.1.pdbqt,-7.3
minimized_CNP0110630.2.pdbqt,-7.8
minimized_CNP0160418.1.pdbqt,-9.8
minimized_CNP0387446.5.pdbqt,-10.2
minimized_CNP0106001.2.pdbqt,-9.4
minimized_CNP0354128.1.pdbqt,-8.0
minimized_CNP0137055.1.pdbqt,-9.5
minimized_CNP0345275.1.pdbqt,-8.5
minimized_CNP0351951.3.pdbqt,-7.1
minimized_CNP0109584.1.pdbqt,-8.8
minimized_CNP0434185.1.pdbqt,-9.4
minimized_CNP0370542.11.pdbqt,-8.8
minimized_CNP0269047.1.pdbqt,-9.8
minimized_CNP0372492.5.pdbqt,-9.1
minimized_CNP0153171.0.pdbqt,-10.2
minimized_CNP0166950.1.pdbqt,-10.2
minimized_CNP0205618.1.pdbqt,-6.9
minimized_CNP0387446.4.pdbqt,-9.9
minimized_CNP0436409.1.pdbqt,-9.4
minimized_CNP0213331.1.pdbqt,-8.4
minimized_CNP0180725.1.pdbqt,-9.6
minimized_CNP0101599.1.pdbqt,-9.6
minimized_CNP0254210.1.pdbqt,-9.7
minimized_CNP0206356.2.pdbqt,-9.9
minimized_CNP0105920.2.pdbqt,-8.4
minimized_CNP0386897.3.pdbqt,-9.3
minimized_CNP0580581.1.pdbqt,-10.0
minimized_CNP0201016.2.pdbqt,-9.2
minimized_CNP0182822.2.pdbqt,-8.3
minimized_CNP0299006.6.pdbqt,-10.3
minimized_CNP0192810.2.pdbqt,-10.1
minimized_CNP0101689.2.pdbqt,-9.0
minimized_CNP0238845.0.pdbqt,-7.4
