Ligand,Score
minimized_CNP0271503.1.pdbqt,-9.6
minimized_CNP0164244.6.pdbqt,-8.4
minimized_CNP0134533.3.pdbqt,-9.9
minimized_CNP0424830.1.pdbqt,-10.6
minimized_CNP0291559.1.pdbqt,-10.4
minimized_CNP0273081.2.pdbqt,-9.1
minimized_CNP0164244.7.pdbqt,-8.6
minimized_CNP0245114.1.pdbqt,-9.9
minimized_CNP0362628.2.pdbqt,-8.2
minimized_CNP0294002.1.pdbqt,-9.5
minimized_CNP0071387.1.pdbqt,-9.7
minimized_CNP0246172.1.pdbqt,-9.5
minimized_CNP0197753.2.pdbqt,-8.1
minimized_CNP0274550.1.pdbqt,-8.5
minimized_CNP0171736.1.pdbqt,-9.8
minimized_CNP0202433.1.pdbqt,-8.6
minimized_CNP0513904.2.pdbqt,-9.5
minimized_CNP0401843.1.pdbqt,-9.3
minimized_CNP0283367.1.pdbqt,-9.0
minimized_CNP0343509.1.pdbqt,-9.8
minimized_CNP0591544.1.pdbqt,-9.8
minimized_CNP0305154.1.pdbqt,-9.3
minimized_CNP0455272.2.pdbqt,-8.0
minimized_CNP0261934.1.pdbqt,-7.8
minimized_CNP0213075.1.pdbqt,-9.1
minimized_CNP0320175.1.pdbqt,-9.6
minimized_CNP0303043.1.pdbqt,-8.4
minimized_CNP0094114.1.pdbqt,-9.7
minimized_CNP0555124.1.pdbqt,-10.1
minimized_CNP0507288.1.pdbqt,-10.5
minimized_CNP0588014.1.pdbqt,-11.4
minimized_CNP0544536.1.pdbqt,-11.1
minimized_CNP0501063.1.pdbqt,-9.1
minimized_CNP0520157.1.pdbqt,-9.6
minimized_CNP0482139.1.pdbqt,-10.4
