Ligand,Score
minimized_CNP0523679.1.pdbqt,FAILED
minimized_CNP0143528.1.pdbqt,-8.8
minimized_CNP0213347.2.pdbqt,-8.1
minimized_CNP0216025.2.pdbqt,-8.9
minimized_CNP0564874.1.pdbqt,-7.8
minimized_CNP0356128.4.pdbqt,-9.1
minimized_CNP0579625.1.pdbqt,-9.5
minimized_CNP0245616.3.pdbqt,-9.1
minimized_CNP0274962.0.pdbqt,-5.2
minimized_CNP0109002.0.pdbqt,-5.7
minimized_CNP0224227.2.pdbqt,-8.9
minimized_CNP0212295.0.pdbqt,-5.4
minimized_CNP0172416.0.pdbqt,-5.2
minimized_CNP0248644.0.pdbqt,-10.8
minimized_CNP0602720.0.pdbqt,-5.2
minimized_CNP0366009.0.pdbqt,-5.5
minimized_CNP0193217.3.pdbqt,-9.7
minimized_CNP0199675.0.pdbqt,-9.5
minimized_CNP0174494.0.pdbqt,-10.4
minimized_CNP0119302.1.pdbqt,-10.5
minimized_CNP0236293.4.pdbqt,-11.0
minimized_CNP0085787.0.pdbqt,-5.0
minimized_CNP0271703.0.pdbqt,-9.0
minimized_CNP0156369.1.pdbqt,-9.3
minimized_CNP0228612.0.pdbqt,-9.2
minimized_CNP0567561.0.pdbqt,-10.9
minimized_CNP0418425.1.pdbqt,-8.5
minimized_CNP0602288.2.pdbqt,-5.7
minimized_CNP0522859.0.pdbqt,-6.3
minimized_CNP0509402.1.pdbqt,-6.9
minimized_CNP0591002.1.pdbqt,-6.1
minimized_CNP0532626.1.pdbqt,-6.2
minimized_CNP0576180.1.pdbqt,-6.7
minimized_CNP0497382.1.pdbqt,-5.9
minimized_CNP0255890.0.pdbqt,-9.8
