Ligand,Score
minimized_CNP0470713.1.pdbqt,FAILED
minimized_CNP0104229.1.pdbqt,FAILED
minimized_CNP0449160.1.pdbqt,FAILED
minimized_CNP0342884.3.pdbqt,FAILED
minimized_CNP0426766.2.pdbqt,FAILED
minimized_CNP0074536.3.pdbqt,-9.0
minimized_CNP0419631.4.pdbqt,-9.0
minimized_CNP0138098.1.pdbqt,FAILED
minimized_CNP0282764.3.pdbqt,-8.6
minimized_CNP0419631.3.pdbqt,-9.1
minimized_CNP0225987.6.pdbqt,-10.1
minimized_CNP0260168.1.pdbqt,-8.8
minimized_CNP0327627.1.pdbqt,-9.5
minimized_CNP0578673.2.pdbqt,-10.1
minimized_CNP0535584.1.pdbqt,-10.0
minimized_CNP0578673.1.pdbqt,-9.8
minimized_CNP0149333.8.pdbqt,-8.9
minimized_CNP0079514.1.pdbqt,-11.0
minimized_CNP0307458.1.pdbqt,-8.6
minimized_CNP0149749.2.pdbqt,-9.6
minimized_CNP0003196.0.pdbqt,-9.9
minimized_CNP0311969.3.pdbqt,-10.7
minimized_CNP0442395.1.pdbqt,-10.2
minimized_CNP0417574.1.pdbqt,-9.1
minimized_CNP0178198.1.pdbqt,-8.7
minimized_CNP0311428.1.pdbqt,-10.4
minimized_CNP0322183.1.pdbqt,-10.0
minimized_CNP0151212.2.pdbqt,-9.5
minimized_CNP0332305.0.pdbqt,-7.8
minimized_CNP0132115.1.pdbqt,-9.2
minimized_CNP0117463.0.pdbqt,-7.7
minimized_CNP0181732.1.pdbqt,-10.7
minimized_CNP0296701.0.pdbqt,-9.5
minimized_CNP0343122.1.pdbqt,-10.2
minimized_CNP0340113.0.pdbqt,-9.8
