Ligand,Score
minimized_CNP0523355.0.pdbqt,FAILED
minimized_CNP0512708.0.pdbqt,0
minimized_CNP0592001.0.pdbqt,-0.826
minimized_CNP0592105.1.pdbqt,-11.08
minimized_CNP0102161.1.pdbqt,-10.94
minimized_CNP0501825.1.pdbqt,-10.07
minimized_CNP0059757.1.pdbqt,-9.622
minimized_CNP0063179.1.pdbqt,-10.32
minimized_CNP0038810.1.pdbqt,-8.132
minimized_CNP0058972.1.pdbqt,-7.493
minimized_CNP0450094.2.pdbqt,-8.748
minimized_CNP0045771.1.pdbqt,-7.412
minimized_CNP0239557.7.pdbqt,-9.371
minimized_CNP0510391.1.pdbqt,FAILED
minimized_CNP0548577.0.pdbqt,-1.409
minimized_CNP0580247.1.pdbqt,-11.08
minimized_CNP0599960.1.pdbqt,-10.4
minimized_CNP0583697.0.pdbqt,FAILED
minimized_CNP0489957.1.pdbqt,-10.16
minimized_CNP0448289.3.pdbqt,FAILED
minimized_CNP0059872.1.pdbqt,-7.61
minimized_CNP0450094.1.pdbqt,-8.831
minimized_CNP0239557.1.pdbqt,-8.629
minimized_CNP0043908.1.pdbqt,-10.64
minimized_CNP0536258.1.pdbqt,-8.579
minimized_CNP0239557.5.pdbqt,-8.568
minimized_CNP0060543.1.pdbqt,-9.569
minimized_CNP0516334.0.pdbqt,-0.826
minimized_CNP0318784.1.pdbqt,-9.886
minimized_CNP0102161.2.pdbqt,-10.01
minimized_CNP0595454.0.pdbqt,-0.826
minimized_CNP0306707.1.pdbqt,-7.353
minimized_CNP0022094.1.pdbqt,-7.903
minimized_CNP0482117.1.pdbqt,-10.87
minimized_CNP0023997.1.pdbqt,-7.519
minimized_CNP0592105.1.pdbqt,SKIPPED
minimized_CNP0102161.1.pdbqt,SKIPPED
minimized_CNP0580247.1.pdbqt,SKIPPED
minimized_CNP0239557.7.pdbqt,SKIPPED
minimized_CNP0059757.1.pdbqt,SKIPPED
minimized_CNP0045771.1.pdbqt,SKIPPED
minimized_CNP0059872.1.pdbqt,SKIPPED
minimized_CNP0512708.0.pdbqt,SKIPPED
minimized_CNP0592001.0.pdbqt,SKIPPED
minimized_CNP0599960.1.pdbqt,SKIPPED
minimized_CNP0501825.1.pdbqt,SKIPPED
minimized_CNP0489957.1.pdbqt,SKIPPED
minimized_CNP0022094.1.pdbqt,SKIPPED
minimized_CNP0450094.2.pdbqt,SKIPPED
minimized_CNP0058972.1.pdbqt,SKIPPED
minimized_CNP0548577.0.pdbqt,SKIPPED
minimized_CNP0038810.1.pdbqt,SKIPPED
minimized_CNP0063179.1.pdbqt,SKIPPED
minimized_CNP0306707.1.pdbqt,SKIPPED
minimized_CNP0523355.0.pdbqt,FAILED
minimized_CNP0536258.1.pdbqt,SKIPPED
minimized_CNP0450094.1.pdbqt,SKIPPED
minimized_CNP0510391.1.pdbqt,FAILED
minimized_CNP0043908.1.pdbqt,SKIPPED
minimized_CNP0023997.1.pdbqt,SKIPPED
minimized_CNP0239557.1.pdbqt,SKIPPED
minimized_CNP0239557.5.pdbqt,SKIPPED
minimized_CNP0516334.0.pdbqt,SKIPPED
minimized_CNP0318784.1.pdbqt,SKIPPED
minimized_CNP0102161.2.pdbqt,SKIPPED
minimized_CNP0595454.0.pdbqt,SKIPPED
minimized_CNP0482117.1.pdbqt,SKIPPED
minimized_CNP0448289.3.pdbqt,FAILED
minimized_CNP0060543.1.pdbqt,SKIPPED
minimized_CNP0583697.0.pdbqt,FAILED
