Ligand,Score
minimized_CNP0203304.2.pdbqt,-9.69
minimized_CNP0125283.2.pdbqt,-9.086
minimized_CNP0265075.0.pdbqt,-8.165
minimized_CNP0582969.1.pdbqt,-6.132
minimized_CNP0298129.1.pdbqt,-11.89
minimized_CNP0560055.1.pdbqt,-6.091
minimized_CNP0332809.1.pdbqt,-8.606
minimized_CNP0274209.1.pdbqt,-8.257
minimized_CNP0542849.1.pdbqt,-6.384
minimized_CNP0185727.1.pdbqt,-11.2
minimized_CNP0491104.1.pdbqt,-6.444
minimized_CNP0121025.2.pdbqt,-12.17
minimized_CNP0222931.2.pdbqt,-8.61
minimized_CNP0565232.1.pdbqt,-6.806
minimized_CNP0324639.1.pdbqt,-9.97
minimized_CNP0324752.5.pdbqt,-10.17
minimized_CNP0567465.1.pdbqt,-6.513
minimized_CNP0108528.1.pdbqt,-7.943
minimized_CNP0582327.1.pdbqt,-6.359
minimized_CNP0425913.1.pdbqt,FAILED
minimized_CNP0557543.1.pdbqt,-6.262
minimized_CNP0481392.1.pdbqt,-5.975
minimized_CNP0216681.2.pdbqt,-8.953
minimized_CNP0216135.2.pdbqt,-8.794
minimized_CNP0197197.7.pdbqt,-11.53
minimized_CNP0325173.1.pdbqt,-8.525
minimized_CNP0197197.4.pdbqt,-11.57
minimized_CNP0355505.1.pdbqt,-8.437
minimized_CNP0108528.17.pdbqt,-8.436
minimized_CNP0554110.1.pdbqt,-4.214
minimized_CNP0145699.1.pdbqt,-9.856
minimized_CNP0487538.1.pdbqt,-6.748
minimized_CNP0554254.1.pdbqt,-6.012
minimized_CNP0568514.1.pdbqt,-6.314
minimized_CNP0595289.1.pdbqt,-5.919
