Ligand,Score
minimized_CNP0386277.0.pdbqt,-3.7
minimized_CNP0106706.0.pdbqt,-3.7
minimized_CNP0152089.0.pdbqt,-3.6
minimized_CNP0276029.1.pdbqt,-3.9
minimized_CNP0003467.0.pdbqt,-3.5
minimized_CNP0152264.2.pdbqt,-5.9
minimized_CNP0195538.2.pdbqt,-6.0
minimized_CNP0140548.0.pdbqt,-8.7
minimized_CNP0312577.1.pdbqt,-5.9
minimized_CNP0105363.0.pdbqt,FAILED
minimized_CNP0080370.1.pdbqt,-6.1
minimized_CNP0108082.2.pdbqt,-6.1
minimized_CNP0213640.1.pdbqt,-8.1
minimized_CNP0504575.1.pdbqt,-8.3
minimized_CNP0404036.2.pdbqt,-8.6
minimized_CNP0206348.3.pdbqt,-8.5
minimized_CNP0228346.0.pdbqt,-6.1
minimized_CNP0111719.0.pdbqt,-6.9
minimized_CNP0378867.1.pdbqt,-5.8
minimized_CNP0161743.2.pdbqt,-8.3
minimized_CNP0213640.2.pdbqt,-8.8
minimized_CNP0220121.7.pdbqt,-9.0
minimized_CNP0279119.1.pdbqt,-8.4
minimized_CNP0235973.1.pdbqt,-9.3
minimized_CNP0249303.1.pdbqt,-12.4
minimized_CNP0187106.1.pdbqt,-8.1
minimized_CNP0584781.1.pdbqt,-8.5
minimized_CNP0195786.1.pdbqt,-11.4
minimized_CNP0077991.0.pdbqt,-8.4
minimized_CNP0429864.1.pdbqt,-9.2
minimized_CNP0325948.1.pdbqt,-11.5
minimized_CNP0249303.2.pdbqt,-10.7
minimized_CNP0246762.2.pdbqt,-10.3
minimized_CNP0169096.1.pdbqt,-9.1
minimized_CNP0266557.3.pdbqt,-11.6
