Ligand,Score
minimized_CNP0357564.1.pdbqt,-11.5
minimized_CNP0081550.1.pdbqt,-11.6
minimized_CNP0220038.12.pdbqt,-12.5
minimized_CNP0131390.3.pdbqt,-12.1
minimized_CNP0276298.1.pdbqt,-10.1
minimized_CNP0242732.4.pdbqt,-12.0
minimized_CNP0313210.1.pdbqt,-11.6
minimized_CNP0184597.22.pdbqt,-11.6
minimized_CNP0229050.1.pdbqt,-10.9
minimized_CNP0564408.1.pdbqt,-12.4
minimized_CNP0382669.1.pdbqt,-10.6
minimized_CNP0276298.3.pdbqt,-10.3
minimized_CNP0357392.2.pdbqt,-11.2
minimized_CNP0559898.3.pdbqt,-9.5
minimized_CNP0233278.1.pdbqt,-12.5
minimized_CNP0272210.9.pdbqt,-11.1
minimized_CNP0280723.1.pdbqt,-11.1
minimized_CNP0431531.1.pdbqt,-10.9
minimized_CNP0164120.0.pdbqt,-12.2
minimized_CNP0160005.3.pdbqt,-9.6
minimized_CNP0217597.3.pdbqt,-11.3
minimized_CNP0134220.1.pdbqt,-10.6
minimized_CNP0217597.1.pdbqt,-9.2
minimized_CNP0203366.1.pdbqt,-12.4
minimized_CNP0254676.1.pdbqt,-9.0
minimized_CNP0309648.0.pdbqt,-9.2
minimized_CNP0292641.2.pdbqt,-10.0
minimized_CNP0210931.1.pdbqt,-10.3
minimized_CNP0305403.3.pdbqt,-11.1
minimized_CNP0189308.3.pdbqt,-12.2
minimized_CNP0323097.1.pdbqt,-13.4
minimized_CNP0304725.2.pdbqt,-11.4
minimized_CNP0203590.2.pdbqt,-10.2
minimized_CNP0154819.3.pdbqt,-10.4
minimized_CNP0516550.1.pdbqt,-11.6
