Ligand,Score
minimized_CNP0397451.1.pdbqt,-9.7
minimized_CNP0013185.1.pdbqt,-7.9
minimized_CNP0136223.4.pdbqt,-10.0
minimized_CNP0367785.4.pdbqt,-8.3
minimized_CNP0304913.3.pdbqt,-8.8
minimized_CNP0362420.1.pdbqt,-10.7
minimized_CNP0321654.5.pdbqt,-8.2
minimized_CNP0299097.1.pdbqt,-9.5
minimized_CNP0362762.5.pdbqt,-10.1
minimized_CNP0423854.1.pdbqt,-8.6
minimized_CNP0269936.1.pdbqt,-8.6
minimized_CNP0134701.2.pdbqt,-7.5
minimized_CNP0109040.2.pdbqt,-8.7
minimized_CNP0247045.1.pdbqt,-9.3
minimized_CNP0226828.1.pdbqt,-8.9
minimized_CNP0244137.2.pdbqt,-7.7
minimized_CNP0317387.2.pdbqt,-7.7
minimized_CNP0591294.1.pdbqt,-9.7
minimized_CNP0230448.2.pdbqt,-8.6
minimized_CNP0118098.3.pdbqt,-8.2
minimized_CNP0264293.3.pdbqt,-7.8
minimized_CNP0076119.1.pdbqt,-7.5
minimized_CNP0417822.2.pdbqt,-7.0
minimized_CNP0165280.1.pdbqt,-7.1
minimized_CNP0319089.1.pdbqt,-8.5
minimized_CNP0593728.1.pdbqt,-9.6
minimized_CNP0224055.1.pdbqt,-9.2
minimized_CNP0102922.1.pdbqt,-9.1
minimized_CNP0100449.1.pdbqt,-8.1
minimized_CNP0206048.1.pdbqt,-9.5
minimized_CNP0155373.1.pdbqt,-10.3
minimized_CNP0203618.2.pdbqt,-9.7
minimized_CNP0270599.5.pdbqt,-9.7
minimized_CNP0567104.1.pdbqt,-8.9
minimized_CNP0237448.1.pdbqt,-7.7
