Ligand,Score
minimized_CNP0097646.2.pdbqt,FAILED
minimized_CNP0097646.3.pdbqt,-9.0
minimized_CNP0289067.2.pdbqt,-9.2
minimized_CNP0015903.1.pdbqt,-8.4
minimized_CNP0418600.4.pdbqt,-9.1
minimized_CNP0038563.2.pdbqt,-8.9
minimized_CNP0016048.1.pdbqt,-8.2
minimized_CNP0254242.1.pdbqt,-8.2
minimized_CNP0010648.1.pdbqt,-8.0
minimized_CNP0016053.1.pdbqt,-8.9
minimized_CNP0010734.1.pdbqt,-9.0
minimized_CNP0013960.1.pdbqt,-8.1
minimized_CNP0075768.1.pdbqt,-10.2
minimized_CNP0148313.1.pdbqt,-10.1
minimized_CNP0212764.1.pdbqt,-10.5
minimized_CNP0252505.4.pdbqt,-9.9
minimized_CNP0010613.1.pdbqt,-10.2
minimized_CNP0114350.3.pdbqt,-12.4
minimized_CNP0372923.1.pdbqt,-7.8
minimized_CNP0253686.4.pdbqt,-10.0
minimized_CNP0596111.1.pdbqt,-10.4
minimized_CNP0291343.5.pdbqt,-8.6
minimized_CNP0074418.1.pdbqt,-9.4
minimized_CNP0267469.1.pdbqt,-9.4
minimized_CNP0010659.1.pdbqt,-9.2
minimized_CNP0080115.0.pdbqt,-8.6
minimized_CNP0182953.1.pdbqt,-8.8
minimized_CNP0230074.3.pdbqt,-11.2
minimized_CNP0175379.5.pdbqt,-9.4
minimized_CNP0252505.1.pdbqt,-10.0
minimized_CNP0253686.6.pdbqt,-9.7
minimized_CNP0255787.1.pdbqt,-9.7
minimized_CNP0218681.1.pdbqt,-8.5
minimized_CNP0241356.1.pdbqt,-8.8
minimized_CNP0309030.2.pdbqt,-9.2
