Ligand,Score
minimized_CNP0602419.2.pdbqt,-8.663
minimized_CNP0145916.1.pdbqt,-9.981
minimized_CNP0286506.2.pdbqt,-9.536
minimized_CNP0205323.2.pdbqt,-10.28
minimized_CNP0433579.1.pdbqt,-10.85
minimized_CNP0074021.1.pdbqt,-9.419
minimized_CNP0256004.2.pdbqt,-9.358
minimized_CNP0075414.1.pdbqt,-8.772
minimized_CNP0256004.4.pdbqt,-9.331
minimized_CNP0311601.1.pdbqt,-9.643
minimized_CNP0499885.1.pdbqt,-10.34
minimized_CNP0580435.1.pdbqt,-9.102
minimized_CNP0602419.3.pdbqt,-8.296
minimized_CNP0425818.1.pdbqt,-11.19
minimized_CNP0338830.1.pdbqt,-10.88
minimized_CNP0109973.2.pdbqt,-10.95
minimized_CNP0209052.1.pdbqt,-11.29
minimized_CNP0243746.58.pdbqt,-9.697
minimized_CNP0146484.1.pdbqt,-9.919
minimized_CNP0474004.2.pdbqt,-7.806
minimized_CNP0256004.1.pdbqt,-9.355
minimized_CNP0602419.4.pdbqt,-8.314
minimized_CNP0263742.3.pdbqt,-10.55
minimized_CNP0116010.5.pdbqt,-11.46
minimized_CNP0218408.1.pdbqt,-8.798
minimized_CNP0088219.1.pdbqt,-10.52
minimized_CNP0093542.2.pdbqt,-8.535
minimized_CNP0256004.3.pdbqt,-9.411
minimized_CNP0304142.3.pdbqt,-10.46
minimized_CNP0243746.39.pdbqt,-9.669
minimized_CNP0512360.1.pdbqt,-8.323
minimized_CNP0490327.1.pdbqt,-8.498
minimized_CNP0182046.1.pdbqt,-9.227
minimized_CNP0452899.1.pdbqt,-8.858
minimized_CNP0553548.0.pdbqt,-8.577
