Ligand,Score
minimized_CNP0188316.6.pdbqt,FAILED
minimized_CNP0158333.1.pdbqt,-10.8
minimized_CNP0231363.1.pdbqt,-9.8
minimized_CNP0156544.2.pdbqt,-10.8
minimized_CNP0199527.2.pdbqt,-10.4
minimized_CNP0431444.1.pdbqt,-10.7
minimized_CNP0431444.2.pdbqt,-11.6
minimized_CNP0355852.2.pdbqt,-11.2
minimized_CNP0368768.1.pdbqt,-11.0
minimized_CNP0060538.1.pdbqt,-9.2
minimized_CNP0070652.1.pdbqt,-9.9
minimized_CNP0431929.2.pdbqt,-11.2
minimized_CNP0049205.4.pdbqt,-10.0
minimized_CNP0188316.4.pdbqt,-9.4
minimized_CNP0233421.3.pdbqt,-9.9
minimized_CNP0218372.1.pdbqt,-9.7
minimized_CNP0217256.3.pdbqt,-9.6
minimized_CNP0060538.3.pdbqt,-9.0
minimized_CNP0343731.2.pdbqt,-10.2
minimized_CNP0162031.1.pdbqt,-10.4
minimized_CNP0070652.5.pdbqt,-9.9
minimized_CNP0568485.2.pdbqt,-6.6
minimized_CNP0552924.2.pdbqt,-6.3
minimized_CNP0557738.2.pdbqt,-6.7
minimized_CNP0554290.2.pdbqt,-6.4
minimized_CNP0584498.2.pdbqt,-6.3
minimized_CNP0532354.2.pdbqt,-6.2
minimized_CNP0545946.1.pdbqt,-5.9
minimized_CNP0588130.1.pdbqt,-6.5
minimized_CNP0601131.1.pdbqt,-6.3
minimized_CNP0419327.1.pdbqt,-6.5
minimized_CNP0560986.1.pdbqt,-6.4
minimized_CNP0564750.2.pdbqt,-6.0
minimized_CNP0520949.2.pdbqt,-5.6
minimized_CNP0506324.1.pdbqt,-5.4
