Ligand,Score
minimized_CNP0228481.1.pdbqt,-9.4
minimized_CNP0483142.1.pdbqt,-10.6
minimized_CNP0095426.1.pdbqt,-10.0
minimized_CNP0480116.1.pdbqt,-12.1
minimized_CNP0599924.1.pdbqt,-9.7
minimized_CNP0348526.1.pdbqt,-10.5
minimized_CNP0516255.1.pdbqt,-9.5
minimized_CNP0544741.1.pdbqt,-12.2
minimized_CNP0569512.1.pdbqt,-10.3
minimized_CNP0539786.1.pdbqt,-11.3
minimized_CNP0245025.3.pdbqt,-8.6
minimized_CNP0542761.1.pdbqt,-11.6
minimized_CNP0490548.1.pdbqt,-10.7
minimized_CNP0601309.1.pdbqt,-11.7
minimized_CNP0442827.1.pdbqt,-9.7
minimized_CNP0580807.1.pdbqt,-10.3
minimized_CNP0566986.1.pdbqt,-11.0
minimized_CNP0501441.1.pdbqt,-10.0
minimized_CNP0099792.1.pdbqt,-10.6
minimized_CNP0097437.1.pdbqt,-12.0
minimized_CNP0498981.1.pdbqt,-9.1
minimized_CNP0035402.1.pdbqt,-7.3
minimized_CNP0048939.1.pdbqt,-5.5
minimized_CNP0031996.1.pdbqt,-5.7
minimized_CNP0054414.1.pdbqt,-7.0
minimized_CNP0569828.0.pdbqt,-6.3
minimized_CNP0523043.0.pdbqt,-6.7
minimized_CNP0264874.1.pdbqt,-5.5
minimized_CNP0259698.1.pdbqt,-5.4
minimized_CNP0037859.1.pdbqt,-4.9
minimized_CNP0181991.0.pdbqt,-6.2
minimized_CNP0496989.0.pdbqt,-5.8
minimized_CNP0531883.0.pdbqt,-6.5
minimized_CNP0590065.0.pdbqt,-5.6
minimized_CNP0540378.0.pdbqt,-6.2
