Ligand,Score
minimized_CNP0601987.1.pdbqt,FAILED
minimized_CNP0502563.0.pdbqt,-8.2
minimized_CNP0188366.0.pdbqt,-7.6
minimized_CNP0355148.0.pdbqt,-6.3
minimized_CNP0374611.0.pdbqt,-8.9
minimized_CNP0385957.0.pdbqt,-7.5
minimized_CNP0536617.0.pdbqt,-6.6
minimized_CNP0403629.1.pdbqt,-6.5
minimized_CNP0592311.0.pdbqt,-6.5
minimized_CNP0511601.1.pdbqt,FAILED
minimized_CNP0344251.0.pdbqt,-6.6
minimized_CNP0548073.0.pdbqt,-7.6
minimized_CNP0191069.0.pdbqt,-7.7
minimized_CNP0547490.0.pdbqt,-7.9
minimized_CNP0478999.0.pdbqt,-7.5
minimized_CNP0006819.0.pdbqt,-8.2
minimized_CNP0055236.3.pdbqt,-7.8
minimized_CNP0321675.1.pdbqt,-9.0
minimized_CNP0253647.7.pdbqt,-6.6
minimized_CNP0348657.7.pdbqt,-7.1
minimized_CNP0161791.1.pdbqt,-8.2
minimized_CNP0176913.2.pdbqt,-10.0
minimized_CNP0261622.1.pdbqt,-10.0
minimized_CNP0320971.1.pdbqt,-8.1
minimized_CNP0330011.1.pdbqt,-8.6
minimized_CNP0233884.4.pdbqt,-8.5
minimized_CNP0233884.6.pdbqt,-8.0
minimized_CNP0298922.2.pdbqt,-8.0
minimized_CNP0298922.1.pdbqt,-7.7
minimized_CNP0245507.3.pdbqt,-8.5
minimized_CNP0348585.1.pdbqt,-9.0
minimized_CNP0348845.0.pdbqt,-7.9
minimized_CNP0400319.1.pdbqt,-6.5
minimized_CNP0483501.0.pdbqt,-8.2
minimized_CNP0339395.1.pdbqt,-6.7
