Ligand,Score
minimized_CNP0485020.1.pdbqt,FAILED
minimized_CNP0605324.0.pdbqt,-1.9
minimized_CNP0594254.0.pdbqt,-1.9
minimized_CNP0368013.0.pdbqt,-3.3
minimized_CNP0562348.0.pdbqt,-3.8
minimized_CNP0003133.0.pdbqt,-4.4
minimized_CNP0510404.0.pdbqt,-5.4
minimized_CNP0578289.0.pdbqt,-4.9
minimized_CNP0121624.1.pdbqt,-8.3
minimized_CNP0193369.0.pdbqt,-7.8
minimized_CNP0153286.2.pdbqt,-7.9
minimized_CNP0157345.1.pdbqt,-9.4
minimized_CNP0344179.1.pdbqt,-8.8
minimized_CNP0153286.1.pdbqt,-7.4
minimized_CNP0278840.1.pdbqt,-7.8
minimized_CNP0566227.1.pdbqt,-6.6
minimized_CNP0603117.1.pdbqt,-7.1
minimized_CNP0565446.1.pdbqt,-6.8
minimized_CNP0497849.1.pdbqt,-6.9
minimized_CNP0545063.1.pdbqt,-6.6
minimized_CNP0487922.1.pdbqt,-6.9
minimized_CNP0548412.1.pdbqt,-7.1
minimized_CNP0499766.1.pdbqt,-6.7
minimized_CNP0534063.1.pdbqt,-6.9
minimized_CNP0521283.1.pdbqt,-6.6
minimized_CNP0545105.1.pdbqt,-6.9
minimized_CNP0562927.1.pdbqt,-5.4
minimized_CNP0483467.1.pdbqt,-6.4
minimized_CNP0523143.1.pdbqt,-6.4
minimized_CNP0536607.1.pdbqt,-6.2
minimized_CNP0586437.1.pdbqt,-6.6
minimized_CNP0537030.1.pdbqt,-6.9
minimized_CNP0506031.1.pdbqt,-7.0
minimized_CNP0516995.1.pdbqt,-6.9
minimized_CNP0603550.1.pdbqt,-6.5
