Ligand,Score
minimized_CNP0455691.2.pdbqt,-13.1
minimized_CNP0571312.1.pdbqt,-12.7
minimized_CNP0486176.2.pdbqt,-13.4
minimized_CNP0098421.1.pdbqt,-9.6
minimized_CNP0531468.1.pdbqt,-13.7
minimized_CNP0587545.1.pdbqt,-10.6
minimized_CNP0558877.2.pdbqt,-6.2
minimized_CNP0454163.1.pdbqt,FAILED
minimized_CNP0558877.1.pdbqt,-5.9
minimized_CNP0579164.1.pdbqt,-6.4
minimized_CNP0592238.2.pdbqt,-6.3
minimized_CNP0559615.1.pdbqt,-6.0
minimized_CNP0501124.1.pdbqt,-13.1
minimized_CNP0486176.1.pdbqt,-14.8
minimized_CNP0494655.1.pdbqt,-5.8
minimized_CNP0017637.1.pdbqt,-9.0
minimized_CNP0018665.1.pdbqt,-9.9
minimized_CNP0545449.1.pdbqt,-6.4
minimized_CNP0515615.1.pdbqt,-5.9
minimized_CNP0462636.2.pdbqt,-8.8
minimized_CNP0552285.2.pdbqt,-6.4
minimized_CNP0601732.1.pdbqt,-6.1
minimized_CNP0150882.7.pdbqt,-9.4
minimized_CNP0531826.2.pdbqt,-6.4
minimized_CNP0553613.1.pdbqt,-6.2
minimized_CNP0309339.2.pdbqt,-9.6
minimized_CNP0553613.2.pdbqt,-6.0
minimized_CNP0545449.2.pdbqt,-6.0
minimized_CNP0538725.2.pdbqt,-6.9
minimized_CNP0577142.2.pdbqt,-6.5
minimized_CNP0601732.2.pdbqt,-6.7
minimized_CNP0491531.2.pdbqt,-7.0
minimized_CNP0554697.2.pdbqt,-6.7
minimized_CNP0502941.1.pdbqt,-7.1
minimized_CNP0497658.2.pdbqt,-6.8
