Ligand,Score
minimized_CNP0597997.1.pdbqt,FAILED
minimized_CNP0282191.1.pdbqt,-10.3
minimized_CNP0228951.4.pdbqt,-10.0
minimized_CNP0135895.2.pdbqt,-9.8
minimized_CNP0350097.1.pdbqt,-10.7
minimized_CNP0207421.1.pdbqt,-9.8
minimized_CNP0143744.0.pdbqt,-9.4
minimized_CNP0195995.1.pdbqt,-10.7
minimized_CNP0361552.1.pdbqt,-9.4
minimized_CNP0281123.4.pdbqt,-9.5
minimized_CNP0525557.2.pdbqt,-9.5
minimized_CNP0282760.4.pdbqt,-10.1
minimized_CNP0361552.3.pdbqt,-9.7
minimized_CNP0226113.2.pdbqt,-9.4
minimized_CNP0201953.3.pdbqt,-9.5
minimized_CNP0361113.1.pdbqt,-11.5
minimized_CNP0477525.2.pdbqt,-10.7
minimized_CNP0169416.6.pdbqt,-10.1
minimized_CNP0238558.2.pdbqt,-10.7
minimized_CNP0337153.2.pdbqt,-9.5
minimized_CNP0309134.1.pdbqt,-9.3
minimized_CNP0095176.1.pdbqt,-9.7
minimized_CNP0141131.1.pdbqt,-9.3
minimized_CNP0552928.2.pdbqt,-10.7
minimized_CNP0096078.1.pdbqt,-9.4
minimized_CNP0552928.1.pdbqt,-10.7
minimized_CNP0388553.1.pdbqt,-9.1
minimized_CNP0092546.1.pdbqt,-8.5
minimized_CNP0423557.1.pdbqt,-8.8
minimized_CNP0568353.1.pdbqt,-6.8
minimized_CNP0485231.1.pdbqt,-7.2
minimized_CNP0597545.1.pdbqt,-6.3
minimized_CNP0520461.1.pdbqt,-4.7
minimized_CNP0567093.1.pdbqt,-6.9
minimized_CNP0601497.1.pdbqt,-6.0
