Ligand,Score
minimized_CNP0177868.2.pdbqt,-9.356
minimized_CNP0180850.1.pdbqt,-7.08
minimized_CNP0137700.1.pdbqt,-6.411
minimized_CNP0458111.2.pdbqt,-7.704
minimized_CNP0106265.1.pdbqt,-8.8
minimized_CNP0204978.1.pdbqt,-7.789
minimized_CNP0194412.1.pdbqt,-7.775
minimized_CNP0078259.1.pdbqt,-8.038
minimized_CNP0138526.2.pdbqt,-10.79
minimized_CNP0530207.1.pdbqt,-9.104
minimized_CNP0317360.2.pdbqt,-8.226
minimized_CNP0211079.1.pdbqt,-8.482
minimized_CNP0274180.1.pdbqt,-8.963
minimized_CNP0381763.1.pdbqt,-7.643
minimized_CNP0479871.0.pdbqt,-7.474
minimized_CNP0273368.2.pdbqt,-7.858
minimized_CNP0367144.1.pdbqt,FAILED
minimized_CNP0605857.1.pdbqt,-8.874
minimized_CNP0405699.1.pdbqt,-9.092
minimized_CNP0110391.1.pdbqt,-8.014
minimized_CNP0301394.2.pdbqt,-8.259
minimized_CNP0361506.2.pdbqt,-7.63
minimized_CNP0597715.1.pdbqt,-9.07
minimized_CNP0181540.1.pdbqt,-7.596
minimized_CNP0330251.2.pdbqt,-7.845
minimized_CNP0257481.1.pdbqt,-8.795
minimized_CNP0104142.1.pdbqt,-9.219
minimized_CNP0577040.1.pdbqt,-8.047
minimized_CNP0496784.1.pdbqt,-8.556
minimized_CNP0259268.1.pdbqt,FAILED
minimized_CNP0174049.5.pdbqt,-7.732
minimized_CNP0372704.2.pdbqt,-10.26
minimized_CNP0316398.1.pdbqt,-8.922
minimized_CNP0115026.2.pdbqt,-8.123
minimized_CNP0267525.1.pdbqt,-9.314
