Ligand,Score
minimized_CNP0536732.1.pdbqt,FAILED
minimized_CNP0442870.1.pdbqt,-8.3
minimized_CNP0595685.1.pdbqt,-9.9
minimized_CNP0361846.1.pdbqt,-7.6
minimized_CNP0152484.0.pdbqt,FAILED
minimized_CNP0454532.1.pdbqt,-8.4
minimized_CNP0530052.1.pdbqt,-9.4
minimized_CNP0541904.0.pdbqt,-8.6
minimized_CNP0600691.2.pdbqt,-9.1
minimized_CNP0246503.4.pdbqt,-8.2
minimized_CNP0185874.0.pdbqt,-8.4
minimized_CNP0516989.3.pdbqt,-8.8
minimized_CNP0183927.0.pdbqt,-8.4
minimized_CNP0317857.0.pdbqt,-8.5
minimized_CNP0253243.10.pdbqt,-10.8
minimized_CNP0315644.1.pdbqt,-10.8
minimized_CNP0198919.2.pdbqt,-10.7
minimized_CNP0234598.1.pdbqt,-9.9
minimized_CNP0253243.4.pdbqt,-10.4
minimized_CNP0249020.7.pdbqt,-9.9
minimized_CNP0152231.2.pdbqt,-10.4
minimized_CNP0171390.1.pdbqt,-13.4
minimized_CNP0213203.1.pdbqt,-11.2
minimized_CNP0277465.1.pdbqt,-12.4
minimized_CNP0187534.1.pdbqt,-11.3
minimized_CNP0213408.2.pdbqt,-9.2
minimized_CNP0209587.1.pdbqt,-10.7
minimized_CNP0149605.1.pdbqt,-10.1
minimized_CNP0346158.2.pdbqt,-11.7
minimized_CNP0280977.1.pdbqt,-12.6
minimized_CNP0227816.1.pdbqt,-11.7
minimized_CNP0246185.1.pdbqt,-9.5
minimized_CNP0301309.2.pdbqt,-11.4
minimized_CNP0126320.1.pdbqt,-9.6
minimized_CNP0200638.1.pdbqt,-9.9
