Ligand,Score
minimized_CNP0485313.2.pdbqt,-6.9
minimized_CNP0511156.2.pdbqt,-5.9
minimized_CNP0542679.2.pdbqt,-6.7
minimized_CNP0545566.2.pdbqt,-7.0
minimized_CNP0560291.1.pdbqt,-5.9
minimized_CNP0504702.2.pdbqt,-6.7
minimized_CNP0585246.2.pdbqt,-6.3
minimized_CNP0557087.1.pdbqt,-6.8
minimized_CNP0582097.1.pdbqt,-5.5
minimized_CNP0588116.1.pdbqt,-6.7
minimized_CNP0599758.2.pdbqt,-6.8
minimized_CNP0599758.1.pdbqt,-6.9
minimized_CNP0595779.1.pdbqt,-6.2
minimized_CNP0553108.1.pdbqt,-6.2
minimized_CNP0529505.1.pdbqt,-6.6
minimized_CNP0538132.2.pdbqt,-5.8
minimized_CNP0483074.1.pdbqt,-5.8
minimized_CNP0539834.2.pdbqt,-5.4
minimized_CNP0527936.1.pdbqt,-5.9
minimized_CNP0583392.1.pdbqt,-5.6
minimized_CNP0490806.1.pdbqt,-6.6
minimized_CNP0483286.1.pdbqt,-6.8
minimized_CNP0587638.2.pdbqt,-6.1
minimized_CNP0591179.1.pdbqt,-6.3
minimized_CNP0587638.1.pdbqt,-4.6
minimized_CNP0533345.2.pdbqt,-5.7
minimized_CNP0604864.2.pdbqt,-5.6
minimized_CNP0522578.1.pdbqt,-4.0
minimized_CNP0591179.2.pdbqt,-5.3
minimized_CNP0482505.1.pdbqt,-6.4
minimized_CNP0524532.1.pdbqt,-6.4
minimized_CNP0506646.1.pdbqt,-5.9
minimized_CNP0547720.1.pdbqt,-5.8
minimized_CNP0499602.2.pdbqt,-6.0
minimized_CNP0564687.1.pdbqt,-5.8
