Ligand,Score
minimized_CNP0388185.1.pdbqt,-6.7
minimized_CNP0227700.1.pdbqt,-11.9
minimized_CNP0118358.1.pdbqt,-9.6
minimized_CNP0260967.6.pdbqt,-11.4
minimized_CNP0374861.1.pdbqt,-9.6
minimized_CNP0189539.2.pdbqt,-9.0
minimized_CNP0285330.2.pdbqt,-10.9
minimized_CNP0210953.9.pdbqt,-11.4
minimized_CNP0362846.16.pdbqt,-9.2
minimized_CNP0307228.4.pdbqt,-6.9
minimized_CNP0236150.4.pdbqt,-8.2
minimized_CNP0503975.1.pdbqt,-8.3
minimized_CNP0223062.10.pdbqt,-10.6
minimized_CNP0233357.1.pdbqt,-10.1
minimized_CNP0132930.1.pdbqt,-9.8
minimized_CNP0050924.0.pdbqt,-7.0
minimized_CNP0435750.1.pdbqt,-7.8
minimized_CNP0465375.0.pdbqt,-7.6
minimized_CNP0136234.2.pdbqt,-9.8
minimized_CNP0285677.2.pdbqt,-9.0
minimized_CNP0108324.3.pdbqt,-8.1
minimized_CNP0314787.2.pdbqt,-9.7
minimized_CNP0550447.2.pdbqt,-7.0
minimized_CNP0065261.0.pdbqt,-7.6
minimized_CNP0255362.1.pdbqt,-6.8
minimized_CNP0382770.0.pdbqt,-7.3
minimized_CNP0539809.1.pdbqt,-7.3
minimized_CNP0255139.4.pdbqt,-10.8
minimized_CNP0578707.1.pdbqt,-7.8
minimized_CNP0261341.2.pdbqt,-7.6
minimized_CNP0294350.1.pdbqt,-8.5
minimized_CNP0185637.1.pdbqt,-8.9
minimized_CNP0585892.0.pdbqt,-7.7
minimized_CNP0027989.0.pdbqt,-10.0
minimized_CNP0022364.0.pdbqt,-9.2
