Ligand,Score
minimized_CNP0427374.0.pdbqt,-8.9
minimized_CNP0454761.2.pdbqt,-10.1
minimized_CNP0443524.1.pdbqt,-9.5
minimized_CNP0478433.2.pdbqt,-11.2
minimized_CNP0444097.1.pdbqt,-9.7
minimized_CNP0438603.1.pdbqt,-11.8
minimized_CNP0449668.2.pdbqt,-10.1
minimized_CNP0586039.0.pdbqt,-8.0
minimized_CNP0227527.2.pdbqt,-9.4
minimized_CNP0260759.1.pdbqt,-7.3
minimized_CNP0046362.1.pdbqt,-6.9
minimized_CNP0391626.1.pdbqt,-6.0
minimized_CNP0194724.1.pdbqt,-6.0
minimized_CNP0373719.1.pdbqt,-5.8
minimized_CNP0001702.1.pdbqt,-7.1
minimized_CNP0001692.1.pdbqt,-6.1
minimized_CNP0045065.1.pdbqt,-5.4
minimized_CNP0547850.1.pdbqt,-7.6
minimized_CNP0499379.0.pdbqt,-7.0
minimized_CNP0025682.1.pdbqt,-7.3
minimized_CNP0001549.1.pdbqt,-7.0
minimized_CNP0549092.0.pdbqt,-7.9
minimized_CNP0061523.1.pdbqt,-6.1
minimized_CNP0001563.1.pdbqt,-7.0
minimized_CNP0563586.1.pdbqt,-3.9
minimized_CNP0585918.1.pdbqt,-6.8
minimized_CNP0084897.2.pdbqt,-6.7
minimized_CNP0549665.1.pdbqt,-6.8
minimized_CNP0512914.0.pdbqt,-6.8
minimized_CNP0488538.0.pdbqt,-7.5
minimized_CNP0118032.1.pdbqt,-7.4
minimized_CNP0084884.1.pdbqt,-6.8
minimized_CNP0130843.2.pdbqt,-6.0
minimized_CNP0550662.1.pdbqt,-7.5
minimized_CNP0471965.0.pdbqt,-5.3
