Ligand,Score
minimized_CNP0249416.1.pdbqt,FAILED
minimized_CNP0298832.1.pdbqt,-7.2
minimized_CNP0415652.0.pdbqt,-7.4
minimized_CNP0556110.1.pdbqt,-7.7
minimized_CNP0528254.0.pdbqt,-8.3
minimized_CNP0315175.1.pdbqt,-7.3
minimized_CNP0345814.4.pdbqt,-7.3
minimized_CNP0135593.0.pdbqt,-7.5
minimized_CNP0376761.3.pdbqt,-8.2
minimized_CNP0222597.1.pdbqt,-8.1
minimized_CNP0323748.1.pdbqt,-6.7
minimized_CNP0391091.2.pdbqt,-7.2
minimized_CNP0168918.2.pdbqt,-7.2
minimized_CNP0104239.1.pdbqt,-7.2
minimized_CNP0525663.1.pdbqt,-7.7
minimized_CNP0180439.3.pdbqt,-8.6
minimized_CNP0109109.1.pdbqt,-7.9
minimized_CNP0302725.1.pdbqt,-8.2
minimized_CNP0196224.1.pdbqt,-9.3
minimized_CNP0137919.1.pdbqt,-7.3
minimized_CNP0166398.4.pdbqt,-9.5
minimized_CNP0115362.1.pdbqt,-8.1
minimized_CNP0180072.0.pdbqt,-7.1
minimized_CNP0327025.3.pdbqt,-8.0
minimized_CNP0431544.1.pdbqt,-6.6
minimized_CNP0494667.1.pdbqt,-9.2
minimized_CNP0431623.1.pdbqt,-7.5
minimized_CNP0436322.0.pdbqt,-5.9
minimized_CNP0208505.1.pdbqt,-7.9
minimized_CNP0407892.1.pdbqt,-9.2
minimized_CNP0150996.1.pdbqt,-9.0
minimized_CNP0312183.2.pdbqt,-7.6
minimized_CNP0565879.1.pdbqt,-7.5
minimized_CNP0115636.2.pdbqt,-8.1
minimized_CNP0215698.1.pdbqt,-8.5
